nquest,comprens,ita,veroaf,veroab,verored,klima,facil,INTS,durata
918869,10,10,10,10,10,10,10,10,80
918870,10,10,10,10,10,10,10,10,47
918891,10,10,10,10,10,10,10,10,51
918898,10,10,10,10,10,10,10,10,55
918905,10,10,10,10,10,10,10,10,39
918910,10,10,10,10,10,10,10,10,61
918917,10,10,10,10,10,10,10,10,57
918921,10,10,10,10,10,10,10,10,58
918922,10,10,10,10,10,10,10,10,59
918929,10,10,10,10,10,10,10,10,62
918930,10,10,10,10,10,10,10,10,64
918931,10,10,10,10,10,10,10,10,65
918936,10,10,10,10,10,10,10,10,58
918939,10,10,10,10,10,10,10,10,49
918940,10,10,10,10,10,10,10,10,73
918942,10,10,10,10,10,10,10,10,50
918946,10,10,10,10,10,10,10,10,52
918954,10,10,10,10,10,10,10,10,32
918956,10,10,10,10,10,10,10,10,52
918957,10,10,10,10,10,10,10,10,47
918958,10,10,10,10,10,10,10,10,55
918960,10,10,10,10,10,10,10,10,52
918964,10,10,10,10,10,10,10,10,41
918973,10,10,10,10,10,10,10,10,41
918986,8,10,10,10,10,10,10,10,55
918997,10,10,10,10,7,9,7,9,52
919002,10,10,10,10,10,8,9,10,52
919010,10,9,9,10,9,10,10,9,43
919031,8,9,9,9,9,5,7,3,48
919033,9,9,9,9,9,9,9,8,16
919039,10,10,8,9,10,7,8,8,70
919040,9,10,10,9,9,10,9,9,50
919041,9,9,9,8,9,7,8,7,33
919046,9,8,8,8,9,7,7,6,49
919051,10,10,10,10,10,10,10,8,50
919082,5,6,5,6,5,6,4,5,66
919089,7,6,7,7,7,6,7,7,22
919095,4,4,3,3,4,6,4,4,31
919097,8,8,8,8,8,8,8,8,18
919098,8,8,8,8,8,8,8,8,29
919100,9,9,9,9,9,9,9,9,30
919103,9,9,9,9,9,9,9,9,30
919108,8,8,8,8,8,8,8,8,22
919110,4,4,4,5,4,5,4,4,61
919112,7,7,7,7,7,7,7,7,17
919116,9,9,9,9,9,9,9,9,25
919121,8,8,8,8,8,8,8,8,26
919123,8,8,8,8,8,8,8,8,17
919126,8,8,8,8,8,8,8,8,21
919127,8,8,8,8,8,8,8,8,19
919129,6,6,6,6,9,3,3,5,24
919134,9,9,9,9,9,9,9,9,23
919136,9,9,9,9,9,9,9,9,27
919137,9,9,9,9,9,9,9,9,20
919139,8,8,8,8,8,8,8,8,21
919168,8,8,8,7,7,8,9,8,113
919170,9,8,9,8,8,9,9,8,144
919190,8,8,8,8,8,5,6,7,27
919256,7,7,7,7,7,7,7,7,60
919257,7,7,7,7,7,7,7,7,39
919260,7,7,7,7,7,7,7,7,29
919264,7,7,6,7,7,6,6,7,49
919265,7,7,7,7,7,7,7,7,29
919271,8,8,8,8,8,8,8,8,33
919278,8,8,8,8,8,8,8,8,72
919286,7,7,7,7,7,7,7,7,59
919294,7,7,7,7,7,7,7,7,89
919295,7,7,7,7,7,7,7,7,72
919303,9,9,9,9,9,9,9,9,43
919311,9,9,9,9,9,9,9,9,68
919316,9,9,9,9,9,9,9,9,81
919318,9,9,9,9,9,9,9,9,75
919320,9,9,9,9,9,9,9,9,82
919324,9,9,9,9,9,9,9,9,54
919328,8,7,6,6,9,5,5,5,39
919333,8,8,7,10,8,7,8,9,23
919347,7,9,7,7,7,7,7,7,85
919349,9,8,9,9,8,3,5,7,55
919352,9,9,8,8,9,9,9,10,72
919353,10,7,6,6,6,6,6,6,29
919354,8,8,9,9,8,8,7,8,40
919357,9,8,9,8,6,5,5,6,40
919368,9,9,7,8,9,9,6,9,34
919370,10,10,9,7,8,7,5,8,56
919371,10,10,9,9,9,8,5,9,71
919374,10,8,8,8,9,8,9,8,45
919391,10,10,10,10,10,10,10,10,49
919393,8,8,8,8,8,8,9,10,39
919394,10,10,10,10,10,10,10,10,36
919397,8,8,8,8,8,8,8,8,27
919414,10,10,10,10,10,10,10,10,57
919417,7,7,7,7,7,7,7,7,29
919432,8,8,8,8,8,9,9,9,45
919438,10,10,10,10,10,10,10,10,69
919440,10,10,10,10,10,10,10,10,91
919442,10,10,10,10,10,10,10,10,55
919443,10,10,10,10,10,10,10,10,92
919444,10,10,10,10,10,10,10,10,112
919445,10,10,10,10,10,10,10,10,80
919446,10,10,10,10,10,10,10,10,92
919450,8,8,9,9,9,9,9,9,59
919451,10,10,10,10,10,10,10,10,59
919453,8,8,8,8,8,10,10,10,98
919460,10,10,10,10,10,10,10,10,109
919464,9,9,9,9,9,9,9,9,43
919482,10,10,10,10,10,10,10,10,37
919487,10,10,10,10,10,10,10,10,52
919489,6,6,6,6,6,6,6,6,41
919492,10,10,10,10,10,10,10,10,82
919494,10,8,8,9,9,9,9,9,42
919500,10,10,9,9,10,10,10,10,48
919505,10,10,10,10,10,10,10,10,77
919516,10,10,10,10,10,10,10,10,67
919521,10,10,10,10,10,10,10,10,66
919525,10,10,10,10,10,10,10,10,82
919527,9,10,8,10,9,9,8,8,94
919529,8,8,6,8,8,8,8,8,43
919533,10,10,10,10,10,10,10,10,53
919536,8,7,9,8,8,8,8,9,59
919541,10,10,8,10,8,10,10,9,90
919547,10,10,10,10,7,10,8,9,82
919574,9,9,9,9,9,9,9,9,66
919576,8,8,8,8,8,8,8,8,51
919579,5,5,5,5,5,5,5,5,54
919581,10,10,10,10,10,10,10,10,50
919582,6,6,6,6,6,6,6,6,87
919585,5,5,5,5,5,5,5,5,29
919586,6,6,6,6,6,6,6,6,65
919588,9,9,9,9,9,9,9,9,58
919590,9,9,9,9,9,9,9,9,47
919617,8,10,10,8,9,10,8,10,47
919622,10,10,10,10,10,10,10,10,73
919631,10,10,10,10,10,10,10,10,95
919643,10,10,10,10,8,10,10,10,64
919665,8,8,8,8,8,8,8,8,81
919668,10,10,10,10,10,10,10,10,52
919673,10,10,7,8,9,9,9,6,74
919684,10,10,9,9,9,10,9,9,76
919685,10,10,10,10,10,10,10,10,71
919686,10,10,8,8,8,9,10,9,83
919706,10,10,10,10,10,10,10,10,42
919707,4,7,7,8,7,7,7,6,31
919710,5,5,5,5,5,5,5,5,31
919711,10,10,10,10,10,10,10,10,49
919717,10,10,10,10,10,10,10,10,54
919723,5,5,5,6,8,8,7,8,21
919726,10,10,10,10,10,10,10,10,28
919727,10,10,10,10,10,10,10,10,71
919731,10,10,10,10,10,10,10,10,39
919733,8,7,8,8,7,9,8,8,20
919740,10,10,10,10,10,10,10,10,29
919741,10,10,10,10,10,10,10,10,32
919752,10,7,8,10,8,8,9,6,82
919757,10,10,8,10,8,10,9,8,103
919758,10,10,10,10,10,10,10,10,50
919759,10,10,10,10,10,7,8,9,97
919762,10,10,10,10,10,10,10,9,55
919766,10,10,10,10,10,10,10,10,98
919771,9,9,9,9,9,9,9,9,57
919774,10,10,10,10,10,10,10,10,60
919775,10,10,10,6,10,10,10,9,66
919777,8,7,9,8,7,7,8,6,35
919778,9,9,9,9,9,9,9,9,50
919793,10,10,10,10,10,10,10,10,42
919795,8,8,8,8,8,8,8,8,37
919799,6,6,5,8,6,7,5,5,28
919802,8,8,7,8,8,8,8,7,41
919808,8,8,6,8,3,6,7,4,29
919814,6,7,6,7,7,7,6,7,82
919828,10,10,10,10,8,10,10,10,82
919849,7,8,10,10,10,10,7,8,53
919851,10,7,7,10,8,10,8,8,60
919856,10,10,10,10,8,10,10,10,32
919866,10,10,10,10,10,10,10,10,37
919870,10,8,8,10,10,8,10,10,35
919871,8,8,6,8,7,7,7,8,39
919886,8,8,8,7,8,8,8,8,43
919901,7,7,7,7,7,7,7,7,32
919903,8,8,8,8,8,8,8,8,39
919920,8,8,8,8,8,8,8,8,33
919922,8,8,8,8,8,8,8,8,36
919923,5,5,7,7,6,6,6,6,18
919930,6,6,7,7,7,7,6,7,43
919937,9,8,8,9,9,8,8,8,15
919938,10,10,10,10,10,10,10,10,34
919939,10,8,9,8,8,8,8,9,18
919940,9,9,9,9,9,10,9,9,30
919941,8,8,8,8,8,8,8,8,34
919945,8,8,8,8,8,8,8,8,30
919947,10,10,10,10,10,10,10,10,28
919953,10,10,10,10,10,10,10,10,37
919955,10,10,10,10,10,10,10,10,43
919956,9,9,9,9,9,9,9,9,23
919957,10,10,10,10,10,10,10,10,46
919958,10,10,9,9,9,10,10,10,33
919961,8,8,8,8,8,8,8,8,16
919970,10,10,10,10,10,10,10,10,27
919972,9,9,9,9,9,9,9,9,41
919974,5,5,5,5,5,6,5,5,17
919979,10,10,10,10,10,10,10,10,43
919981,8,10,10,10,9,10,8,10,41
919985,10,10,10,10,10,10,10,10,35
919987,10,10,10,10,10,10,10,10,31
919990,10,10,10,10,10,10,10,10,56
919996,10,10,10,10,10,10,10,10,24
919997,10,10,10,10,10,10,10,10,60
919998,10,10,10,10,10,10,10,10,48
920010,10,10,10,10,10,10,10,10,43
920013,8,10,10,10,10,10,8,10,31
920022,10,8,8,8,8,8,8,8,94
920024,8,7,7,7,7,8,8,7,84
920027,8,8,8,8,8,8,8,8,104
920032,10,9,9,8,8,9,8,9,119
920041,10,10,10,10,10,10,10,10,62
920045,9,8,9,8,7,8,8,8,70
920069,10,10,10,10,10,10,10,10,53
920075,10,10,10,10,10,10,10,10,37
920080,10,10,10,10,10,10,10,10,66
920085,10,10,10,10,10,10,10,10,79
920118,5,5,5,5,5,5,5,5,65
920120,4,4,4,4,4,4,4,4,33
920123,4,4,4,4,4,4,4,4,44
920126,4,4,4,4,4,4,4,4,34
920127,4,4,4,4,4,4,4,4,27
920130,5,5,5,5,5,5,5,5,48
920133,4,4,4,4,4,4,4,4,31
920134,4,4,4,4,4,4,4,4,23
920140,4,4,4,4,4,4,4,4,24
920143,5,5,5,5,5,5,5,5,33
920148,4,4,4,4,4,4,4,4,20
920151,4,4,4,4,4,4,4,4,35
920152,4,4,4,4,4,4,4,4,29
920155,4,4,4,4,4,4,4,4,30
920159,10,10,9,9,10,9,8,8,29
920161,10,10,9,10,10,8,8,9,37
920171,10,10,10,10,10,10,10,10,36
920172,10,10,9,8,9,9,10,9,76
920173,9,10,10,10,9,9,10,9,32
920176,9,10,8,9,10,9,8,9,21
920177,7,9,5,10,10,7,6,6,31
920185,10,10,9,10,8,9,9,9,29
920187,6,9,6,10,10,8,9,7,25
920191,9,9,9,9,10,8,8,9,35
920197,7,9,7,9,8,8,7,8,29
920199,9,9,9,9,9,8,9,8,28
920202,8,8,8,8,8,8,8,8,48
920213,8,8,8,8,8,8,8,8,36
920214,8,8,8,8,8,8,8,8,29
920215,7,7,7,7,7,7,7,7,29
920218,8,8,7,8,7,7,8,8,78
920222,8,8,8,8,8,8,8,8,42
920225,9,9,9,9,9,9,9,9,36
920226,8,8,8,8,8,8,8,8,49
920229,8,8,8,8,8,8,8,8,42
920238,8,8,8,8,8,8,8,8,22
920239,7,7,7,7,7,7,7,7,26
920243,8,8,8,8,8,8,8,8,29
920246,9,10,9,9,9,9,9,9,47
920279,8,8,9,9,8,9,9,9,40
920289,9,9,9,8,9,9,8,8,40
920290,7,10,8,10,9,9,7,8,42
920291,8,8,8,8,8,8,8,8,39
920294,9,9,9,9,9,9,9,9,63
920295,7,7,7,7,6,7,7,7,49
920297,8,8,8,8,8,8,8,8,25
920303,8,8,8,8,8,8,8,8,23
920305,10,10,10,10,10,10,10,10,34
920306,8,8,8,8,8,8,8,8,22
920307,7,7,7,7,7,7,7,7,32
920308,9,9,9,9,9,9,9,9,77
920310,8,8,8,8,8,8,8,8,56
920312,7,8,7,7,7,8,8,8,42
920315,9,9,9,9,9,9,9,9,42
920317,8,8,8,8,8,8,8,8,29
920327,8,8,7,8,7,8,8,8,23
920332,8,8,8,8,8,8,8,8,39
920333,9,9,9,9,9,9,9,9,44
920341,8,10,10,10,10,10,10,10,38
920344,10,10,10,10,10,10,10,10,61
920353,10,10,10,10,10,10,10,10,41
920354,10,10,10,10,10,10,10,10,38
920358,10,10,10,10,10,10,10,10,38
920360,10,10,10,10,10,10,10,10,65
920361,10,10,10,10,10,10,10,10,40
920362,10,10,10,10,10,10,10,10,64
920368,10,10,10,10,10,10,10,10,81
920371,8,9,10,10,8,10,10,10,37
920375,10,10,10,10,10,10,10,10,54
920376,10,10,10,10,10,10,10,10,33
920377,10,10,10,10,10,10,10,10,41
920382,9,10,9,9,7,10,9,8,46
920385,8,7,8,8,7,6,6,6,48
920390,7,9,8,8,8,7,7,7,53
920392,8,8,7,7,7,7,7,6,51
920395,9,9,9,9,9,9,9,8,59
920397,9,9,9,9,9,9,9,9,57
920398,7,8,7,7,7,6,6,7,71
920400,8,7,8,8,7,7,7,7,60
920402,7,7,7,7,7,7,7,7,105
920407,7,7,7,7,8,7,7,7,49
920434,8,8,8,8,8,10,7,10,32
920435,9,10,9,10,9,10,9,9,77
920437,10,10,10,10,10,10,10,10,34
920438,10,10,10,10,10,10,10,10,90
920441,7,7,7,8,8,8,8,8,26
920445,7,7,8,8,7,7,8,7,42
920447,10,10,10,10,8,10,10,10,53
920449,7,7,6,7,7,7,7,7,28
920452,6,6,7,7,7,7,7,7,41
920455,10,10,10,10,10,10,10,10,46
920458,9,8,8,9,8,9,8,9,55
920469,10,10,10,10,10,10,10,10,39
920475,8,8,7,9,8,8,8,8,46
920490,10,10,10,10,10,10,10,10,50
920492,10,10,10,10,10,10,10,10,33
920493,7,9,7,9,8,8,7,6,41
920500,7,7,7,8,7,7,7,7,35
920502,9,9,8,9,9,10,9,8,82
920503,7,6,6,7,7,6,6,7,30
920505,8,6,6,7,6,5,6,6,31
920506,9,9,8,9,8,8,8,8,36
920510,10,10,10,10,10,10,10,10,29
920512,8,9,6,8,8,8,8,8,217
920514,10,10,10,10,10,10,10,10,38
920515,8,8,8,8,8,8,8,8,40
920521,10,10,10,10,10,10,10,10,24
920522,10,10,10,10,8,10,10,10,46
920523,8,7,8,8,8,9,8,8,72
920527,8,9,8,8,8,9,9,9,43
920539,8,8,8,8,8,8,8,8,45
920559,10,10,10,10,10,10,10,10,40
920566,8,9,8,9,8,9,8,8,26
920569,10,10,10,10,10,10,10,10,91
920579,10,10,10,10,10,10,10,10,54
920599,8,10,10,10,10,10,9,10,22
920600,9,10,9,9,9,10,9,9,58
920617,9,10,9,8,9,10,9,9,59
920630,7,7,7,7,7,7,7,7,39
920632,10,10,10,10,10,10,10,10,40
920647,10,10,10,10,10,10,10,10,70
920648,10,10,10,10,10,10,10,10,28
920654,10,10,10,10,10,10,10,10,33
920660,8,8,8,8,8,8,8,8,69
920668,10,10,9,9,9,10,9,9,106
920669,10,10,10,10,10,10,10,10,34
920682,6,7,7,7,7,7,6,6,41
920688,10,10,10,10,10,10,10,10,71
920689,10,10,10,10,10,10,8,10,27
920693,6,6,6,6,5,6,6,6,44
920709,7,7,7,7,7,7,7,7,48
920710,10,10,10,10,10,10,10,10,161
920715,10,10,10,10,10,10,10,10,42
920716,10,10,10,10,10,10,10,10,45
920730,9,9,10,10,10,10,10,10,54
920733,10,10,10,10,10,10,10,10,67
920738,10,10,10,10,8,10,10,10,47
920741,9,10,10,10,10,10,10,10,48
920743,10,10,10,10,10,10,10,10,58
920745,10,10,10,10,10,10,10,10,57
920747,10,10,10,10,10,10,10,10,45
920749,10,10,10,10,10,10,10,10,44
920752,10,10,10,10,10,10,10,10,25
920776,7,7,7,7,7,7,7,7,15
920778,8,8,8,8,8,8,8,8,18
920781,6,6,6,6,6,6,4,3,19
920784,3,3,3,3,3,3,3,3,24
920788,6,6,6,6,6,6,6,6,17
920794,6,6,6,6,6,6,6,6,18
920796,6,6,6,6,6,6,6,6,27
920801,4,4,4,4,4,4,4,4,30
920809,5,5,5,5,5,5,5,5,29
920810,4,4,4,4,4,4,4,4,17
920812,4,4,4,4,4,4,4,4,37
920814,4,4,4,4,4,2,2,2,18
920815,5,5,5,5,5,5,5,5,43
920816,4,4,4,4,4,4,4,4,22
920817,3,4,4,4,4,4,4,4,19
920818,5,5,5,5,5,5,5,5,43
920819,2,2,2,2,2,2,2,2,29
920822,8,8,8,7,8,9,8,8,44
920825,8,9,9,9,9,10,10,10,70
920826,7,7,7,7,6,8,7,7,57
920827,8,8,8,8,8,8,8,8,61
920829,8,8,8,9,7,9,8,8,38
920839,9,9,9,9,9,9,9,9,64
920840,6,6,6,7,7,9,7,7,86
920842,8,8,8,8,8,8,8,8,55
920845,9,9,9,9,9,9,9,9,51
920847,8,7,7,7,7,8,7,7,30
920849,7,7,8,6,7,7,7,7,32
920855,7,7,7,7,7,7,7,7,40
920858,8,8,8,8,8,8,8,8,53
920864,8,8,8,8,8,8,8,8,38
920865,6,6,6,6,6,6,6,6,15
920866,9,9,9,9,9,9,9,9,35
920867,7,7,7,7,7,7,7,7,43
920868,7,7,7,9,7,7,7,7,20
920869,7,7,7,7,7,7,7,7,33
920871,5,5,5,5,5,5,5,5,13
920872,5,5,5,5,5,5,3,3,22
920874,6,6,6,6,6,6,6,6,34
920875,7,7,7,7,7,7,7,7,21
920911,10,10,10,10,10,10,10,10,41
920912,10,10,7,10,7,10,8,10,41
920913,7,8,8,8,8,7,7,7,28
920916,10,10,10,10,10,10,10,10,48
920922,9,9,9,9,7,9,9,9,50
920925,9,8,9,8,8,10,10,8,41
920928,10,10,10,10,10,10,10,10,31
920933,10,10,10,10,10,10,10,10,49
920935,10,10,10,10,10,10,10,10,50
920937,10,10,10,10,10,10,10,10,76
920938,10,10,10,10,10,10,10,10,34
920942,10,10,10,10,10,10,10,10,90
920946,10,10,10,10,10,10,10,10,42
920948,10,10,10,10,10,10,10,10,49
920949,10,10,10,10,10,10,10,10,43
920951,10,10,10,10,10,10,10,10,55
920953,10,10,10,10,10,10,10,10,34
920955,10,10,10,10,10,10,10,10,28
920956,5,4,5,9,6,4,5,4,19
920960,5,5,6,9,5,5,5,5,24
920981,6,7,7,10,10,7,7,6,33
920988,5,5,6,6,6,6,6,6,46
921001,8,8,8,9,8,9,8,7,72
921003,7,6,6,10,6,6,6,6,27
921004,7,7,7,7,7,7,7,7,91
921005,8,9,8,8,8,8,8,9,60
921006,6,6,6,6,6,7,7,7,41
921008,7,6,6,7,6,7,7,7,38
921009,6,7,7,8,7,8,7,7,66
921010,7,9,8,8,8,8,8,8,60
921011,8,8,8,8,8,8,8,9,42
921047,7,7,7,7,7,7,7,7,31
921055,6,6,8,10,10,7,7,6,23
921057,6,7,7,10,10,7,5,6,85
921058,6,7,7,10,10,6,7,6,37
921070,7,7,8,10,10,8,7,7,73
921094,8,7,7,8,10,8,6,7,24
921099,9,9,7,9,9,8,7,8,27
921101,9,10,9,9,9,9,9,9,43
921102,9,9,9,9,9,9,9,9,31
921103,7,9,7,9,9,8,8,9,24
921104,10,10,10,10,10,9,9,9,38
921110,10,10,9,10,10,9,8,9,33
921113,9,10,9,10,10,8,7,8,23
921140,4,4,4,4,4,4,4,4,53
921147,4,4,4,4,4,4,4,4,61
921151,4,4,4,4,4,4,4,4,32
921152,4,4,4,4,4,4,4,4,30
921177,4,4,4,4,4,4,4,4,28
921179,4,4,4,4,4,4,4,4,35
921180,4,4,4,4,4,4,4,4,55
921227,7,8,7,9,9,9,9,9,61
921229,9,9,9,9,8,10,10,9,56
921230,5,5,7,5,5,5,6,7,37
921234,8,8,8,8,8,8,8,8,56
921235,6,6,7,7,6,8,7,7,96
921238,8,6,8,8,8,9,10,10,51
921239,10,8,6,6,5,7,7,6,40
921240,6,8,7,6,6,8,6,6,26
921244,9,8,9,7,6,8,8,9,44
921246,8,6,7,6,5,6,7,8,28
921247,8,9,9,8,8,10,8,9,90
921254,5,5,5,4,4,4,5,6,56
921255,8,9,9,8,6,8,8,10,68
921269,7,7,7,6,6,8,8,8,53
921270,8,8,8,6,4,8,8,8,61
921272,9,7,6,8,8,8,7,8,44
921273,7,8,5,9,9,8,7,7,40
921275,9,9,7,9,9,9,8,8,49
921277,9,9,9,9,9,7,9,8,28
921278,9,9,9,9,10,9,8,9,44
921279,9,10,10,10,10,9,8,10,26
921281,10,10,8,10,10,8,8,9,27
921291,9,10,10,10,10,8,8,8,28
921299,8,9,9,9,9,8,8,9,26
921316,10,10,10,10,10,8,7,9,51
921319,8,8,7,10,10,8,7,8,49
921320,10,10,10,10,10,10,10,10,49
921321,9,8,8,10,10,8,8,9,44
921322,10,10,10,10,10,10,10,10,55
921323,10,10,10,10,10,10,10,10,47
921326,9,9,9,10,10,9,9,10,48
921333,8,9,9,10,10,8,8,8,45
921334,10,10,10,10,10,10,10,10,58
921336,8,8,7,7,9,6,6,7,49
921364,7,6,6,10,10,6,5,6,41
921365,10,9,9,10,9,9,8,10,52
921370,10,10,10,10,10,9,9,10,49
921373,7,7,8,10,10,8,7,8,54
921387,10,10,10,10,10,10,8,10,58
921388,10,10,10,10,10,10,8,10,57
921389,10,10,10,10,10,10,10,10,56
921391,10,8,7,10,9,8,7,8,51
921407,7,8,8,8,8,8,8,8,44
921410,8,8,8,8,8,7,8,8,53
921411,8,8,8,8,8,8,8,8,50
921412,9,8,7,8,8,8,8,8,38
921414,9,8,8,8,8,8,8,8,40
921424,7,8,7,7,7,7,8,8,46
921432,8,8,9,8,8,9,8,9,43
921452,7,7,6,6,8,7,7,6,61
921455,7,8,8,8,7,8,7,7,33
921471,10,10,10,10,10,10,10,10,57
921473,7,6,7,8,7,7,8,7,62
921476,7,6,6,8,7,6,7,6,23
921510,7,7,8,8,8,8,8,8,57
921511,7,8,8,8,8,9,8,8,50
921523,8,8,9,8,9,9,9,9,49
921526,8,8,8,7,7,7,7,8,31
921527,7,8,8,8,7,7,7,7,41
921537,8,8,6,7,7,8,8,8,29
921541,8,9,8,8,8,7,7,7,41
921543,7,8,8,9,7,7,7,8,50
921549,7,8,8,8,8,8,8,8,41
921552,10,9,9,9,9,9,9,9,42
921554,6,7,7,7,7,8,7,8,42
921560,7,8,7,8,8,8,8,8,42
921561,8,8,8,8,8,8,7,8,52
921569,9,8,8,8,8,8,8,8,75
921594,10,10,10,6,6,10,10,10,97
921595,7,7,6,6,7,6,7,7,42
921596,7,7,7,7,7,7,7,7,111
921603,6,6,6,6,6,6,6,6,53
921623,6,7,6,6,6,6,6,6,130
921636,10,10,10,10,10,10,10,10,51
921639,4,4,4,9,1,8,7,3,32
921646,1,1,1,7,7,1,1,1,31
921657,3,9,9,9,9,9,8,9,29
921666,1,2,2,1,1,1,1,1,22
921668,2,1,1,1,1,1,1,1,29
921671,1,7,5,8,8,3,7,1,36
921676,6,6,6,6,6,6,6,6,31
921679,7,8,7,7,7,7,7,7,40
921680,10,10,7,7,7,10,10,10,36
921681,7,7,5,5,5,10,7,7,44
921687,6,6,4,6,5,5,5,6,80
921691,5,6,6,5,5,5,5,5,30
921694,10,10,6,7,7,10,10,10,38
921701,10,7,7,7,7,10,10,10,41
921704,7,7,7,7,7,7,7,7,48
921717,7,8,7,8,8,8,8,8,41
921718,7,7,7,8,7,7,7,7,75
921721,8,8,9,8,8,8,8,9,63
921723,10,10,10,10,10,10,10,10,32
921728,10,10,10,10,10,10,10,10,58
921730,8,8,8,8,9,8,9,8,41
921733,7,7,7,7,8,8,8,8,51
921737,7,8,7,8,8,8,8,8,44
921740,8,8,8,9,7,8,7,8,36
921742,8,9,9,8,8,8,8,8,44
921743,8,8,8,7,6,8,7,8,54
921750,8,8,8,8,8,8,8,8,65
921752,8,8,9,8,8,7,7,7,43
921755,7,8,8,8,8,8,8,8,65
921758,6,7,7,7,7,7,7,8,21
921761,8,8,8,8,9,8,8,8,46
921766,8,7,7,5,6,7,8,8,59
921773,6,8,6,7,7,7,8,7,44
921777,7,8,6,9,8,7,6,7,40
921780,8,8,8,8,8,7,9,8,50
921784,8,8,8,8,9,8,8,8,50
921785,9,8,8,8,8,8,8,9,53
921789,8,8,8,8,9,9,9,9,51
921792,7,9,8,8,8,8,8,8,69
921800,8,9,8,9,9,8,8,8,63
921804,8,8,8,8,8,8,8,8,40
921805,8,8,9,8,9,8,9,8,11
921806,8,9,8,8,8,8,8,8,46
921807,7,8,8,8,8,8,8,7,46
921809,7,7,8,8,8,8,8,8,58
921810,8,7,7,7,8,8,8,8,52
921817,10,10,10,10,10,10,10,10,22
921827,9,8,8,8,8,8,8,8,26
921828,6,6,6,6,6,5,5,6,25
921830,6,5,8,8,7,8,9,8,33
921834,5,5,6,6,6,6,6,6,35
921837,8,8,6,8,8,7,7,8,26
921840,6,8,8,8,6,8,6,7,37
921851,5,5,5,5,5,5,5,5,60
921860,8,8,8,8,9,8,8,8,44
921862,6,7,6,6,5,5,6,6,74
921863,8,8,7,7,6,8,8,9,28
921865,7,5,6,7,8,6,6,6,35
921869,6,7,6,6,6,7,6,5,55
921871,7,7,9,9,9,7,7,7,36
921872,7,7,6,7,7,7,7,7,27
921881,8,9,9,7,8,10,9,9,42
921882,8,6,7,8,8,6,6,7,50
921885,6,5,8,8,7,6,6,6,36
921886,6,6,6,6,6,6,6,6,42
921887,6,6,6,6,6,6,6,6,41
921897,8,8,5,7,7,7,6,7,105
921904,7,7,8,8,8,7,7,7,39
921905,8,8,8,8,8,8,9,8,26
921910,6,7,8,8,8,7,7,6,44
921912,7,8,7,7,9,8,8,8,34
921914,6,5,5,6,5,5,5,5,50
921917,8,8,8,7,6,8,8,8,34
921922,7,7,7,7,8,7,6,6,35
921926,8,7,7,8,8,8,8,8,33
921928,6,5,8,8,8,7,7,7,37
921929,7,6,7,6,8,6,6,6,51
921935,7,6,6,8,7,7,6,7,49
921939,6,6,7,8,9,8,8,8,75
921955,6,6,6,6,6,7,6,6,39
921960,8,8,7,7,7,7,7,7,77
921969,5,6,6,6,6,6,6,6,37
921978,6,6,6,6,6,6,6,6,43
921985,8,8,6,7,6,7,7,7,54
921987,7,8,7,7,6,8,7,7,53
921990,6,6,6,8,6,6,6,5,50
922007,7,6,7,7,7,6,7,7,55
922022,8,7,7,7,8,7,6,7,45
922112,8,7,8,8,8,9,7,8,45
922117,8,8,8,9,8,8,8,8,51
922122,7,8,8,8,8,8,7,7,57
922125,7,7,8,6,7,8,8,7,54
922126,8,8,8,8,8,9,8,8,69
922128,9,9,9,9,9,9,9,9,40
922157,6,6,5,7,5,6,6,6,76
922159,6,6,5,6,7,6,6,6,29
922162,7,6,6,5,6,5,6,6,41
922164,7,8,6,7,7,8,7,7,54
922167,6,5,5,8,9,7,8,7,42
922181,7,7,8,8,8,7,6,7,76
922185,7,7,7,7,6,7,7,7,72
922191,6,6,6,6,6,6,6,6,50
922198,6,6,6,5,6,7,6,6,42
922204,8,9,4,6,7,7,7,7,37
922208,9,9,10,8,8,9,10,9,31
922210,5,5,3,3,4,4,3,4,23
922235,7,6,8,8,7,7,6,6,23
922237,7,8,7,7,6,7,6,7,83
922240,7,7,4,8,6,6,6,5,65
922247,6,7,7,6,6,8,7,8,32
922248,8,8,8,8,8,8,8,8,45
922255,8,8,8,8,8,8,8,8,32
922256,7,7,7,7,7,7,7,7,27
922257,7,8,8,8,7,8,7,7,26
922258,8,8,8,8,6,8,8,8,48
922265,8,8,8,8,6,9,7,8,40
922267,7,8,8,8,8,8,8,8,32
922277,7,7,7,7,4,8,7,7,36
922278,7,8,7,8,5,9,8,8,45
922280,8,8,8,8,8,8,8,8,10
922281,7,8,8,8,8,8,7,8,39
922283,8,8,8,8,8,8,8,8,39
922285,6,8,7,7,6,8,7,8,32
922287,8,8,8,8,6,9,8,8,42
922288,7,8,8,8,7,9,7,8,39
922290,6,6,6,9,9,8,8,7,65
922291,8,8,8,8,9,8,8,8,46
922293,8,7,8,6,7,7,7,8,59
922296,8,8,8,8,8,8,8,8,44
922298,8,8,9,8,8,8,8,8,46
922299,9,9,9,9,9,9,9,9,28
922304,8,8,8,8,8,8,8,8,49
922306,7,8,8,7,9,8,8,8,54
922311,8,8,8,8,7,8,8,8,73
922336,7,8,8,8,8,8,8,8,52
922338,8,8,7,7,9,8,8,8,99
922343,8,8,8,8,8,8,8,8,65
