nquest,nord,intper,attivp,partime,contratt,tuttanno,mesilav,attest,dimaz,oretot,pstra,orestra,b1bonus,ylm,integ,ylnm,contaz_1,contaz_2,contaz_3
918891,1,1,1,1,2,1,12,1,1,40,2,,2,11700,2,0,2,2,2
918921,1,1,1,1,2,1,12,1,2,40,2,,2,14000,2,0,2,2,2
918921,2,1,1,2,2,1,12,1,2,20,2,,2,5870,2,0,2,2,2
918922,1,1,1,1,1,1,12,1,7,40,2,,1,35000,1,1269.6,1,1,2
918922,2,1,1,2,1,1,12,1,7,30,2,,2,17000,2,0,2,2,2
918929,1,1,1,1,1,1,12,1,7,40,2,,2,14578,2,0,2,2,2
918931,1,1,1,1,2,1,12,1,5,40,2,,2,15211,2,0,2,2,2
918936,1,1,1,1,2,1,12,1,1,55,2,,2,14000,2,0,2,2,2
918940,1,1,1,1,1,1,12,1,5,40,2,,2,17545,2,0,1,2,2
918942,2,1,1,1,1,1,12,1,1,36,2,,2,5200,2,0,2,2,2
918942,3,1,1,1,2,2,7,1,7,36,2,,2,5000,2,0,2,2,2
918954,1,1,1,1,1,1,12,1,7,37,2,,1,23637,2,0,1,1,2
918954,2,2,1,1,1,1,12,1,7,38,2,,2,22626,2,0,1,1,2
918964,1,1,1,1,1,1,12,1,8,36,2,,2,21000,2,0,2,2,2
918964,3,1,1,2,1,2,6,1,2,20,2,,2,6000,2,0,2,2,2
918964,3,1,2,2,2,2,2,1,7,40,2,,2,2500,2,0,2,2,2
918973,1,1,1,1,1,1,12,1,7,30,2,,2,21000,2,0,2,2,2
919002,1,1,1,2,1,1,12,1,7,30,2,,1,24000,1,1269.6,2,1,2
919010,1,1,1,1,1,1,12,1,8,36,2,,2,16000,1,1269.6,2,2,2
919033,2,1,1,1,1,1,12,1,4,40,2,,2,11700,2,0,2,2,2
919039,1,1,1,1,1,1,12,1,2,40,2,,2,13000,2,0,1,2,2
919039,2,1,1,2,2,2,11,1,2,25,2,,2,5500,2,0,2,2,2
919051,1,1,1,1,1,1,12,1,7,38,1,2,1,22100,1,1752,1,2,2
919082,1,1,1,1,1,1,12,1,7,35,2,,2,22000,2,0,2,2,2
919095,1,1,1,1,3,1,12,1,2,40,2,,2,12000,2,0,2,2,2
919098,1,1,1,1,1,1,12,1,8,40,2,,2,23000,2,0,2,2,2
919098,3,2,1,1,1,1,12,1,8,36,2,,2,20000,2,0,2,2,2
919100,1,1,1,1,1,1,12,1,8,36,2,,2,20000,2,0,2,2,2
919100,2,1,1,1,1,1,12,1,6,40,2,,2,22000,2,0,2,2,2
919103,2,1,1,1,1,1,12,1,8,36,2,,2,20000,2,0,2,2,2
919108,2,1,1,1,1,1,12,1,1,40,2,,2,14000,2,0,2,2,2
919110,1,1,2,1,1,1,12,1,1,50,2,,2,12000,2,0,2,2,2
919116,1,1,1,1,1,1,12,1,7,40,2,,1,22000,2,0,2,2,2
919136,2,1,1,1,1,1,12,1,7,40,2,,2,20000,2,0,2,2,2
919137,1,1,1,1,1,1,12,1,2,40,2,,2,15000,2,0,2,2,2
919137,2,1,1,1,1,1,12,1,1,40,2,,2,17000,2,0,2,2,2
919190,1,1,1,1,1,1,12,1,6,40,2,,2,19000,2,0,2,2,2
919257,2,2,1,1,1,1,12,1,2,36,2,,2,15000,2,0,2,2,2
919278,1,1,1,1,1,1,12,1,1,40,2,,2,13000,2,0,2,2,2
919278,2,1,1,1,1,1,12,1,1,40,2,,2,15000,2,0,2,2,2
919294,1,1,1,1,1,1,12,1,2,25,2,,2,12000,2,0,2,2,2
919316,2,1,1,1,1,1,12,1,4,40,1,4,1,17000,2,0,2,2,2
919320,3,3,1,1,1,1,12,1,7,40,2,,2,15000,2,0,2,2,2
919324,1,1,1,1,1,2,8,1,3,40,1,4,2,13000,2,0,2,2,2
919324,3,3,1,1,2,2,5,1,1,35,1,2,2,1500,2,0,2,2,2
919328,1,1,1,1,1,1,12,1,8,30,2,,2,18000,2,0,2,2,2
919328,2,2,1,1,1,1,12,1,1,40,1,5,2,15000,2,0,2,2,2
919333,1,1,1,1,1,1,12,1,5,40,1,5,2,16000,2,0,2,2,2
919352,1,1,1,1,1,1,12,1,7,40,2,,1,46000,2,0,2,2,2
919352,2,2,1,1,1,1,12,1,7,36,1,0,2,18000,1,760,2,2,2
919370,1,1,1,1,1,1,12,1,8,36,1,6,1,20000,2,0,2,2,2
919370,2,2,1,1,1,1,12,1,4,40,2,,2,16000,2,0,2,2,2
919371,1,1,1,1,1,1,12,1,4,50,2,,2,25000,2,0,2,2,2
919371,2,1,1,2,2,1,12,1,2,10,2,,2,5000,2,0,2,2,2
919391,3,1,1,1,1,1,12,1,4,48,2,,2,25000,2,0,2,2,2
919414,1,1,1,1,1,1,12,1,2,40,2,,2,21600,2,0,2,2,2
919414,2,2,1,2,1,1,12,1,2,26,2,,2,11400,2,0,2,2,2
919432,1,1,1,1,1,1,12,1,5,40,2,,2,16000,2,0,2,2,2
919440,3,1,1,1,1,1,12,1,4,40,2,,2,16800,2,0,2,2,2
919443,2,2,1,1,1,2,6,1,1,40,2,,2,4800,2,0,2,2,2
919450,3,3,1,1,2,2,2,1,8,40,2,,2,3000,2,0,2,2,2
919453,3,2,1,1,2,2,2,1,4,40,2,,2,3500,2,0,2,2,2
919460,3,1,1,1,1,1,12,1,2,40,1,2,2,16000,2,0,2,2,2
919460,4,1,1,1,2,1,12,1,2,40,1,5,2,16000,2,0,2,2,2
919492,1,1,1,1,1,1,12,1,8,39,1,0,1,19000,2,0,2,2,2
919494,3,2,1,2,2,1,12,1,1,20,2,,2,4000,2,0,2,2,2
919500,1,1,1,1,1,1,12,1,5,40,2,,2,18850,2,0,2,2,2
919516,1,1,1,2,1,1,12,1,2,30,2,,2,16000,2,0,2,2,2
919521,1,1,1,1,1,1,12,1,8,55,1,15,2,19200,2,0,2,2,2
919525,1,1,1,1,1,1,12,1,8,42,1,1,1,41600,2,0,2,2,2
919525,2,1,1,1,1,1,12,1,8,40,2,,2,14000,2,0,2,2,2
919527,1,1,1,1,1,1,12,1,6,36,2,,1,16000,2,0,2,2,2
919533,1,1,1,1,1,1,12,1,4,44,1,4,1,20000,2,0,2,2,2
919541,1,1,1,1,1,1,12,1,7,42,2,,1,25000,2,0,1,2,2
919541,3,1,1,1,1,1,12,1,1,48,2,,2,12000,2,0,2,2,2
919547,1,1,1,2,1,1,12,1,1,24,2,,2,12000,2,0,2,2,2
919576,1,1,1,1,1,1,12,1,1,40,2,,1,14500,2,0,2,2,2
919582,1,1,1,1,1,1,12,1,8,36,1,2,1,16400,2,0,2,2,2
919582,2,2,1,2,1,1,12,1,1,25,2,,2,10500,2,0,2,2,2
919590,2,1,1,1,1,1,12,1,8,20,2,,2,18000,1,1269.6,2,2,2
919622,1,1,1,1,1,1,12,1,5,40,2,,2,20000,2,0,2,2,2
919622,2,2,1,1,1,1,12,1,8,40,2,,1,23000,2,0,2,2,2
919631,1,1,1,1,1,1,12,1,4,37,1,2,1,30000,2,0,1,1,1
919631,3,1,1,2,2,2,6,1,3,30,2,,2,6600,2,0,2,2,2
919631,4,4,1,1,1,1,12,1,6,40,2,,2,17000,2,0,1,2,2
919643,1,1,1,1,1,1,12,1,4,40,1,1,1,17000,2,0,2,2,2
919643,2,1,1,1,1,1,12,1,4,40,1,1,2,17000,2,0,2,2,2
919673,2,1,1,1,2,1,12,1,7,40,2,,2,20000,2,0,2,2,2
919684,1,1,1,1,1,1,12,1,8,36,2,,1,21000,2,0,2,2,2
919684,2,2,1,1,1,1,12,1,8,24,2,,1,22000,2,0,2,2,2
919685,1,1,1,1,1,2,7,1,3,50,1,10,2,8000,2,0,2,2,2
919686,1,1,1,1,1,1,12,1,8,55,2,,2,45000,2,0,2,2,2
919686,1,1,2,2,2,3,,1,1,6,2,,2,10000,2,0,2,2,2
919686,2,1,1,2,1,1,12,1,4,30,2,,2,6000,2,0,2,2,2
919717,2,1,1,1,1,1,12,1,1,48,2,,2,12000,2,0,2,2,2
919726,1,1,1,1,1,1,12,1,2,40,2,,2,20000,2,0,2,2,2
919727,1,1,1,1,1,1,12,1,2,40,2,,2,20000,2,0,2,2,2
919727,2,2,1,1,1,1,12,1,7,40,2,,1,26000,1,1500,2,1,2
919727,3,2,2,1,1,1,12,1,1,38,2,,2,9600,2,0,2,2,2
919727,4,4,1,1,1,1,12,1,4,40,2,,2,13400,1,1200,2,2,2
919740,1,1,1,1,1,1,12,1,3,40,1,5,2,18000,2,0,2,2,2
919741,1,1,1,2,1,1,12,1,2,19,2,,2,10741,2,0,2,2,2
919741,2,1,1,1,1,1,12,1,1,40,2,,2,21000,1,2000,2,2,2
919752,2,1,1,1,1,1,12,1,6,40,1,1,2,15600,2,0,2,2,2
919752,3,1,1,1,1,1,12,1,7,40,2,,2,16900,2,0,2,2,2
919757,1,1,1,2,1,1,12,1,1,24,1,1,2,7500,2,0,2,2,2
919757,2,1,1,1,1,1,12,1,8,48,1,5,2,20000,2,0,2,2,2
919757,4,1,1,2,1,2,8,1,1,20,2,,2,4000,2,0,2,2,2
919766,2,1,1,2,1,1,12,1,7,30,2,,2,11700,2,0,2,2,2
919766,3,3,1,2,1,1,12,1,4,28,1,3,1,12000,1,720,2,2,2
919766,4,1,1,1,1,1,12,1,5,40,2,,2,16900,2,0,2,2,2
919775,1,1,1,2,1,1,12,1,1,18,1,2,2,4800,2,0,2,2,2
919775,2,1,1,2,2,2,6,1,6,24,2,,2,2400,2,0,2,2,2
919778,1,1,1,2,1,1,12,1,1,30,2,,2,10000,2,0,2,2,2
919778,2,1,1,1,1,1,12,1,2,40,2,,2,16000,2,0,2,2,2
919778,4,1,1,2,2,1,12,1,1,25,2,,2,7000,2,0,2,2,2
919793,1,1,1,1,1,1,12,1,8,30,2,,2,19000,2,0,2,2,2
919793,2,1,1,1,1,1,12,1,5,40,2,,2,20000,2,0,2,2,2
919795,1,1,1,1,1,1,12,1,1,40,2,,2,18000,2,0,2,2,2
919828,1,1,1,2,1,1,12,1,1,16,1,3,2,8400,2,0,2,2,2
919851,1,1,1,1,1,1,12,1,1,40,2,,2,20500,2,0,2,2,2
919851,2,1,1,1,1,1,12,1,2,36,2,,2,23000,2,0,1,2,2
919856,1,1,1,1,1,1,12,1,2,40,2,,2,16500,2,0,2,2,2
919866,1,1,1,2,1,2,4,1,2,24,2,,2,3200,2,0,2,2,2
919866,2,1,1,1,1,1,12,1,2,40,2,,2,30000,2,0,2,2,2
919871,1,1,1,1,1,1,12,1,4,40,1,1,2,19200,2,0,1,2,2
919920,1,1,1,1,1,1,12,1,2,40,2,,2,19500,1,1000,2,2,2
919922,1,1,1,1,1,1,12,1,2,40,2,,2,18200,2,0,2,2,2
919923,1,1,1,1,1,1,12,1,2,40,2,,2,17000,2,0,2,2,2
919930,1,1,1,1,1,1,12,1,2,40,2,,2,13600,2,0,2,2,2
919940,3,1,1,1,2,1,12,1,1,40,2,,2,10000,2,0,2,2,2
919941,2,1,1,1,1,1,12,1,6,40,2,,2,15600,2,0,2,2,2
919941,3,1,1,1,1,1,12,1,6,40,2,,2,15600,2,0,2,2,2
919941,4,1,1,1,1,1,12,1,6,40,2,,2,15600,2,0,2,2,2
919953,1,1,1,1,1,1,12,1,7,40,2,,2,23400,2,0,2,2,2
919955,2,2,1,2,1,1,12,1,3,20,2,,2,12000,2,0,2,2,2
919957,1,1,1,1,1,1,12,1,2,20,2,,2,10500,2,0,2,2,2
919958,1,1,1,1,1,1,12,1,7,36,2,,2,23400,1,2000,2,2,2
919972,2,1,1,1,1,1,12,1,3,36,2,,2,16000,2,0,2,2,2
919987,1,1,1,1,1,1,12,1,8,36,2,,2,16000,2,0,2,2,2
919997,2,2,1,1,1,1,12,1,2,40,2,,2,25000,2,0,2,2,2
920010,1,1,1,1,1,1,12,1,5,40,2,,2,26000,2,0,2,2,2
920013,1,1,1,2,2,1,12,1,1,40,2,,2,12000,2,0,2,2,2
920022,2,1,1,1,1,1,12,1,8,40,2,,2,15900,1,1000,2,2,2
920024,3,1,1,1,1,1,12,1,1,40,2,,2,7800,2,0,2,2,2
920032,2,1,1,1,1,1,12,1,5,40,2,,2,13000,2,0,2,2,2
920041,3,1,1,1,1,2,9,1,8,32,2,,2,10800,2,0,2,2,2
920045,1,1,1,1,1,1,12,1,8,40,1,3,2,16250,2,0,2,2,2
920120,2,2,1,1,2,1,12,1,1,40,2,,2,15000,2,0,2,2,2
920126,2,2,1,1,2,1,12,1,1,40,1,20,2,18000,2,0,2,2,2
920127,1,1,1,1,2,3,,1,1,10,2,,2,15000,2,0,2,2,2
920148,1,1,1,1,2,1,12,1,1,40,2,,2,16000,2,0,2,2,2
920152,1,1,1,1,2,1,12,1,1,40,1,8,2,12000,2,0,2,2,2
920155,1,1,1,1,2,1,12,1,1,30,2,,2,15000,2,0,2,2,2
920161,3,1,1,1,2,1,12,1,2,36,2,,2,16000,2,0,2,2,2
920172,3,1,1,1,1,1,12,1,8,36,2,,2,32500,2,0,2,2,2
920177,3,3,1,1,1,1,12,1,2,40,2,,2,16000,2,0,2,2,2
920187,1,1,1,1,1,1,12,1,2,45,2,,2,16000,2,0,2,2,2
920191,1,1,1,1,2,2,9,1,8,18,2,,2,16000,2,0,2,2,2
920197,1,1,1,1,1,1,12,1,2,36,1,1,2,16000,2,0,2,2,2
920199,1,1,1,1,1,1,12,1,8,18,2,,2,22000,2,0,2,2,2
920202,2,2,1,1,1,1,12,1,8,36,2,,2,15300,1,150,2,2,2
920213,1,1,1,1,1,1,12,1,4,40,2,,2,21200,1,1000,2,2,2
920215,1,1,1,1,2,1,12,1,2,40,2,,2,18000,2,0,2,2,2
920215,2,2,1,2,2,1,12,1,1,20,2,,2,6000,2,0,2,2,2
920218,2,2,1,1,1,1,12,1,2,40,2,,2,18000,2,0,2,2,2
920222,1,1,1,1,1,1,12,1,1,40,2,,2,17000,2,0,2,2,2
920225,1,1,1,1,1,1,12,1,8,36,1,5,2,22200,2,0,2,2,2
920226,1,1,1,1,1,1,12,1,6,36,2,,1,19500,1,900,2,2,2
920226,2,2,1,1,1,1,12,1,2,40,2,,2,16500,2,0,2,2,2
920238,1,1,1,1,1,1,12,1,1,40,2,,2,17000,2,0,2,2,2
920239,1,1,1,1,1,1,12,1,4,40,2,,2,15100,2,0,2,2,2
920243,1,1,1,1,1,1,12,1,2,40,2,,2,23500,2,0,2,2,2
920279,1,1,1,1,1,1,12,1,1,50,2,,2,14000,2,0,2,2,2
920289,1,1,1,1,2,1,12,1,1,60,1,0,2,15000,2,0,2,2,2
920290,1,1,1,1,1,1,12,1,1,40,2,,2,15000,2,0,2,2,2
920294,1,1,1,1,1,1,12,1,3,40,2,,2,17600,2,0,2,2,2
920297,1,1,1,1,1,1,12,1,2,40,2,,2,25000,1,1000,2,2,2
920303,1,1,1,1,2,1,12,1,4,40,2,,2,13800,2,0,2,2,2
920305,2,1,1,1,1,1,12,1,1,40,2,,2,10500,2,0,2,2,2
920308,1,1,1,1,1,1,12,1,2,50,1,10,2,21000,2,0,2,2,2
920308,2,2,1,1,1,1,12,1,4,36,2,,2,19500,2,0,2,2,2
920310,1,1,1,1,1,1,12,1,3,40,2,,2,18000,2,0,2,2,2
920312,1,1,1,1,1,1,12,1,2,40,1,10,2,18000,2,0,2,2,2
920312,2,1,1,1,1,1,12,1,1,40,2,,2,13000,2,0,2,2,2
920315,1,1,1,1,1,1,12,1,2,40,2,,2,29000,2,0,2,2,2
920317,1,1,1,1,1,1,12,1,2,40,1,3,2,21300,1,100,2,2,2
920327,1,1,1,1,1,1,12,1,1,40,2,,2,13000,2,0,2,2,2
920332,1,1,1,1,1,1,12,1,2,40,2,,2,13000,2,0,2,2,2
920333,1,1,1,1,1,1,12,1,7,40,2,,2,26000,2,0,2,2,2
920333,2,1,1,1,1,1,12,1,4,40,2,,2,23400,2,0,2,2,2
920353,1,1,1,2,2,2,6,1,1,20,2,,2,6000,2,0,2,2,2
920353,2,2,1,1,2,2,8,1,2,40,2,,2,8000,2,0,2,2,2
920354,1,1,1,1,1,1,12,1,4,40,2,,2,18000,2,0,2,2,2
920358,1,1,1,1,1,1,12,1,4,44,2,,2,23000,2,0,2,2,2
920358,2,2,1,2,1,1,12,1,1,20,2,,2,8000,2,0,2,2,2
920360,1,1,1,1,1,1,12,1,8,25,2,,2,36000,2,0,2,1,2
920362,1,1,1,2,2,2,5,1,2,12,2,,2,6000,2,0,2,2,2
920362,2,2,1,2,2,1,12,1,1,18,2,,2,7000,2,0,2,2,2
920362,3,3,1,2,2,1,12,1,2,14,2,,2,7000,2,0,2,2,2
920371,1,1,1,2,3,3,,1,1,30,2,,2,12000,2,0,2,2,2
920377,1,1,1,1,1,1,12,1,1,30,2,,2,12000,2,0,2,2,2
920390,1,1,1,1,1,1,12,1,5,40,2,,2,18200,2,0,2,2,2
920395,2,1,1,1,1,1,12,1,6,36,2,,2,19200,2,0,2,2,2
920397,1,1,1,2,1,1,12,1,4,25,2,,2,13000,2,0,2,2,2
920398,1,1,1,1,1,1,12,1,6,40,2,,2,18200,2,0,2,2,2
920398,2,1,1,2,2,1,12,1,2,24,2,,2,7200,2,0,2,2,2
920400,1,1,1,1,1,1,12,1,3,44,2,,2,18200,2,0,2,2,2
920402,2,1,1,1,1,1,12,1,2,10,2,,2,16000,2,0,2,2,2
920407,1,1,1,1,1,1,12,1,1,40,2,,2,10400,2,0,2,2,2
920447,1,1,1,1,1,1,12,1,7,42,2,,1,21000,1,1100,1,1,1
920449,1,1,1,1,1,1,12,1,2,36,2,,2,19000,2,0,2,2,2
920502,3,1,1,1,1,1,12,1,4,36,2,,2,18200,2,0,2,2,2
920515,1,1,1,1,1,1,12,1,5,40,1,3,2,18500,2,0,2,2,2
920515,3,1,1,1,1,1,12,1,5,40,1,8,2,16000,2,0,2,2,2
920539,1,1,1,1,1,1,12,1,8,36,2,,2,19000,1,350,2,2,2
920539,2,2,1,2,1,1,12,1,6,24,2,,2,7000,2,0,2,2,2
920579,1,1,1,1,1,1,12,1,6,40,2,,1,38000,1,1200,2,2,2
920579,2,2,1,1,1,1,12,1,5,40,2,,2,16000,2,0,2,2,2
920600,1,1,1,1,1,1,12,1,5,35,2,,2,35400,1,1800,2,1,2
920600,2,1,1,1,2,1,12,1,5,35,2,,2,24500,1,1800,2,1,2
920617,1,1,1,1,1,1,12,1,7,40,2,,2,28600,2,0,1,1,2
920630,1,1,1,1,1,1,12,1,6,36,2,,2,24000,2,0,2,2,2
920647,1,1,1,1,1,1,12,1,7,40,2,,2,27000,1,1100,2,2,2
920647,2,2,1,1,1,1,12,1,7,40,2,,1,30000,1,1100,2,2,2
920654,1,1,1,1,1,1,12,1,1,45,2,,2,16000,2,0,2,2,2
920660,1,1,2,1,1,1,12,1,6,36,2,,2,28000,2,0,2,1,2
920668,1,1,1,1,1,1,12,1,7,38,2,,1,30000,1,1560,1,1,2
920668,2,1,1,1,1,1,12,1,7,40,1,5,1,38000,1,1600,1,2,2
920669,1,1,1,2,1,1,12,1,2,36,2,,2,16000,2,0,2,2,2
920682,1,1,1,1,1,1,12,1,2,40,2,,2,19000,2,0,2,2,2
920688,1,1,1,1,1,1,12,1,8,36,1,10,2,20000,1,390,2,2,2
920688,2,1,1,1,1,1,12,1,7,40,2,,1,22000,1,1100,2,2,2
920689,1,1,1,1,2,1,12,1,3,40,2,,2,13000,2,0,2,2,2
920693,1,1,2,1,2,1,12,1,3,35,2,,1,13000,2,0,2,2,2
920709,1,1,1,1,1,1,12,1,5,36,2,,2,18000,2,0,2,2,2
920709,2,1,1,1,1,1,12,1,6,36,2,,2,19000,2,0,2,2,2
920710,1,1,1,1,1,1,12,1,7,40,2,,2,18000,2,0,2,2,2
920715,1,1,1,1,1,1,12,1,7,40,2,,1,18000,2,0,2,2,2
920716,1,1,1,1,2,1,12,1,4,40,2,,2,11000,2,0,2,2,2
920733,3,1,1,1,1,1,12,1,7,44,1,3,1,21000,2,0,2,2,2
920738,1,1,1,1,1,1,12,1,8,36,2,,2,22000,2,0,2,2,2
920743,1,1,1,1,1,1,12,1,7,38,2,,2,24000,2,0,2,2,2
920743,2,2,1,2,1,2,9,1,7,15,2,,2,4500,2,0,2,2,2
920745,1,1,1,1,1,1,12,1,5,38,2,,2,19000,2,0,2,2,2
920745,2,1,1,1,1,1,12,1,2,40,2,,2,9600,2,0,2,2,2
920749,1,1,1,2,1,1,12,1,5,20,2,,2,8000,2,0,2,2,2
920749,2,2,1,1,1,1,12,1,1,40,2,,2,16000,2,0,2,2,2
920752,1,1,1,2,1,1,12,1,5,28,2,,2,9500,2,0,2,2,2
920796,2,1,1,1,1,1,12,1,3,40,2,,2,21300,2,0,2,2,2
920809,1,1,1,1,1,1,12,1,8,40,1,20,2,20000,2,0,2,2,2
920815,1,1,1,1,2,2,8,1,1,40,2,,2,5000,2,0,2,2,2
920815,1,1,2,2,2,2,8,1,1,40,2,,2,3000,2,0,2,2,2
920816,1,1,1,1,2,2,7,2,1,20,2,,2,5000,2,0,2,2,2
920817,1,1,1,1,1,1,12,1,1,40,2,,2,12000,2,0,2,2,2
920819,1,1,1,1,1,1,12,1,3,50,2,,2,10000,2,0,2,2,2
920822,1,1,1,1,1,1,12,1,7,36,2,,2,24700,2,0,2,2,2
920822,3,1,1,1,2,1,12,1,1,40,2,,2,9100,2,0,2,2,2
920827,1,1,1,1,1,1,12,1,6,40,2,,2,21600,2,0,2,2,2
920829,2,2,1,2,1,1,12,1,1,15,2,,2,6500,2,0,2,2,2
920839,2,2,1,2,1,1,12,1,4,20,2,,2,11700,2,0,2,2,2
920840,2,1,1,1,1,1,12,1,6,40,2,,2,17500,2,0,2,2,2
920845,1,1,1,1,1,1,12,1,2,40,2,,2,16500,2,0,2,2,2
920847,1,1,1,1,1,1,12,1,1,40,2,,2,16200,2,0,2,2,2
920849,1,1,1,1,1,1,12,1,1,40,2,,2,10800,2,0,2,2,2
920858,1,1,1,1,1,1,12,1,2,40,2,,2,15600,2,0,2,2,2
920864,1,1,1,1,1,1,12,1,3,45,1,5,2,16250,2,0,2,2,2
920867,1,1,1,1,2,2,9,1,2,35,2,,2,2000,2,0,2,2,2
920867,2,2,1,1,1,1,12,1,2,40,2,,2,13000,2,0,2,2,2
920869,1,1,1,1,1,1,12,1,1,50,2,,2,20000,2,0,2,2,2
920869,2,1,1,1,1,1,12,1,1,40,2,,2,15000,2,0,2,2,2
920911,2,1,1,1,1,1,12,1,8,40,2,,2,18000,2,0,2,2,2
920911,3,3,1,1,1,1,12,1,1,30,2,,2,8000,2,0,2,2,2
920916,1,1,1,1,1,1,12,1,8,42,1,2,1,25200,2,0,1,1,1
920925,2,1,1,1,1,1,12,1,6,36,2,,2,24000,1,500,2,2,2
920925,3,1,1,2,2,1,12,1,1,20,2,,2,5850,2,0,2,2,2
920933,1,1,1,1,1,1,12,1,5,40,2,,2,26000,1,700,2,2,2
920935,2,1,1,1,1,1,12,1,5,36,2,,2,22000,2,0,2,2,2
920937,2,2,1,1,1,1,12,1,2,40,2,,2,20000,2,0,2,2,2
920938,1,1,1,1,1,1,12,1,4,36,2,,2,32000,2,0,2,2,2
920938,2,1,1,1,1,1,12,1,8,40,2,,2,19000,2,0,2,2,2
920942,1,1,1,1,1,1,12,1,7,40,1,6,1,23000,1,1400,2,2,2
920942,2,2,1,2,1,1,12,1,2,25,2,,2,11000,2,0,2,2,2
920946,1,1,1,1,1,1,12,1,8,40,2,,2,30000,2,0,2,2,2
920948,1,1,1,1,1,1,12,1,2,40,2,,2,19000,2,0,2,2,2
920949,1,1,1,1,1,1,12,1,2,40,2,,2,22000,2,0,2,2,2
920953,1,1,1,1,1,1,12,1,2,40,2,,2,15000,2,0,2,2,2
920955,1,1,1,1,2,1,12,1,1,45,2,,2,12000,2,0,2,2,2
921001,3,1,1,2,2,1,12,1,1,24,2,,2,5000,2,0,2,2,2
921004,1,1,1,1,1,1,12,1,7,40,2,,1,18000,1,100,2,2,2
921005,1,1,1,1,1,1,12,1,1,40,2,,2,16000,2,0,2,2,2
921005,2,2,1,1,1,1,12,1,6,45,2,,2,23000,2,0,2,1,2
921006,3,1,1,1,1,1,12,1,7,40,2,,2,30000,2,0,2,2,2
921009,1,1,1,1,1,1,12,1,7,36,2,,2,16500,2,0,2,2,2
921009,2,1,1,2,1,1,12,1,2,30,2,,2,10000,2,0,2,2,2
921011,2,1,1,1,1,1,12,1,8,36,2,,2,19000,2,0,2,2,2
921047,1,1,1,1,1,1,12,1,5,40,2,,2,19000,2,0,2,2,2
921101,1,1,1,1,1,1,12,1,1,50,2,,2,19000,2,0,2,2,2
921179,1,1,1,1,2,1,12,1,8,30,2,,2,20000,2,0,2,2,2
921227,1,1,1,1,1,1,12,1,4,30,1,1,2,21000,2,0,2,2,2
921234,1,1,1,1,1,1,12,1,6,40,2,,2,20000,2,0,2,2,2
921234,2,1,1,1,1,1,12,1,6,40,2,,2,20000,2,0,2,2,2
921235,1,1,1,1,1,1,12,1,2,40,2,,2,16000,2,0,2,2,2
921239,1,1,1,1,1,1,12,1,3,36,2,,2,14400,2,0,2,2,2
921240,3,1,1,1,1,1,12,1,2,40,2,,2,19500,2,0,2,2,2
921244,1,1,1,1,1,1,12,1,2,30,2,,2,6500,2,0,2,2,2
921254,2,1,1,1,1,1,12,1,2,40,2,,2,16000,2,0,2,2,2
921269,1,1,1,1,1,1,12,1,1,60,2,,2,10000,2,0,2,2,2
921273,2,1,1,1,1,1,12,1,4,40,2,,2,20000,2,0,2,2,2
921275,1,1,1,1,1,1,12,1,4,36,2,,1,20000,2,0,2,2,2
921275,2,2,1,1,1,1,12,1,6,36,1,2,2,16000,1,2250,2,2,2
921321,2,1,1,2,2,1,12,1,1,30,2,,2,10000,2,0,2,2,2
921334,1,1,1,1,1,1,12,1,1,30,2,,2,7000,2,0,2,2,2
921334,5,1,1,1,1,1,12,1,1,48,2,,2,12000,2,0,2,2,2
921364,2,1,1,2,2,1,12,1,1,30,2,,2,7000,2,0,2,2,2
921365,3,1,1,2,2,1,12,1,2,30,2,,2,12000,2,0,2,2,2
921387,1,1,1,1,1,1,12,1,8,36,1,2,2,18000,2,0,2,2,2
921388,1,1,1,1,1,1,12,1,8,40,2,,1,24000,2,0,2,2,2
921391,1,1,1,1,1,1,12,1,2,40,2,,2,21000,2,0,2,2,2
921411,1,1,1,1,2,1,12,1,2,30,2,,2,13000,2,0,2,2,2
921424,1,1,1,1,2,1,12,1,1,36,2,,2,12000,2,0,2,2,2
921432,1,1,1,1,1,1,12,1,8,30,2,,2,21000,2,0,2,2,2
921452,1,1,1,1,1,1,12,1,5,40,1,1,2,14700,2,0,2,2,2
921455,4,1,1,2,2,1,12,1,4,24,2,,2,9100,2,0,2,2,2
921473,1,1,1,1,1,1,12,1,3,44,2,,2,15600,2,0,2,2,2
921473,3,2,1,2,2,2,7,1,3,20,2,,2,3500,2,0,2,2,2
921543,1,1,1,1,1,1,12,1,3,30,2,,2,12500,2,0,2,2,2
921554,3,1,1,1,2,1,12,1,1,30,2,,2,10000,2,0,2,2,2
921561,2,1,1,1,1,1,12,1,8,30,2,,2,13000,2,0,2,2,2
921569,1,1,1,1,2,1,12,1,1,30,2,,2,14000,2,0,2,2,2
921596,2,2,1,1,1,1,12,1,8,36,1,10,1,23000,1,1269.6,2,2,2
921623,1,1,1,1,1,1,12,1,4,38,1,10,2,22000,1,1269.6,2,1,2
921636,1,1,1,1,1,1,12,1,8,42,1,4,2,24000,2,0,2,2,2
921668,1,1,1,1,3,3,,1,2,40,2,,2,8000,2,0,2,2,2
921680,1,1,1,1,1,1,12,1,1,40,2,,2,13000,2,0,2,2,2
921687,3,1,1,1,2,1,12,1,3,36,2,,1,14000,2,0,2,2,2
921694,1,1,1,1,1,1,12,1,2,40,2,,2,17000,2,0,2,2,2
