nquest,nord,intper,attivp,partime,contratt,tuttanno,mesilav,attest,dimaz,oretot,pstra,orestra,b1bonus,ylm,integ,ylnm,contaz_1,contaz_2,contaz_3
904944,1,1,1,1,1,1,12,1,7,45,2,,1,35000,2,0,1,1,1
904945,1,1,1,1,1,1,12,1,8,38,2,,2,24000,1,600,2,1,2
904945,2,1,1,1,1,1,12,1,8,38,2,,2,24000,2,0,2,1,2
904956,1,1,1,1,1,1,12,1,1,40,2,,2,12600,2,0,2,2,2
904956,2,1,2,2,2,1,12,1,1,15,2,,2,6900,2,0,2,2,2
904956,3,1,1,2,2,1,12,1,1,20,2,,2,6000,2,0,2,2,2
905076,1,1,1,1,1,1,12,1,6,40,1,10,2,17000,2,0,2,2,2
905085,3,1,1,1,1,1,12,1,2,40,1,5,2,15000,2,0,2,2,2
905085,4,1,1,1,1,1,12,1,2,40,1,6,2,16000,2,0,2,2,2
905113,1,1,1,1,1,1,12,1,6,50,1,5,1,30000,1,1000,2,2,2
905113,2,2,1,1,3,2,9,1,5,30,2,,2,10000,1,500,2,2,2
905122,3,1,1,1,1,1,12,1,1,40,2,,2,15000,2,0,2,2,2
905136,1,1,1,1,1,1,12,1,6,40,2,,2,19000,2,0,2,2,2
905136,2,1,1,1,1,1,12,1,5,40,2,,2,36000,2,0,2,2,2
905137,1,1,1,1,1,1,12,1,7,40,2,,2,23300,2,0,2,2,2
905137,2,2,1,2,1,1,12,1,6,24,2,,2,14000,2,0,2,2,2
905140,1,1,1,2,1,1,12,1,1,30,2,,2,12000,2,0,2,2,2
905156,1,1,1,2,1,1,12,1,1,20,2,,2,10000,2,0,2,2,2
905156,1,1,2,2,1,1,12,1,2,20,2,,2,10000,2,0,2,2,2
905156,2,1,1,1,1,1,12,1,4,40,2,,2,24000,2,0,2,2,2
905165,2,1,1,1,1,1,12,1,5,36,2,,2,15000,2,0,2,2,2
905170,1,1,1,1,1,1,12,1,4,36,2,,2,25000,2,0,2,2,2
905171,3,1,1,1,1,1,12,1,5,36,2,,1,35000,2,0,2,2,2
905217,1,1,1,2,1,1,12,1,6,21,2,,2,9100,2,0,2,2,2
905217,2,1,1,2,1,1,12,1,3,21,2,,2,11700,2,0,2,2,2
905220,2,2,1,2,1,1,12,1,1,30,2,,2,12100,2,0,2,2,2
905311,1,1,1,1,1,1,12,1,2,36,2,,2,15600,2,0,2,2,2
905415,1,1,1,1,2,1,12,1,1,60,2,,2,15000,2,0,2,2,2
905472,2,1,1,1,1,1,12,1,7,40,2,,2,18480,2,0,2,2,2
905472,3,3,1,1,1,1,12,1,7,40,2,,2,16500,2,0,2,2,2
905472,4,1,1,1,1,1,12,1,7,40,2,,2,14900,2,0,2,2,2
905497,1,1,1,1,1,1,12,1,8,36,1,4,1,31800,2,0,2,2,2
905497,2,1,1,1,1,1,12,1,8,36,1,2,1,20900,2,0,2,2,2
905497,3,1,1,1,1,1,12,1,7,40,2,,2,16200,2,0,2,2,2
905635,1,1,1,1,1,1,12,1,4,40,2,,2,18000,2,0,2,2,2
905635,2,2,1,1,1,1,12,1,2,40,2,,2,14000,2,0,2,2,2
905635,3,1,1,1,1,1,12,1,3,40,2,,2,15000,2,0,2,2,2
905640,1,1,1,1,2,2,5,1,7,50,1,10,2,6000,2,0,1,1,2
905640,2,1,1,1,1,1,12,1,2,40,2,,2,12000,2,0,1,2,2
905662,1,1,1,1,2,2,10,1,3,40,2,,2,11000,2,0,2,2,2
905726,1,1,1,1,1,1,12,1,7,40,1,2,1,30000,1,160,1,1,2
905729,2,1,1,1,1,1,12,1,6,40,2,,1,18000,2,0,2,2,2
905851,1,1,1,1,1,1,12,1,4,40,2,,2,16900,2,0,2,2,2
905859,1,1,1,1,1,1,12,1,2,40,2,,2,14950,2,0,2,2,2
905859,2,2,1,1,1,1,12,1,2,40,2,,2,14040,2,0,2,2,2
905913,2,1,1,1,1,1,12,1,4,40,2,,1,16900,2,0,2,2,2
905925,4,1,1,1,1,1,12,1,2,42,2,,2,16000,2,0,2,2,2
906014,1,1,1,1,1,1,12,1,4,40,2,,2,20000,2,0,2,2,2
906038,1,1,1,1,1,1,12,1,4,40,2,,2,22000,2,0,2,2,2
906038,2,2,1,1,1,1,12,1,8,40,2,,2,20000,2,0,2,2,2
906046,2,1,1,1,1,1,12,1,2,45,2,,2,23400,2,0,2,2,2
906080,1,1,1,2,1,1,12,1,4,20,2,,2,14000,2,0,2,2,2
906164,1,1,1,1,1,1,12,1,8,38,1,6,2,25000,2,0,2,2,2
906164,2,2,1,1,1,1,12,1,7,20,1,4,2,10000,2,0,2,2,2
906200,2,3,1,1,1,1,12,1,2,42,1,0,2,21000,2,0,2,2,2
906210,1,1,1,1,2,2,4,1,1,42,2,,2,5000,2,0,2,2,2
906210,2,2,1,1,2,3,,2,1,60,2,,2,20000,2,0,2,2,2
906329,1,1,1,1,1,1,12,1,4,40,1,2,2,20000,2,0,2,2,2
906344,1,1,1,1,1,1,12,1,5,43,1,3,2,19500,2,0,1,1,2
906415,1,1,1,1,1,1,12,1,8,36,2,,2,23000,2,0,2,2,2
906438,2,1,1,1,1,1,12,1,2,40,2,,2,18000,2,0,2,2,2
906532,1,1,1,1,1,1,12,1,6,38,1,5,2,26000,2,0,2,2,2
906532,3,1,1,1,1,1,12,1,4,40,2,,2,15400,2,0,2,2,2
906538,1,1,1,1,1,1,12,1,6,40,2,,1,32000,2,0,1,1,2
906538,2,1,1,1,1,1,12,1,8,18,2,,1,21500,2,0,2,2,2
906545,1,1,1,1,1,1,12,1,7,45,2,,2,23500,1,1540,2,1,2
906545,2,1,1,1,1,1,12,1,4,36,2,,2,14400,2,0,2,2,2
906555,1,1,1,2,1,1,12,1,1,25,2,,2,8000,2,0,2,2,2
906555,1,1,2,2,1,1,12,1,1,7,2,,2,2500,2,0,2,2,2
906555,1,1,2,2,1,1,12,1,1,7,2,,2,2500,2,0,2,2,2
906647,1,1,1,2,2,1,12,1,1,30,2,,2,8000,2,0,2,2,2
906690,1,1,1,1,1,1,12,1,7,45,1,6,2,15000,1,1000,2,2,2
906690,3,1,1,1,2,1,12,1,1,35,1,3,2,13000,2,0,2,2,2
906885,2,1,1,1,1,1,12,1,8,40,2,,2,10400,2,0,2,2,2
906885,4,1,1,1,1,1,12,1,2,40,2,,2,14300,2,0,2,2,2
906887,1,1,1,1,1,1,12,1,8,50,2,,1,35100,2,0,2,2,2
906887,2,2,1,1,1,1,12,1,8,24,2,,2,23000,2,0,2,2,2
906891,1,1,1,1,1,1,12,1,8,38,2,,1,15600,2,0,2,2,2
906946,2,1,1,1,1,1,12,1,4,28,2,,2,19500,2,0,1,2,2
906948,1,1,1,1,1,1,12,1,6,40,2,,2,15000,2,0,2,2,2
907282,1,1,1,1,1,1,12,1,2,36,2,,2,20100,2,0,2,2,2
907353,4,1,1,2,2,2,2,1,5,4,2,,2,500,2,0,2,2,2
907387,2,1,1,2,2,3,,1,3,20,2,,2,2400,2,0,2,2,2
907389,1,1,1,1,1,1,12,1,5,36,2,,2,15200,2,0,2,2,2
907397,4,1,1,1,2,1,12,1,8,40,2,,2,21000,2,0,2,2,2
907434,1,1,1,1,1,1,12,1,2,40,2,,2,17000,2,0,2,1,1
907434,2,2,1,1,1,1,12,1,8,18,2,,2,20800,2,0,2,2,2
907437,1,1,1,1,1,1,12,1,8,30,2,,2,20000,2,0,2,2,2
907441,1,1,1,1,1,1,12,1,6,40,2,,1,28000,1,1500,2,1,2
907441,2,2,1,1,1,1,12,1,8,20,2,,2,20000,2,0,2,2,2
907560,1,1,1,1,1,1,12,1,1,40,2,,2,18000,2,0,2,2,2
907560,2,1,1,1,1,1,12,1,4,40,2,,2,20000,2,0,2,2,2
907570,1,1,1,1,1,1,12,1,6,40,1,2,2,26000,2,0,2,2,2
907570,2,2,1,2,1,1,12,1,2,30,2,,2,16000,1,160,2,2,2
907575,1,1,1,1,1,1,12,1,1,40,2,,2,25000,2,0,2,2,2
907637,1,1,1,1,1,1,12,1,6,45,1,5,2,20000,2,0,2,2,2
907644,1,1,1,1,1,1,12,1,6,40,2,,2,34000,2,0,2,2,2
907711,3,3,1,1,2,1,12,1,2,40,2,,2,15400,1,2160,2,2,2
907711,4,4,1,1,1,1,12,1,1,36,1,6,2,15300,2,0,2,2,2
907715,1,1,1,1,1,1,12,1,6,35,2,,2,45000,2,0,2,2,2
907726,1,1,1,1,1,1,12,1,5,36,2,,2,17000,2,0,2,2,2
907777,1,1,1,1,1,1,12,1,4,30,2,,2,18000,2,0,2,2,2
907808,1,1,1,1,1,1,12,1,2,50,1,4,2,17000,2,0,2,2,2
907846,1,1,1,1,1,1,12,1,3,30,2,,2,14000,2,0,2,2,2
907852,1,1,1,1,1,1,12,1,6,40,2,,2,19500,2,0,2,2,2
907890,1,1,1,1,1,2,10,1,7,40,2,,2,12700,2,0,2,2,2
907954,2,1,1,1,1,1,12,1,5,50,2,,2,35000,2,0,2,2,2
908054,3,1,1,2,1,1,12,1,2,24,2,,2,7200,2,0,2,2,2
908194,1,1,1,1,1,1,12,1,7,36,2,,1,22000,2,0,2,2,2
908194,2,1,1,1,1,1,12,1,2,40,2,,1,24000,2,0,2,2,2
908407,1,1,1,1,1,1,12,1,8,24,2,,2,22000,2,0,2,2,2
908407,4,1,1,1,1,1,12,1,2,36,2,,2,11000,2,0,2,2,2
908498,1,1,1,1,1,1,12,1,3,40,2,,2,20000,2,0,2,2,2
908504,1,1,1,1,1,1,12,1,4,40,2,,2,18000,2,0,2,2,2
908506,1,1,1,1,1,1,12,1,3,40,2,,2,22000,2,0,2,2,2
908506,2,1,1,1,1,1,12,1,2,40,2,,2,20000,2,0,2,2,2
908508,3,3,1,1,1,1,12,1,4,40,2,,2,20000,2,0,2,2,2
908516,1,1,1,1,1,1,12,1,8,35,1,0,1,18000,2,0,2,2,2
908516,3,1,1,1,1,1,12,1,1,55,1,15,2,19500,2,0,2,2,2
908519,1,1,1,1,1,1,12,1,8,26,1,0,2,21702,2,0,2,2,2
908521,2,2,1,1,1,1,12,1,4,40,2,,2,18000,2,0,2,2,2
908530,1,1,1,1,1,1,12,1,5,40,2,,2,18000,2,0,2,2,2
908531,1,1,1,1,1,1,12,1,2,40,2,,2,20000,2,0,2,2,2
908533,1,1,1,1,1,1,12,1,4,40,2,,2,18000,2,0,2,2,2
908566,1,1,1,2,1,1,12,1,1,30,2,,2,10400,2,0,2,2,2
908706,1,1,1,1,1,1,12,1,8,36,2,,1,22000,2,0,2,2,2
908706,2,1,1,1,1,1,12,1,8,36,2,,1,24000,2,0,2,2,2
908711,1,1,1,1,1,1,12,1,4,32,2,,2,23400,2,0,2,2,2
908711,2,1,1,2,1,1,12,1,3,20,2,,2,13000,2,0,2,2,2
908864,1,1,1,1,1,1,12,1,7,40,2,,2,24250,2,0,2,2,2
908864,3,1,1,1,1,1,12,1,1,40,2,,2,13500,2,0,2,2,2
908952,2,2,1,1,1,1,12,1,7,36,2,,2,20000,2,0,2,2,2
909050,2,1,1,1,1,1,12,1,8,19,2,,2,18000,2,0,2,2,2
909112,1,1,1,1,1,1,12,1,1,40,2,,2,22000,2,0,2,2,2
909120,1,1,1,2,1,1,12,1,4,30,2,,2,16000,2,0,2,2,2
909120,2,2,1,1,1,1,12,1,1,40,1,5,2,17000,2,0,2,1,2
909125,1,1,1,1,1,1,12,1,2,40,2,,2,20000,2,0,2,2,2
909133,1,1,1,1,1,1,12,1,2,40,2,,2,17000,2,0,2,2,2
909188,2,1,1,2,1,1,12,1,8,12,2,,2,19000,2,0,2,2,2
909256,1,1,1,2,1,1,12,1,3,29,2,,2,15000,2,0,2,2,2
909256,2,1,1,1,1,1,12,1,2,40,2,,2,16000,2,0,2,2,2
909256,3,1,1,1,1,1,12,1,2,40,2,,2,16000,2,0,2,2,2
909401,2,1,1,1,2,1,12,1,1,30,2,,2,10000,2,0,2,2,2
909441,1,1,1,1,2,1,12,1,8,42,2,,2,16000,2,0,2,2,2
909442,2,1,1,1,1,1,12,1,2,40,2,,2,20000,2,0,2,2,2
909460,1,1,1,1,1,1,12,1,2,44,1,6,2,16000,2,0,2,2,2
909480,1,1,1,2,1,1,12,1,2,28,1,3,2,11200,2,0,2,2,2
909559,1,1,1,1,2,1,12,1,6,40,1,0,1,12000,1,480,2,2,2
909559,2,1,1,1,2,1,12,1,4,40,2,,2,20000,2,0,2,2,2
909559,2,1,2,2,2,1,12,2,5,20,2,,2,10000,2,0,2,2,2
909609,1,1,1,1,1,1,12,1,8,36,2,,2,17000,2,0,2,2,2
909623,1,1,1,1,2,1,12,1,8,36,2,,2,18000,2,0,2,2,2
909623,2,1,1,1,1,1,12,1,8,42,2,,2,24000,2,0,2,2,2
909663,1,1,1,1,1,1,12,1,3,36,2,,2,13000,2,0,2,2,2
909663,2,1,1,1,1,1,12,1,5,40,2,,2,17000,2,0,2,2,2
909666,1,1,1,1,1,1,12,1,4,40,1,0,2,17000,2,0,2,2,2
909671,1,1,1,1,1,1,12,1,3,40,2,,2,17000,2,0,2,2,2
909671,2,1,1,1,1,1,12,1,4,40,2,,2,24000,2,0,2,2,2
909695,2,1,1,1,1,1,12,1,2,36,2,,2,14000,2,0,2,2,2
909703,3,1,2,2,3,3,,1,3,40,2,,2,10000,2,0,2,2,2
909705,1,1,1,1,1,1,12,1,2,40,2,,2,23000,2,0,1,1,1
909705,2,1,1,1,1,1,12,1,2,40,2,,2,18000,2,0,1,1,1
909708,1,1,1,1,1,1,12,1,6,40,2,,2,23000,2,0,2,2,2
909710,1,1,1,1,1,1,12,1,7,40,2,,2,16000,2,0,2,2,2
909713,1,1,1,1,1,1,12,1,1,40,2,,2,15000,2,0,2,2,2
909714,1,1,1,1,1,1,12,1,2,45,1,5,2,18000,2,0,2,2,2
909728,3,1,1,1,2,1,12,1,8,30,2,,2,13900,2,0,2,2,2
909732,1,1,1,1,1,1,12,1,2,40,1,6,2,21650,2,0,2,2,2
909745,1,1,1,1,1,1,12,1,2,40,2,,2,17700,2,0,2,2,2
909745,2,2,1,1,1,1,12,1,1,48,2,,2,14800,2,0,2,2,2
909752,2,1,1,1,1,1,12,1,5,40,2,,2,16000,2,0,2,2,2
909766,1,1,1,1,2,1,12,1,1,48,2,,2,16500,2,0,2,2,2
909772,3,1,1,1,1,1,12,1,6,40,2,,2,17500,2,0,2,2,2
909790,1,1,1,1,1,1,12,1,8,36,2,,2,14500,2,0,2,2,2
909802,1,1,1,2,1,1,12,1,3,30,1,2,2,14000,2,0,2,2,2
909810,1,1,1,1,1,1,12,1,8,38,2,,2,20000,1,1269.6,2,2,2
909810,2,1,1,1,1,1,12,1,5,40,1,4,1,23000,2,0,2,2,2
909847,1,1,1,2,2,2,10,1,2,6,2,,2,12000,2,0,2,2,2
909884,1,1,1,1,1,1,12,1,4,40,2,,2,18000,2,0,2,2,2
909900,1,1,1,1,1,1,12,1,1,40,2,,2,17000,2,0,2,2,2
909905,2,1,1,1,1,1,12,1,3,40,2,,2,18000,2,0,2,2,2
909952,1,1,1,2,2,2,3,1,6,12,2,,2,1200,2,0,2,2,2
909952,2,1,1,2,1,1,12,1,2,25,1,0,2,12000,2,0,2,2,2
910011,1,1,1,1,2,1,12,2,4,40,1,5,2,25000,2,0,2,2,2
910013,1,1,2,2,3,3,,1,1,15,2,,2,2000,2,0,2,2,2
910013,2,2,1,2,3,3,,1,1,10,2,,2,1800,2,0,2,2,2
910016,1,1,1,1,1,1,12,1,6,40,2,,2,18000,2,0,2,2,2
910018,2,2,1,1,1,1,12,1,7,40,2,,2,23000,2,0,2,2,2
910042,1,1,1,1,1,1,12,1,7,40,2,,2,19000,2,0,2,2,2
910042,2,2,1,1,1,1,12,1,3,40,2,,2,18000,2,0,2,2,2
910051,2,1,1,1,1,1,12,1,7,40,2,,2,18000,2,0,2,2,2
910060,2,1,1,1,1,1,12,1,5,36,2,,2,19000,2,0,2,2,2
910061,3,3,1,1,1,1,12,1,6,40,2,,2,18000,2,0,2,2,2
910065,1,1,1,1,1,1,12,1,1,40,2,,2,32000,2,0,2,2,2
910067,1,1,1,1,1,1,12,1,5,40,2,,2,22000,2,0,2,2,2
910105,1,1,1,1,1,1,12,1,7,42,2,,2,16500,2,0,2,2,2
910105,2,1,1,1,1,1,12,1,7,40,2,,2,17100,2,0,2,2,2
910106,3,1,1,1,1,1,12,1,6,40,2,,1,16000,2,0,2,2,2
910108,1,1,1,1,1,1,12,1,5,55,1,2,2,29000,2,0,2,2,2
910148,3,2,1,1,1,1,12,1,8,45,1,5,2,16500,1,1200,2,2,2
910150,2,2,1,1,1,1,12,1,1,40,2,,2,16000,2,0,2,2,2
910152,1,1,1,1,1,1,12,1,7,40,2,,2,16900,2,0,2,2,2
910152,2,2,1,1,1,1,12,1,6,45,2,,2,16300,1,900,2,2,2
910152,3,2,1,1,2,1,12,1,2,25,2,,2,7200,2,0,2,2,2
910152,4,2,1,2,2,2,6,1,2,20,2,,2,4200,2,0,2,2,2
910153,2,2,1,1,1,1,12,1,1,48,2,,2,13000,2,0,2,2,2
910154,1,1,1,1,2,1,12,1,6,40,2,,1,14800,2,0,2,2,2
910154,2,2,1,1,1,1,12,1,5,45,2,,2,14000,2,0,2,2,2
910156,1,1,1,1,1,1,12,1,3,46,2,,2,17000,2,0,2,2,2
910156,2,1,1,1,1,1,12,1,8,45,1,5,1,16000,1,1600,2,2,2
910156,3,3,1,1,2,1,12,1,4,40,1,4,2,13000,2,0,2,2,2
910160,1,1,1,1,1,1,12,1,4,45,1,5,2,14000,2,0,2,2,2
910160,2,2,1,1,1,1,12,1,6,45,1,6,2,17000,1,1000,2,2,2
910164,1,1,1,1,1,1,12,1,7,48,1,5,2,16000,1,700,2,2,2
910164,2,2,1,1,2,1,12,1,4,45,1,4,2,18000,1,1000,2,2,2
910164,5,2,1,1,2,1,12,1,2,35,2,,2,10000,2,0,2,2,2
910166,1,1,1,1,1,1,12,1,6,48,1,4,2,16000,1,1000,2,2,2
910166,2,2,1,1,2,1,12,1,2,35,1,7,1,16200,2,0,2,2,2
910169,1,1,1,2,2,1,12,1,1,30,1,2,2,9000,2,0,2,1,2
910173,1,1,1,1,1,1,12,1,5,40,2,,2,14000,1,1200,2,2,2
910173,2,1,1,1,1,1,12,1,7,50,1,8,2,16000,2,0,2,2,2
910175,1,1,1,1,1,1,12,1,5,45,1,2,2,13000,2,0,2,2,2
910175,2,2,1,1,1,1,12,1,5,45,1,4,2,13000,2,0,2,2,2
910187,2,1,1,1,1,1,12,1,6,40,2,,2,16700,2,0,2,2,2
910220,1,1,2,2,3,3,,1,1,10,1,0,2,2000,2,0,2,2,2
910237,2,1,1,1,1,1,12,1,2,48,1,0,2,17950,2,0,2,2,2
910238,2,4,1,1,2,1,12,1,4,40,1,7,2,23400,1,1700,2,2,2
910285,2,2,1,1,1,1,12,1,8,18,1,2,2,22000,2,0,2,2,2
910304,1,1,1,1,1,1,12,1,8,36,1,6,2,22000,1,1269.6,2,2,2
910304,2,2,1,1,1,1,12,1,1,40,1,0,2,23000,2,0,2,1,2
910312,1,1,1,1,1,1,12,1,8,36,2,,2,36150,2,0,2,2,2
910316,1,1,1,1,1,1,12,1,8,36,2,,2,23000,2,0,2,2,2
910335,1,1,1,1,1,1,12,1,7,40,2,,2,22000,2,0,2,2,2
910338,1,1,1,1,1,2,10,1,5,50,1,2,2,22000,1,1500,2,2,2
910350,1,1,1,1,1,1,12,1,1,50,2,,2,15400,2,0,2,2,2
910350,2,2,1,1,1,1,12,1,8,36,1,4,1,21400,2,0,2,2,2
910357,3,3,1,1,1,1,12,1,4,45,1,10,2,15000,2,0,2,2,2
910358,1,1,1,1,1,1,12,1,7,45,2,,1,28000,1,1500,1,1,2
910358,2,2,1,1,2,2,5,1,7,40,2,,2,4500,2,0,2,2,2
910358,2,2,2,1,2,3,,1,7,40,2,,2,1000,2,0,2,2,2
910364,1,1,1,1,1,1,12,1,1,50,2,,2,18000,2,0,2,2,2
910368,1,1,1,2,2,2,7,1,2,30,2,,2,8000,2,0,2,2,2
910376,1,1,1,1,1,1,12,1,6,40,1,6,2,18400,2,0,2,2,2
910377,1,1,1,1,1,1,12,1,1,50,2,,2,15000,1,2400,2,2,2
910394,1,1,1,1,1,1,12,1,4,40,2,,2,16000,2,0,2,2,2
910398,1,1,1,1,1,1,12,1,1,45,2,,2,16000,1,2400,2,2,2
910413,1,1,1,1,1,1,12,1,5,45,1,5,2,19000,2,0,2,2,2
910413,2,1,1,1,1,1,12,1,5,40,1,5,2,17000,2,0,2,2,2
910415,1,1,1,1,2,1,12,1,2,40,1,10,2,16000,2,0,2,2,2
910420,2,1,1,1,1,1,12,1,2,50,1,5,2,18000,2,0,2,2,2
910422,1,1,1,1,1,1,12,1,1,50,2,,2,16000,1,2400,2,2,2
910440,1,1,1,1,1,1,12,1,6,48,2,,2,16000,2,0,2,2,2
910458,1,1,1,1,1,1,12,1,2,48,2,,2,14500,2,0,2,2,2
910459,2,1,1,1,1,1,12,1,2,40,2,,2,16100,2,0,2,2,2
910463,1,1,1,1,1,1,12,1,4,40,1,5,2,19000,2,0,2,2,2
910465,1,1,1,1,1,1,12,1,1,40,1,2,2,17400,2,0,2,2,2
910466,1,1,1,1,2,1,12,1,4,40,2,,2,16600,2,0,2,2,2
910472,1,1,1,1,1,1,12,1,2,40,2,,2,30000,2,0,2,2,2
910475,1,1,1,1,1,1,12,1,5,36,1,2,2,21300,2,0,2,2,2
910476,1,1,1,1,1,1,12,1,1,48,2,,2,16600,2,0,2,2,2
910480,2,2,1,1,1,1,12,1,5,40,2,,2,17350,2,0,2,2,2
910483,3,1,1,1,1,1,12,1,8,30,2,,2,23000,2,0,2,2,2
910488,1,1,1,1,1,1,12,1,7,36,2,,2,24600,2,0,2,2,2
910488,2,1,1,1,1,1,12,1,7,36,2,,2,23200,2,0,2,2,2
910493,1,1,1,1,1,1,12,1,2,40,1,2,2,17950,2,0,2,2,2
910503,1,1,1,1,1,1,12,1,8,36,2,,2,22600,2,0,2,2,2
910503,2,2,1,1,1,1,12,1,8,32,2,,2,21800,2,0,2,2,2
910504,1,1,1,1,1,1,12,1,2,36,1,3,2,16900,2,0,2,2,2
910509,1,1,1,1,1,1,12,1,6,40,2,,2,15340,2,0,2,2,2
910509,2,2,1,1,1,1,12,1,5,40,2,,2,14100,2,0,2,2,2
910511,2,1,1,1,1,1,12,1,6,40,2,,2,16550,2,0,2,2,2
910513,1,1,1,1,1,1,12,1,5,36,2,,2,21150,2,0,2,2,2
910514,2,1,1,1,1,1,12,1,2,40,2,,2,13950,2,0,2,2,2
910518,1,1,1,1,1,1,12,1,8,36,2,,2,20600,2,0,2,2,2
910519,1,1,1,1,1,1,12,1,2,36,1,2,2,35000,2,0,2,2,2
910519,2,1,1,1,1,1,12,1,5,36,2,,2,21000,2,0,2,2,2
910555,1,1,1,1,1,1,12,1,7,50,2,,1,45500,2,0,1,1,1
910556,1,1,1,1,1,1,12,1,4,55,2,,2,26000,2,0,2,2,2
910561,1,1,1,1,1,1,12,1,1,40,2,,2,15400,2,0,1,2,2
910561,2,1,1,1,1,1,12,1,2,40,1,1,2,13650,2,0,2,2,2
910561,4,1,1,2,2,2,3,1,4,20,2,,1,1800,2,0,2,2,2
910564,1,1,1,1,1,1,12,1,1,35,2,,2,11500,2,0,2,2,2
910565,1,1,1,1,1,1,12,1,8,40,1,2,1,18400,1,744,2,2,2
910565,2,2,1,2,2,1,12,1,1,5,2,,2,1700,2,0,2,2,2
910565,2,2,2,2,2,3,,1,1,10,2,,2,1500,2,0,2,2,2
910584,2,1,1,2,1,2,7,1,6,40,2,,2,8500,2,0,2,2,2
910584,3,1,1,2,3,1,12,1,2,30,2,,2,5000,2,0,2,2,2
910586,1,1,1,1,1,1,12,1,4,40,2,,2,22000,2,0,2,2,2
910596,1,1,1,1,3,2,8,1,6,40,2,,2,5000,2,0,2,2,2
910596,2,2,1,1,1,1,12,1,3,40,1,10,2,20000,2,0,2,2,1
910605,1,1,1,1,2,1,12,1,2,40,2,,2,15000,2,0,2,2,2
910607,1,1,1,1,1,1,12,1,4,40,2,,2,20000,2,0,2,2,2
910637,1,1,1,1,1,1,12,1,1,40,2,,2,20000,2,0,2,2,2
910639,1,1,1,1,1,1,12,1,3,40,1,6,2,5000,2,0,2,2,2
910641,1,1,1,1,1,1,12,1,5,45,1,5,1,22000,2,0,2,2,2
910646,1,1,1,2,3,2,8,1,4,45,2,,2,2000,2,0,2,2,2
910647,1,1,1,1,1,1,12,1,5,40,1,5,2,15000,2,0,2,2,2
910648,2,1,1,1,1,1,12,2,4,50,2,,2,26000,2,0,2,2,2
910649,1,1,1,1,1,1,12,1,4,40,1,5,2,20000,1,1269.6,2,2,2
910652,1,1,1,1,1,1,12,1,3,40,2,,2,22000,2,0,2,2,2
910657,1,1,1,1,1,1,12,1,1,45,2,,2,16000,2,0,2,2,2
910672,3,1,1,1,1,1,12,1,8,40,2,,1,13000,1,500,2,2,2
910681,1,1,1,1,1,1,12,1,7,40,1,0,1,24000,2,0,2,2,2
910681,2,2,1,1,1,1,12,1,7,30,1,0,1,21000,2,0,2,1,2
910685,3,3,1,1,3,2,4,1,2,40,2,,2,4200,2,0,2,2,2
910685,4,2,1,1,1,1,12,1,5,40,2,,1,17000,1,360,2,2,2
910703,1,1,1,1,1,1,12,1,2,38,2,,2,15000,2,0,2,2,2
910703,2,2,1,2,1,1,12,1,2,35,2,,2,15000,2,0,2,2,2
910703,3,1,1,1,1,1,12,1,2,40,2,,2,17000,2,0,2,2,2
910703,4,1,1,1,1,1,12,1,2,40,2,,2,16000,2,0,2,2,1
910709,2,1,1,1,1,1,12,1,2,40,1,10,2,15000,2,0,2,2,2
910714,1,1,1,1,1,1,12,1,4,50,2,,2,22100,2,0,2,2,2
910714,2,2,1,1,1,2,9,1,4,50,2,,2,15300,2,,2,2,2
910727,1,1,1,1,1,1,12,1,4,40,2,,2,20000,2,0,2,2,2
910727,2,2,1,1,1,1,12,1,4,40,2,,2,18000,2,0,2,2,2
910757,2,2,1,2,1,3,,1,1,20,2,,2,4000,2,0,2,2,2
910757,3,3,1,1,1,1,12,1,1,40,2,,2,8400,2,0,2,2,2
910804,1,1,1,1,1,1,12,1,2,36,1,4,2,17000,2,0,2,2,2
910814,1,1,1,1,1,1,12,1,8,32,2,,2,20400,2,0,2,2,2
910816,1,1,1,1,1,1,12,1,2,40,1,5,2,15700,2,0,2,2,2
910816,2,1,1,1,1,1,12,1,2,40,1,4,2,17900,2,0,2,2,2
910817,1,1,1,1,1,1,12,1,7,40,1,6,2,35500,2,0,2,1,2
910833,2,1,1,1,2,1,12,1,6,40,2,,2,79400,2,0,2,2,2
910835,1,1,1,1,1,1,12,1,5,36,2,,2,18900,2,0,2,2,2
910841,3,1,1,1,1,1,12,1,7,40,2,,1,14400,2,0,1,2,2
910852,3,3,1,1,1,1,12,1,8,38,2,,2,16500,2,0,2,2,2
910855,2,1,1,1,1,1,12,1,5,40,2,,2,20000,2,0,2,2,2
910860,1,1,1,1,1,1,12,1,1,40,2,,2,14500,2,0,2,2,2
910860,2,1,1,1,1,1,12,1,8,40,2,,2,19000,2,0,2,2,2
910873,1,1,1,1,1,1,12,1,3,40,1,2,2,18000,2,0,2,2,2
910874,1,1,1,2,1,1,12,1,5,30,1,0,2,11500,2,0,2,2,2
910882,3,1,1,1,1,1,12,1,2,40,2,,2,20000,2,0,2,2,2
910943,1,1,1,1,1,1,12,1,5,40,2,,2,16000,2,0,2,2,2
910943,2,1,1,1,1,1,12,1,5,40,2,,2,15000,2,0,2,2,2
910943,3,1,1,1,1,1,12,1,5,40,2,,2,15000,2,0,2,2,2
910949,2,1,1,1,2,3,,1,2,45,2,,2,9000,2,0,2,2,2
