nquest,quest,nquestp,stupcf,citpcf,stumcf,citmcf,stupco,citpco,stumco,citmco,vitgen,ngen,figli,nfigli,vitf,nfratsore,parnoit,ANCONV,contint,NCOMP,CAPI
505424,3,,2,1,4,1,3,1,3,1,1,3,2,,1,1,,1994,3,4,0
505517,3,,3,1,2,1,3,1,3,1,2,,2,,2,,,1970,2,2,1
505525,3,,2,1,2,1,2,1,2,1,2,,2,,2,,,1973,1,2,1
505534,3,,7,1,7,1,7,1,7,1,2,,2,,2,,,1991,2,3,1
505540,3,,1,1,1,1,,,,,2,,2,,1,2,,,2,1,1
505576,3,,7,1,7,1,7,1,7,1,2,,1,1,2,,,1958,2,2,1
505594,3,,2,1,2,1,2,1,2,1,2,,2,,2,,,1976,2,2,1
505606,3,,4,1,3,1,,,,,2,,2,,2,,,,5,2,1
505655,3,,2,1,2,1,2,1,2,1,1,1,1,2,1,2,,1973,5,2,1
505672,3,,2,1,2,1,2,1,2,1,2,,2,,1,1,,1975,2,2,1
505681,3,,2,1,2,1,,,,,2,,1,2,1,2,,,2,1,1
505768,3,,1,1,1,1,2,1,2,1,1,2,1,3,1,3,,1983,3,2,1
505771,3,,2,1,3,1,2,1,2,1,2,,1,1,2,,,1959,2,2,1
505806,3,,1,1,1,1,,,,,2,,2,,1,1,,,1,2,1
505810,3,,1,1,1,1,2,1,2,1,2,,2,,1,3,,1978,3,4,1
505818,3,,2,1,2,1,2,1,2,1,2,,1,1,1,6,,1985,2,4,0
505839,3,,2,1,1,1,2,1,3,1,1,4,2,,1,5,,1998,2,2,1
506025,3,,2,1,1,1,2,1,2,1,2,,1,2,1,3,,1967,3,2,1
506100,3,,1,1,1,1,,,,,2,,1,1,1,3,,,2,1,1
506107,3,,1,1,1,1,1,1,2,1,1,2,2,,1,3,,1994,3,3,1
506112,3,,1,1,1,1,,,,,2,,1,1,2,,,,3,1,1
506152,3,,2,1,2,1,,,,,2,,2,,2,,,,3,4,1
506195,3,,1,1,1,1,,,,,2,,1,1,1,2,,,2,1,1
506385,3,,1,1,2,1,2,1,2,1,2,,1,1,1,2,,1960,2,3,1
506396,3,,2,1,2,1,4,1,4,1,1,4,2,,1,4,,2000,2,4,1
506402,3,,1,1,1,1,,,,,2,,1,3,1,4,,,1,1,1
506410,3,,3,1,2,1,2,1,2,1,1,3,2,,1,3,,1995,4,4,1
506413,3,,2,1,2,1,2,1,3,1,1,2,2,,1,4,,1996,2,4,1
506418,3,,1,1,1,1,1,1,2,1,2,,1,1,1,4,,1962,4,2,1
506446,3,,2,1,2,1,2,1,2,1,2,,1,3,1,3,,1970,3,2,1
506458,3,,3,1,3,1,3,1,2,1,1,2,2,,1,4,,1991,2,4,1
506492,3,,2,1,2,1,2,2,2,2,1,2,2,,1,3,,2002,1,3,1
506565,3,,2,1,2,1,2,1,2,1,1,1,1,3,1,1,,1975,2,2,1
506613,3,,1,1,1,1,,,,,2,,1,3,1,3,,,1,1,1
506628,3,,4,1,4,1,4,1,4,1,2,,2,,1,3,,1982,2,5,1
506736,3,,4,1,3,1,3,1,2,1,2,,1,2,1,2,,1968,2,2,1
506738,3,,3,1,2,1,2,1,2,1,2,,2,,1,1,,1990,2,4,1
506758,3,,2,1,4,1,2,1,2,1,2,,2,,1,1,,1967,2,3,1
506767,3,,4,1,2,1,4,1,2,1,2,,2,,2,,,1972,1,2,1
506798,3,,2,1,2,1,2,1,2,1,2,,2,,2,,,1978,1,2,1
506799,3,,2,1,2,1,2,1,2,1,2,,2,,2,,,1976,1,2,1
507037,3,,2,1,2,1,2,1,2,1,2,,1,2,1,1,,1984,1,2,1
507157,3,,2,1,2,1,,,,,2,,1,2,1,2,,,3,1,1
507182,3,,2,1,2,1,2,1,2,1,2,,1,2,1,2,,1969,3,2,1
507282,3,,2,1,3,1,3,1,3,1,1,1,2,,1,2,,1993,2,5,1
507303,3,,7,1,7,1,2,1,2,1,2,,2,,2,,,1973,3,2,1
507316,3,,1,1,2,1,7,1,7,1,2,,2,,2,,,1962,2,2,1
507319,3,,2,1,2,1,,,,,2,,2,,2,,2,,3,1,1
507329,3,,2,1,3,1,3,1,2,1,2,,2,,2,,,1979,3,2,1
507336,3,,2,1,2,1,2,1,2,1,2,,1,1,1,2,,1977,1,3,1
507360,3,,2,1,2,1,2,1,2,1,2,,1,1,2,,,1977,6,3,1
507419,3,,2,1,1,1,2,1,2,1,1,2,1,2,1,5,,1979,2,2,1
507444,3,,2,1,1,1,,,,,1,1,1,2,1,2,,,1,1,1
507541,3,,3,1,3,1,2,1,2,1,1,3,2,,1,2,,1988,3,4,1
507542,3,,3,1,5,1,2,1,2,1,2,,2,,1,2,,1992,10,3,1
507544,3,,2,1,2,1,4,1,2,1,1,3,1,1,1,2,,1983,3,3,1
507552,3,,3,1,2,1,3,1,2,1,1,1,2,,1,1,,1996,4,4,1
507557,3,,2,1,1,1,,,,,2,,1,3,1,1,,,2,1,1
507640,3,,1,1,2,1,1,1,1,1,2,,1,2,1,4,,1965,2,2,1
507644,3,,1,1,1,1,1,1,1,1,2,,1,2,1,2,,1985,2,2,1
507728,3,,3,1,2,1,2,1,2,1,2,,1,1,1,1,,1978,2,2,1
507823,3,,3,1,2,1,,,,,2,,1,2,1,2,,,2,1,1
507863,3,,2,1,2,1,,,,,2,,2,,2,,2,,1,1,1
507905,3,,2,1,2,1,2,1,2,1,1,1,2,,1,4,,1981,1,7,1
507908,3,,2,1,2,1,,,,,1,1,1,1,1,2,,,1,1,1
507913,3,,2,1,2,1,,,,,2,,2,,1,1,,,1,3,1
507924,3,,1,1,1,1,1,1,1,1,2,,1,1,1,4,,1965,1,3,1
508305,3,,1,1,1,1,,,,,2,,1,2,1,3,,,1,1,1
508861,3,,2,1,2,1,2,1,2,1,2,,1,2,1,2,,1976,1,2,1
509054,3,,1,1,1,1,1,1,1,1,2,,1,3,1,5,,1965,1,2,1
509057,3,,1,1,1,1,2,1,1,1,1,1,1,1,1,3,,1978,1,4,1
509064,3,,1,1,1,1,,,,,2,,2,,1,1,,,1,1,1
509068,3,,2,1,2,1,,,,,2,,1,2,1,4,,,1,1,1
509071,3,,1,1,1,1,2,1,1,1,2,,1,2,1,5,,1971,3,2,1
509123,3,,2,1,1,1,,,,,2,,1,2,2,,,,1,1,1
509366,3,,3,1,3,1,3,1,3,1,1,1,1,2,1,9,,1980,4,2,1
509550,3,,3,1,2,1,,,,,2,,2,,2,,2,,11,2,1
509601,3,,2,1,2,1,2,1,2,1,1,1,2,,2,,,1987,2,3,1
509689,3,,1,1,2,1,2,1,2,1,1,1,1,2,1,6,,1982,2,3,1
509717,3,,2,1,2,1,,,,,2,,1,1,1,2,,,2,2,1
509806,3,,2,1,2,1,2,1,2,1,1,1,2,,1,3,,1985,2,4,1
509869,3,,1,1,1,1,1,1,1,1,2,,1,2,2,,,1968,1,2,1
509889,3,,2,1,1,1,1,1,2,1,1,2,2,,1,4,,1988,1,3,1
510109,3,,2,1,2,1,,,,,2,,2,,2,,,,1,1,1
510181,3,,7,1,7,1,,,,,2,,2,,2,,,,1,1,1
510239,3,,2,1,2,1,2,1,2,1,2,,1,1,1,9,,1991,2,3,1
510244,3,,2,1,2,1,2,1,2,1,1,1,1,2,1,4,,1973,1,2,1
510245,3,,2,1,4,1,2,1,2,1,2,,1,2,1,5,,1992,1,2,1
510329,3,,2,1,1,1,,,,,1,2,2,,1,3,2,,1,4,0
510345,3,,2,1,2,1,2,1,2,1,1,3,2,,1,8,,1990,1,5,0
510374,3,,2,1,3,1,2,1,3,1,1,3,1,2,1,4,,1987,2,3,1
510432,3,,2,1,1,1,,,,,1,1,2,,2,,2,,1,2,0
510433,3,,1,1,1,1,1,1,1,1,2,,2,,2,,,1983,4,4,0
510634,3,,3,1,2,1,1,3,7,3,2,,2,,1,5,,1984,1,2,1
510984,3,,2,1,2,1,,,,,1,1,2,,1,4,2,,4,1,1
511074,3,,2,1,2,1,2,1,1,1,2,,1,3,1,4,,1965,2,2,0
511116,3,,2,1,1,1,,,,,2,,1,3,1,1,2,,1,1,1
511130,3,,1,1,1,1,,,,,2,,2,,1,7,,,1,1,1
511136,3,,1,1,1,1,1,1,1,1,2,,2,,1,7,,1981,1,3,1
511160,3,,1,1,1,1,1,1,1,1,1,1,1,2,2,,,1968,1,2,1
511260,3,,2,1,2,1,,,,,2,,2,,1,2,2,,1,1,1
511307,3,,3,1,3,1,,,,,2,,1,3,1,4,,,1,2,1
511315,3,,1,1,1,1,1,1,1,1,1,2,2,,1,4,,1983,1,2,1
511342,3,,2,1,1,1,,,,,2,,2,,1,3,2,,1,1,1
511352,3,,2,1,2,1,2,1,2,1,2,,2,,1,2,,1983,1,5,1
511354,3,,1,1,1,1,,,,,1,1,1,1,2,,,,1,1,1
511355,3,,1,1,1,1,1,1,1,1,2,,1,3,1,3,,1975,1,2,1
511365,3,,3,1,3,1,3,1,3,1,1,2,2,,1,2,,1995,1,4,1
511367,3,,1,1,1,1,1,1,1,1,1,2,1,2,1,3,,1976,1,2,1
511416,3,,1,1,1,1,,,,,2,,1,5,1,7,,,1,3,1
511419,3,,2,1,2,1,,,,,2,,2,,1,1,,,1,1,1
511424,3,,2,1,2,1,2,1,2,1,2,,1,2,1,5,,1967,1,2,1
511431,3,,3,1,3,1,2,1,2,1,2,,1,4,1,4,,1963,2,2,1
511435,3,,2,1,2,1,3,1,2,1,2,,1,3,1,3,,1962,1,2,1
511438,3,,2,1,2,1,,,,,2,,2,,1,1,2,,1,1,1
511474,3,,2,1,2,1,2,1,2,1,1,2,1,3,1,4,,1985,2,4,1
511491,3,,2,1,2,1,,,,,2,,1,3,1,2,,,1,2,1
511494,3,,1,1,2,1,,,,,2,,1,2,2,,,,4,1,1
511495,3,,2,1,2,1,2,1,2,1,2,,1,1,1,1,,1977,4,3,1
511500,3,,1,1,1,1,1,1,1,1,2,,1,3,2,,,1956,2,2,1
511501,3,,2,1,2,1,2,1,2,1,2,,1,3,1,10,,1968,2,2,1
511519,3,,2,1,1,1,,,,,2,,2,,1,2,2,,2,1,1
511525,3,,1,1,1,1,1,1,1,1,2,,1,1,1,6,,1980,2,3,1
511629,3,,1,1,1,1,5,1,1,1,1,1,1,2,1,3,,1971,2,2,1
511757,3,,2,1,2,1,1,1,1,1,1,1,1,2,1,9,,1973,1,3,1
512211,3,,1,1,1,1,,,,,2,,1,4,1,8,,,1,2,1
512368,3,,1,1,1,1,1,1,2,1,2,,2,,1,5,,1972,1,4,1
512372,3,,1,1,1,1,,,,,2,,1,6,1,1,,,1,1,1
512417,3,,2,1,1,1,,,,,2,,2,,1,1,2,,1,2,1
512452,3,,1,1,1,1,1,1,1,1,1,3,2,,1,3,,1992,1,4,1
512457,3,,1,1,1,1,1,1,1,1,2,,2,,1,4,,1967,1,5,1
512517,3,,2,1,2,1,,,,,2,,1,1,1,2,2,,5,1,1
512574,3,,2,1,1,1,,,,,2,,1,3,1,4,,,1,1,1
512704,3,,2,1,2,1,2,1,2,1,2,,1,2,1,2,,1960,2,2,1
512768,3,,2,1,2,1,,,,,2,,1,1,1,1,,,1,1,1
512784,3,,2,1,2,1,3,1,3,1,1,2,2,,1,4,,1996,1,5,1
512807,3,,3,1,2,1,,,,,2,,1,4,1,1,,,1,1,1
512843,3,,2,1,2,1,2,1,2,1,1,2,2,,1,5,,1990,2,5,1
512845,3,,1,1,1,1,1,1,2,1,2,,1,3,1,4,,1970,1,3,1
512849,3,,2,1,2,1,2,1,2,1,1,1,2,,1,2,,1988,1,3,1
512858,3,,2,1,1,1,1,1,1,1,2,,2,,1,4,,1981,1,3,1
512884,3,,1,1,1,1,1,1,1,1,2,,1,2,1,15,,1989,2,3,1
512887,3,,1,1,1,1,1,1,1,1,1,1,2,,1,18,,1990,2,4,1
512892,3,,1,1,1,1,,,,,2,,1,3,1,2,,,1,1,1
512897,3,,4,1,1,1,,,,,2,,1,4,2,,,,1,1,1
512921,3,,3,1,2,1,2,1,2,1,1,1,1,1,2,,,1976,3,2,1
512941,3,,2,1,2,1,2,1,2,1,1,4,2,,1,3,,2006,1,4,1
512963,3,,2,1,2,1,2,1,2,1,2,,1,1,1,2,,1963,1,2,1
513045,3,,2,1,3,1,2,1,2,1,2,,2,,1,8,,1980,1,3,1
513064,3,,2,1,2,1,2,1,2,1,2,,2,,1,4,,1979,1,2,1
513131,3,,5,1,2,1,2,1,2,1,2,,2,,1,3,,1958,2,2,1
513330,3,,1,1,2,1,2,1,1,1,2,,2,,2,,,1963,1,2,1
513335,3,,1,1,1,1,1,1,1,1,2,,1,1,1,2,,1974,2,3,0
513369,3,,7,1,7,1,7,1,7,1,2,,1,2,1,3,,1960,1,2,1
513377,3,,1,1,2,1,,,,,2,,2,,1,1,2,,2,2,1
513384,3,,2,1,2,1,2,1,1,1,2,,1,1,2,,,1965,2,2,1
513406,3,,3,1,3,1,3,1,3,1,1,2,1,1,1,1,,1980,2,3,1
513411,3,,3,1,2,1,,,,,2,,2,,2,,2,,2,1,0
513428,3,,3,1,3,1,,,,,1,1,2,,2,,2,,2,2,1
513437,3,,5,1,4,1,5,1,4,1,1,2,2,,1,3,,1997,4,3,1
610980,3,,4,1,4,1,3,1,2,1,2,,1,2,2,,,1958,3,2,1
611412,3,,4,1,3,1,3,1,4,1,1,2,2,,1,3,,1991,3,4,1
611441,3,,2,1,2,1,2,1,2,1,1,1,1,1,1,5,,1984,2,2,1
611453,3,,2,1,2,1,,,,,2,,1,2,1,1,,,2,1,1
611512,3,,2,1,2,1,1,1,1,1,2,,1,2,1,2,,1957,2,2,1
611614,3,,3,1,2,1,4,1,2,1,1,4,2,,1,2,,1989,4,4,1
611774,3,,4,1,4,1,,,,,2,,1,1,1,2,2,,1,1,1
612011,3,,4,1,2,1,4,1,2,1,2,,1,1,1,1,,2001,2,2,1
612269,3,,2,1,2,1,,,,,1,2,2,,1,2,2,,3,1,1
612423,3,,3,1,2,1,,,,,2,,2,,1,1,,,2,1,1
613605,3,,5,1,5,1,,,,,2,,1,2,1,4,,,3,1,1
613825,3,,1,1,1,1,,,,,2,,1,2,2,,,,2,1,1
614068,3,,1,1,1,1,,,,,2,,2,,2,,,,1,1,1
614094,3,,1,1,2,1,1,1,1,1,2,,1,2,2,,,1970,1,2,1
614660,3,,2,1,1,1,,,,,1,1,1,2,1,2,,,1,2,1
614683,3,,2,1,2,1,3,1,2,1,1,1,1,2,1,5,,1989,2,2,1
614783,3,,3,1,3,1,,,,,2,,2,,2,,2,,1,1,1
615399,3,,2,1,2,1,2,1,2,1,2,,2,,2,,,1985,6,4,1
615751,3,,3,1,3,1,,,,,2,,1,2,1,1,,,2,1,1
616016,3,,2,1,2,1,2,1,2,1,2,,1,1,2,,,1961,1,2,1
616313,3,,5,1,4,1,4,1,5,1,1,2,2,,1,3,,1986,3,3,1
617023,3,,4,1,3,1,3,1,2,1,2,,2,,2,,,1983,2,2,1
617231,3,,1,1,1,1,,,,,2,,1,1,1,6,,,2,1,1
617398,3,,5,1,3,1,5,1,5,1,1,1,1,2,1,4,,1999,3,3,1
617902,3,,4,1,4,1,5,1,4,1,2,,1,2,1,3,,1976,2,2,1
618755,3,,1,1,1,1,3,1,3,1,2,,1,2,1,5,,1969,2,2,1
619457,3,,4,1,2,1,,,,,1,1,2,,1,3,,,2,3,1
620481,3,,2,1,2,1,5,1,4,1,2,,1,1,1,4,,1984,4,2,1
620503,3,,2,1,2,1,1,1,1,1,2,,1,1,1,2,,1971,2,2,1
620805,3,,4,1,2,1,2,1,2,1,2,,1,1,1,3,,1979,3,2,1
620829,3,,5,1,4,1,,,,,1,2,2,,1,2,2,,2,3,1
620858,3,,2,1,2,1,2,1,2,1,2,,2,,1,5,,1984,3,4,1
621762,3,,2,1,1,1,,,,,2,,2,,1,1,2,,1,2,1
621766,3,,4,2,1,2,,,,,2,,2,,1,2,2,,1,1,1
621773,3,,2,1,2,1,2,1,2,1,1,1,2,,1,3,,1990,1,4,1
622034,3,,3,1,2,1,2,1,2,1,1,3,2,,1,1,,1992,5,4,1
622228,3,,2,1,2,1,2,1,2,1,1,1,1,2,1,2,,1975,4,2,1
622306,3,,2,1,2,1,,,,,2,,1,2,1,7,,,1,1,1
622707,3,,2,1,2,1,,,,,2,,1,2,2,,,,1,1,1
622717,3,,2,1,2,1,,,,,2,,1,2,2,,,,1,1,1
622915,3,,2,1,2,1,2,1,2,1,2,,1,2,2,,,1991,3,2,0
623281,3,,2,1,3,1,2,1,2,1,2,,1,4,1,9,,1972,5,2,1
623300,3,,2,1,2,1,2,1,2,1,1,2,2,,1,1,,1988,5,4,0
623305,3,,2,1,2,1,2,1,2,1,1,1,2,,1,8,,1985,4,6,1
623606,3,,1,1,1,1,1,1,1,1,1,2,1,1,1,4,,1973,3,2,1
623614,3,,2,1,1,1,1,1,1,1,1,1,2,,1,6,,1984,1,3,1
623619,3,,1,1,1,1,,,,,2,,2,,1,5,,,2,3,1
624781,3,,1,1,1,1,1,1,3,1,1,2,2,,1,5,,1997,1,4,0
625193,3,,4,1,2,1,1,1,1,1,2,,1,1,1,5,,1968,1,2,1
625513,3,,2,1,1,1,,,,,2,,1,2,2,,,,1,2,1
625536,3,,1,1,1,1,1,1,2,1,1,4,1,2,1,3,,2016,1,2,1
625641,3,,2,1,2,1,2,1,2,1,2,,1,1,1,2,,1972,4,2,1
625694,3,,2,1,2,1,7,2,1,2,1,1,2,,1,3,,1999,1,3,1
625983,3,,2,1,2,1,2,1,2,1,2,,1,1,1,10,,1980,1,3,1
626189,3,,1,1,1,1,,,,,2,,1,3,2,,,,3,1,1
626240,3,,1,1,1,1,1,1,1,1,2,,2,,2,,,1963,2,3,1
626259,3,,3,1,2,1,2,1,2,1,2,,1,1,1,3,,1980,3,3,1
626310,3,,2,1,2,1,2,1,2,1,2,,2,,1,2,,1988,3,4,1
626312,3,,1,1,1,1,,,,,2,,1,4,2,,,,2,1,1
626361,3,,2,1,1,1,7,1,7,1,2,,1,2,1,4,,1964,1,2,1
626641,3,,2,1,2,1,,,,,2,,2,,2,,,,3,1,1
626680,3,,2,1,2,1,,,,,2,,1,1,2,,,,5,1,1
626851,3,,3,1,2,1,2,1,2,1,1,1,1,1,1,3,,1986,3,3,1
626868,3,,2,1,2,1,,,,,2,,2,,1,4,2,,2,1,1
627067,3,,2,1,2,1,1,1,1,1,2,,1,2,1,2,,1958,1,2,1
627314,3,,2,1,2,1,2,1,2,1,1,2,2,,1,7,,1991,1,4,1
627479,3,,1,1,1,1,1,1,1,1,1,1,1,1,2,,,1985,2,4,1
628418,3,,2,1,2,1,2,1,2,1,1,1,1,1,1,6,,1971,1,3,1
629458,3,,2,1,4,1,1,1,1,1,2,,2,,1,5,,1983,1,4,1
629478,3,,5,1,3,1,4,1,3,1,2,,1,2,1,9,,1980,1,2,1
629488,3,,1,1,1,1,3,1,3,1,2,,1,2,1,6,,1968,1,2,1
629828,3,,2,1,2,1,2,1,2,1,1,1,1,3,1,9,,1969,1,2,1
629984,3,,1,1,1,1,,,,,2,,1,3,1,5,,,1,5,1
630345,3,,2,1,2,1,2,1,1,1,2,,1,2,1,9,,1981,1,2,1
630650,3,,2,1,2,2,,,,,2,,1,2,1,4,,,1,1,1
630858,3,,2,1,2,1,2,1,2,1,2,,1,2,1,3,,1966,2,2,1
631016,3,,2,1,7,1,7,1,7,1,2,,1,3,1,1,,1962,2,2,1
631306,3,,1,1,7,1,,,,,2,,1,1,1,4,,,2,4,1
631431,3,,2,1,2,1,3,1,2,1,1,1,2,,1,3,,1969,3,2,1
631712,3,,2,1,2,1,3,1,2,1,1,2,1,2,1,4,,1982,3,4,1
631954,3,,1,1,1,1,1,1,1,1,2,,1,3,1,3,,1969,1,2,0
632099,3,,2,1,2,1,,,,,2,,1,2,1,1,2,,2,1,1
632118,3,,1,1,1,1,2,1,2,1,2,,1,3,1,3,,1968,1,2,1
633412,3,,2,1,2,1,3,1,3,1,1,2,2,,1,2,,2000,1,2,1
633458,3,,4,1,2,1,2,1,2,1,1,1,1,2,1,2,,1973,1,2,1
633654,3,,2,1,3,1,2,1,1,1,1,2,1,2,1,3,,1988,3,2,1
633941,3,,4,1,4,1,,,,,2,,1,2,1,5,,,1,1,1
634144,3,,2,1,3,1,2,1,4,1,1,2,2,,1,2,,1994,1,3,0
634442,3,,2,1,2,1,2,1,2,1,2,,1,2,2,,,1963,3,2,1
634732,3,,2,1,1,1,2,1,2,1,2,,2,,1,3,,1982,3,3,1
635007,3,,2,1,2,1,2,1,2,1,2,,1,3,1,3,,1960,2,2,1
635112,3,,2,1,2,1,3,1,1,1,1,2,2,,1,5,,1993,1,4,1
635346,3,,3,1,2,1,2,1,2,1,1,3,2,,1,2,,1996,4,3,1
635513,3,,2,1,2,1,2,1,2,1,2,,2,,1,5,,1989,1,4,1
635514,3,,2,1,2,1,2,1,2,1,2,,2,,1,2,,1990,1,4,1
636206,3,,7,3,7,3,7,3,7,3,2,,1,6,2,,,1958,2,2,1
636237,3,,3,1,2,1,7,1,7,1,1,2,2,,1,10,,1991,3,4,1
636289,3,,2,1,2,1,2,1,2,1,2,,1,2,1,1,,1976,2,2,1
636305,3,,2,1,2,1,2,1,2,1,2,,2,,1,3,,1985,1,4,1
636401,3,,1,1,1,1,1,1,1,1,2,,1,2,1,3,,1965,1,2,1
636407,3,,1,1,1,1,1,1,1,1,1,1,1,2,1,6,,1972,1,2,1
636418,3,,1,1,1,1,1,1,1,1,2,,1,4,2,,,1951,1,2,1
637242,3,,1,1,1,1,,,,,2,,1,1,1,2,,,2,1,1
637619,3,,2,1,2,1,2,1,2,1,2,,1,2,1,2,,1956,1,2,1
637701,3,,1,1,1,1,1,1,1,1,2,,2,,1,4,,1970,1,4,1
637711,3,,1,2,1,2,,,,,2,,2,,1,1,,,1,1,1
637869,3,,2,1,1,1,1,1,1,1,2,,1,3,1,6,,1956,1,2,1
638250,3,,2,1,2,1,2,1,2,1,2,,1,1,1,3,,1970,1,2,1
638339,3,,2,1,1,1,1,1,1,1,2,,1,1,1,10,,1975,3,2,0
638360,3,,4,1,2,1,4,1,2,1,2,,1,2,1,2,,1975,1,2,1
638395,3,,4,1,4,1,5,1,3,1,1,2,2,,1,4,,1991,4,4,1
639013,3,,2,1,1,1,,,,,2,,1,1,1,7,,,4,2,1
639331,3,,7,1,7,1,,,,,1,1,2,,1,1,2,,3,4,1
639502,3,,4,1,2,1,,,,,2,,2,,1,1,2,,2,2,1
639575,3,,2,1,2,1,,,,,2,,2,,2,,2,,3,1,1
639924,3,,2,1,2,1,2,1,2,1,1,2,2,,1,4,,1989,3,6,1
639971,3,,2,1,1,1,1,1,1,1,1,2,2,,1,4,,1993,1,5,1
640164,3,,2,1,2,1,2,1,2,1,1,1,1,2,1,2,,1974,2,2,1
640212,3,,2,1,2,1,1,1,2,1,1,2,2,,1,4,,1990,2,3,1
640790,3,,1,1,1,1,,,,,2,,1,1,1,1,,,2,1,1
640821,3,,3,1,3,1,5,1,4,1,1,2,2,,1,4,,1992,2,4,1
640837,3,,2,1,2,1,2,1,2,1,2,,1,1,1,4,,1965,4,2,1
640864,3,,2,1,2,1,1,1,1,1,1,2,2,,1,7,,1993,4,4,1
640954,3,,1,1,1,1,,,,,2,,1,1,2,,,,1,1,1
641084,3,,2,1,2,1,2,1,2,1,2,,1,2,1,8,,1968,1,2,1
641624,3,,3,1,3,1,,,,,2,,2,,1,1,2,,1,1,1
641628,3,,1,1,1,1,,,,,2,,2,,1,4,,,1,3,1
648534,3,,2,1,1,1,3,1,2,1,1,1,1,1,1,6,,1974,3,3,1
648636,3,,1,1,1,1,,,,,2,,2,,1,2,2,,1,2,0
648863,3,,2,1,2,1,,,,,2,,1,1,2,,,,1,1,1
649032,3,,1,1,1,1,2,1,2,1,1,1,1,2,1,3,,1980,1,2,1
649054,3,,2,1,2,1,2,1,2,1,1,4,2,,2,,,1998,1,4,1
649071,3,,1,1,1,1,1,1,1,1,2,,1,4,1,3,,1987,1,2,1
649089,3,,2,1,2,1,2,1,2,1,1,2,2,,1,3,,1995,1,5,1
649391,3,,2,1,2,1,,,,,2,,2,,2,,,,1,1,1
650027,3,,2,1,2,1,,,,,2,,1,2,1,2,2,,4,1,0
650048,3,,2,1,2,1,,,,,2,,2,,2,,,,1,1,1
650079,3,,2,1,2,1,,,,,2,,1,1,1,1,,,2,1,1
650091,3,,2,1,2,1,2,1,2,1,2,,1,4,1,4,,1963,1,2,1
670338,3,,2,1,2,1,,,,,2,,1,4,1,1,,,1,2,1
670362,3,,1,1,1,1,1,1,1,1,2,,1,3,1,3,,1965,1,2,1
670485,3,,1,1,2,1,1,1,1,1,1,1,1,3,1,10,,1977,1,2,1
670652,3,,2,1,2,1,,,,,2,,1,1,2,,,,1,1,1
670670,3,,1,1,1,1,1,1,1,1,2,,1,2,2,,,1963,1,2,1
670698,3,,2,1,2,1,2,1,2,1,2,,2,,2,,,2015,1,2,1
670711,3,,4,1,3,1,3,1,3,1,2,,2,,2,,,2007,4,3,1
670762,3,,1,1,1,1,,,,,2,,1,2,1,4,,,1,1,1
670853,3,,2,1,1,1,,,,,2,,1,3,1,2,,,2,2,1
670857,3,,2,1,2,1,2,1,2,1,1,4,2,,1,4,,1995,2,5,1
671105,3,,4,1,2,1,,,,,2,,2,,1,1,2,,4,1,1
671136,3,,2,1,2,1,2,1,2,1,1,1,1,3,1,14,,1985,2,3,1
671149,3,,4,1,4,1,,,,,2,,1,2,2,,,,4,3,1
671152,3,,3,1,3,1,2,1,3,1,1,3,2,,1,5,,2005,1,4,1
671153,3,,2,1,2,1,4,1,2,1,1,2,1,2,1,1,,1976,2,2,1
671200,3,,2,1,2,1,2,1,2,1,2,,1,3,1,2,,1958,1,2,1
671206,3,,3,1,2,1,4,1,4,1,1,1,2,,1,3,,1994,3,4,1
671296,3,,1,1,1,1,,,,,2,,1,2,1,1,,,1,1,1
671300,3,,1,1,1,1,2,1,2,1,1,4,2,,1,4,,1991,1,3,1
671362,3,,3,1,2,1,,,,,1,2,1,2,2,,2,,3,1,1
671480,3,,2,1,2,1,2,1,2,1,1,3,2,,1,2,,1994,2,4,1
671520,3,,2,1,2,1,2,1,2,1,1,1,2,,1,4,,1992,2,3,1
671582,3,,1,1,1,1,1,1,1,1,2,,1,2,1,14,,1966,1,2,1
671698,3,,2,1,2,1,2,2,2,2,1,2,2,,1,1,,2007,2,3,1
671733,3,,2,1,2,1,2,1,2,1,1,3,2,,1,4,,1987,2,3,1
671739,3,,3,1,2,1,4,2,4,2,1,1,1,1,1,3,,1997,2,3,1
671838,3,,1,1,1,1,,,,,2,,1,3,1,6,,,2,1,1
671841,3,,2,1,2,1,2,1,2,1,1,3,2,,1,1,,1997,2,3,1
671893,3,,2,1,2,1,2,1,2,1,1,4,2,,1,6,,1997,2,4,1
671904,3,,3,1,3,1,2,1,2,1,2,,1,1,1,3,,1967,1,2,1
671909,3,,3,1,3,1,3,1,3,1,1,4,2,,1,2,,1991,1,2,1
672063,3,,1,1,1,1,2,1,1,1,3,,2,,2,,,1979,1,3,1
672065,3,,2,1,2,1,2,1,2,1,2,,2,,2,,,1973,2,2,1
672142,3,,2,1,2,1,1,1,1,1,1,4,1,2,1,6,,1987,2,2,1
672351,3,,1,1,1,1,1,1,1,1,2,,2,,1,2,,1958,1,4,1
672417,3,,3,1,4,1,3,1,3,1,1,4,2,,1,2,,2007,2,3,1
672430,3,,2,1,2,1,,,,,2,,1,4,1,1,,,1,1,1
672486,3,,1,1,1,1,1,1,1,1,2,,2,,2,,,1973,2,2,0
672541,3,,4,1,3,1,4,1,4,1,2,,1,2,1,2,,1994,2,2,1
672580,3,,2,1,2,1,1,1,1,1,1,2,1,3,1,10,,1982,1,2,1
672620,3,,2,1,2,1,2,1,2,1,1,1,1,2,1,2,,1975,3,2,1
