nquest,ctit,nctit,ictit,unaban,banche,scoper,utscoper,mesiscoper,vmscoper,fscoper,fscoper1,carta,carte,usocart,cartdeb,cartdeb1,bancomat,nbancoma,cartapre,ncartapre,spesecon,coldis,trading,DEPOSIT,NDEPOSIT
920827,2,,,1,1,1,1,2,200,200,,1,2,3,,1,1,1,1,1,200,2,,1,1
920829,2,,,1,1,2,,,,,,2,,,,,1,1,2,,1200,2,,1,1
920839,2,,,1,1,2,,,,,,2,,,,,1,2,2,,1000,1,2,1,2
920840,2,,,1,1,2,,,,,,2,,,,,1,2,1,1,900,2,,1,2
920842,2,,,2,2,2,,,,,,2,,,,,1,2,1,1,1000,1,2,1,2
920845,2,,,1,1,2,,,,,,2,,,,,1,1,1,1,1000,2,,1,1
920847,2,,,1,1,2,,,,,,2,,,,,1,1,2,,500,2,,1,1
920849,2,,,1,1,2,,,,,,2,,,,,1,1,2,,600,2,,1,1
920855,,,,1,1,,,,,,,2,,,,,2,,2,,1000,2,,1,1
920858,2,,,1,1,2,,,,,,2,,,,,1,1,2,,1000,2,,1,1
920864,2,,,1,1,2,,,,,,2,,,,,1,1,1,1,500,2,,1,1
920865,2,,,1,1,2,,,,,,2,,,,,1,1,2,,800,2,,1,1
920866,2,,,2,2,2,,,,,,2,,,,,2,,1,1,1500,2,,1,3
920867,2,,,2,2,2,,,,,,2,,,,,1,2,2,,1000,2,,1,2
920868,2,,,1,1,2,,,,,,2,,,,,1,1,2,,900,2,,1,1
920869,2,,,1,1,2,,,,,,2,,,,,1,2,2,,2000,2,,1,1
920871,,,,,,,,,,,,2,,,,,2,,2,,300,2,,2,0
920872,,,,,,,,,,,,2,,,,,2,,2,,600,2,,2,0
920874,,,,1,1,,,,,,,2,,,,,2,,1,1,800,2,,1,1
920875,,,,,,,,,,,,2,,,,,2,,2,,800,2,,2,0
920911,2,,,1,1,1,2,,,,,2,,,,,1,1,2,,500,2,,1,1
920912,2,,,1,1,1,2,,,,,2,,,,,1,1,2,,800,2,,1,1
920913,2,,,1,1,2,,,,,,2,,,,,1,1,2,,400,2,,1,1
920916,2,,,1,1,1,1,3,1500,500,,1,1,2,,,1,1,1,1,350,1,2,1,1
920922,2,,,1,1,2,,,,,,2,,,,,1,1,2,,300,2,,1,1
920925,2,,,2,2,1,1,4,5000,5000,,1,1,1,,,1,1,1,1,500,1,2,1,3
920928,2,,,1,1,1,2,,,,,2,,,,,1,1,2,,500,2,,1,1
920933,2,1,1,1,1,1,2,,,,,1,1,2,,,1,1,1,1,400,1,2,1,1
920935,2,,,1,1,1,2,,,,,1,1,2,,,1,1,1,1,600,1,2,1,1
920937,2,,,1,1,3,,,,,,1,1,2,,,1,1,1,1,700,1,2,1,1
920938,2,,,2,2,1,2,,,,,1,1,2,,,1,2,1,1,800,1,2,1,2
920942,2,,,1,1,1,2,,,,,1,1,2,,,1,2,1,1,400,1,2,1,1
920946,2,,,1,1,1,2,,,,,1,1,2,,,1,1,2,,700,2,,1,1
920948,2,,,1,1,3,,,,,,1,1,2,,,1,1,2,,500,1,2,1,1
920949,2,,,1,1,1,2,,,,,1,1,2,,,1,1,2,,300,2,,1,1
920951,1,1,1,1,1,1,2,,,,,1,1,2,,,1,2,1,1,800,1,2,1,1
920953,2,,,1,1,1,2,,,,,2,,,,,1,1,2,,600,1,2,1,1
920955,,,,,,,,,,,,2,,,,,2,,2,,1000,2,,2,0
920956,,,,1,1,,,,,,,2,,,,,2,,2,,750,2,,1,1
920960,,,,1,1,,,,,,,2,,,,,2,,2,,680,2,,1,1
920981,,,,1,1,,,,,,,2,,,,,2,,2,,800,2,,1,1
920988,,,,,,,,,,,,2,,,,,2,,2,,250,2,,2,0
921001,2,,,2,2,2,,,,,,2,,,,,1,1,2,,1000,2,,1,4
921003,,,,1,1,,,,,,,2,,,,,1,1,2,,1100,2,,1,1
921004,2,,,2,2,2,,,,,,1,1,2,,,1,1,1,1,300,1,2,1,2
921005,2,,,2,3,2,,,,,,1,1,2,,,1,4,1,1,300,1,2,1,3
921006,2,,,2,2,2,,,,,,2,,,,,1,2,2,,2000,2,,1,2
921008,2,,,1,1,2,,,,,,2,,,,,1,1,2,,600,2,,1,1
921009,1,1,2,1,1,1,1,3,7000,2000,,1,1,2,,,1,1,2,,300,1,2,1,2
921010,2,,,2,2,2,,,,,,1,1,2,,,2,,2,,800,1,2,1,2
921011,2,,,2,2,2,,,,,,2,,,,,1,2,2,,2000,2,,1,2
921047,2,,,1,1,2,,,,,,2,,,,,1,1,2,,700,2,,1,1
921055,,,,1,1,,,,,,,2,,,,,2,,2,,650,2,,1,1
921057,,,,1,1,,,,,,,2,,,,,2,,2,,680,2,,1,1
921058,,,,1,1,,,,,,,2,,,,,2,,2,,600,2,,1,1
921070,2,,,1,1,2,,,,,,2,,,,,1,1,2,,500,2,,1,1
921094,,,,1,1,,,,,,,2,,,,,2,,2,,500,2,,1,1
921099,,,,1,1,,,,,,,2,,,,,2,,2,,500,2,,1,1
921101,2,,,2,2,2,,,,,,2,,,,,1,2,2,,1400,2,,1,2
921102,2,,,1,1,2,,,,,,2,,,,,2,,2,,1200,2,,1,1
921103,,,,1,1,,,,,,,2,,,,,2,,2,,600,2,,1,1
921104,2,,,1,1,2,,,,,,2,,,,,1,1,2,,1200,2,,1,2
921110,2,1,1,1,1,1,1,4,1500,0,,1,1,3,0,,1,1,2,,2000,1,2,1,1
921113,,,,1,1,,,,,,,2,,,,,2,,2,,150,2,,1,1
921140,,,,,,,,,,,,2,,,,,2,,1,2,500,2,,2,0
921147,,,,,,,,,,,,2,,,,,2,,1,1,300,2,,2,0
921151,,,,,,,,,,,,2,,,,,2,,1,1,1000,2,,2,0
921152,,,,,,,,,,,,2,,,,,2,,1,1,200,2,,2,0
921177,,,,,,,,,,,,2,,,,,2,,1,1,500,2,,2,0
921179,,,,,,,,,,,,2,,,,,2,,1,1,500,2,,2,0
921180,,,,,,,,,,,,2,,,,,2,,1,1,200,2,,2,0
921227,2,,,2,2,2,,,,,,1,2,1,,,1,2,1,1,300,1,2,1,3
921229,2,,,1,1,2,,,,,,2,,,,,1,1,2,,300,2,,1,1
921230,,,,1,1,,,,,,,2,,,,,2,,2,,200,2,,1,1
921234,2,,,1,1,1,2,,,,,1,1,2,,,1,2,2,,800,2,,1,1
921235,2,,,1,1,2,,,,,,2,,,,,1,1,2,,400,2,,1,2
921238,2,1,1,2,2,2,,,,,,2,,,,,1,2,2,,2000,2,,1,3
921239,2,,,1,1,2,,,,,,2,,,,,1,1,2,,500,1,2,1,1
921240,2,,,1,1,2,,,,,,2,,,,,1,2,2,,700,2,,1,2
921244,2,,,1,1,2,,,,,,2,,,,,1,1,2,,300,2,,1,1
921246,2,,,1,1,2,,,,,,2,,,,,1,1,2,,400,2,,1,1
921247,2,,,2,2,1,1,4,2500,,1,2,,,,,1,2,2,,600,2,,1,2
921254,2,,,1,1,2,,,,,,2,,,,,1,1,2,,500,2,,1,1
921255,2,,,2,3,2,,,,,,1,1,1,,,1,3,2,,400,1,2,1,3
921269,2,,,1,1,2,,,,,,2,,,,,1,1,1,1,300,2,,1,1
921270,2,,,1,1,2,,,,,,2,,,,,1,1,2,,400,2,,1,1
921272,,,,,,,,,,,,2,,,,,2,,2,,700,2,,2,0
921273,2,,,1,1,2,,,,,,2,,,,,1,1,2,,1000,2,,1,1
921275,2,,,2,2,2,,,,,,2,,,,,1,3,1,1,2000,1,2,1,3
921277,2,,,1,1,2,,,,,,2,,,,,1,1,2,,700,2,,1,2
921278,,,,1,1,,,,,,,2,,,,,2,,2,,1200,2,,1,1
921279,,,,1,1,,,,,,,2,,,,,1,1,2,,1000,2,,1,1
921281,,,,1,1,,,,,,,2,,,,,2,,2,,500,2,,1,1
921291,,,,,,,,,,,,2,,,,,2,,2,,150,2,,2,0
921299,,,,1,1,,,,,,,2,,,,,1,1,2,,650,2,,1,1
921316,2,,,2,2,2,,,,,,2,,,,,2,,2,,600,2,,1,2
921319,2,,,1,1,2,,,,,,2,,,,,1,1,2,,500,2,,1,1
921320,2,,,1,1,2,,,,,,2,,,,,2,,2,,1000,2,,1,1
921321,2,,,1,1,2,,,,,,2,,,,,1,1,2,,500,2,,1,1
921322,2,,,2,2,1,1,10,3000,2000,,1,1,2,,,1,2,2,,800,2,,1,2
921323,2,,,1,1,2,,,,,,2,,,,,1,1,2,,600,2,,1,1
921326,2,,,1,1,2,,,,,,2,,,,,1,2,2,,700,2,,1,1
921333,2,,,2,2,2,,,,,,2,,,,,1,1,2,,400,2,,1,2
921334,2,,,2,3,2,,,,,,2,,,,,1,3,1,1,500,1,2,1,4
921336,2,,,1,1,2,,,,,,2,,,,,1,1,2,,400,2,,1,1
921364,,,,,,,,,,,,2,,,,,2,,2,,500,2,,2,0
921365,2,,,2,2,2,,,,,,1,1,1,,,1,3,2,,1500,2,,1,3
921370,2,,,1,1,2,,,,,,2,,,,,1,1,2,,1000,2,,1,1
921373,,,,1,1,,,,,,,2,,,,,1,1,2,,800,2,,1,1
921387,2,,,1,1,2,,,,,,2,,,,,1,1,2,,500,2,,1,1
921388,2,1,1,1,1,2,,,,,,2,,,,,1,1,1,1,300,2,,1,2
921389,2,,,2,2,2,,,,,,2,,,,,1,1,2,,600,2,,1,2
921391,2,,,1,1,2,,,,,,2,,,,,1,2,1,1,600,2,,1,1
921407,,,,,,,,,,,,2,,,,,2,,2,,800,2,,2,0
921410,,,,,,,,,,,,2,,,,,2,,2,,500,2,,2,0
921411,,,,,,,,,,,,2,,,,,2,,2,,1200,2,,2,0
921412,,,,,,,,,,,,2,,,,,2,,2,,500,2,,2,0
921414,2,,,1,1,2,,,,,,2,,,,,2,,2,,650,2,,1,1
921424,,,,,,,,,,,,2,,,,,2,,2,,900,2,,2,0
921432,2,,,1,1,2,,,,,,2,,,,,2,,2,,1500,2,,1,1
921452,2,,,1,1,2,,,,,,2,,,,,1,1,2,,750,2,,1,1
921455,2,,,2,2,3,,,,,,1,1,1,,,1,2,2,,850,2,,1,2
921471,,,,,,,,,,,,2,,,,,2,,2,,200,2,,2,0
921473,2,,,1,1,3,,,,,,2,,,,,1,1,2,,1000,2,,1,1
921476,,,,,,,,,,,,2,,,,,2,,2,,500,2,,2,0
921510,,,,,,,,,,,,2,,,,,2,,2,,1000,2,,2,0
921511,,,,,,,,,,,,2,,,,,2,,2,,1200,2,,2,0
921523,,,,,,,,,,,,2,,,,,2,,2,,700,2,,2,0
921526,,,,,,,,,,,,2,,,,,2,,2,,500,2,,2,0
921527,,,,,,,,,,,,2,,,,,2,,2,,1000,2,,2,0
921537,,,,,,,,,,,,2,,,,,2,,2,,800,2,,2,0
921541,2,,,1,1,2,,,,,,2,,,,,2,,2,,900,2,,1,1
921543,,,,,,,,,,,,2,,,,,2,,2,,1000,2,,2,0
921549,2,,,1,1,2,,,,,,2,,,,,2,,2,,700,2,,1,1
921552,2,,,1,1,2,,,,,,2,,,,,2,,2,,1000,2,,1,1
921554,,,,,,,,,,,,2,,,,,2,,2,,1500,2,,2,0
921560,2,,,1,1,2,,,,,,2,,,,,2,,2,,590,2,,1,1
921561,2,,,1,1,2,,,,,,2,,,,,2,,2,,2000,2,,1,1
921569,,,,,,,,,,,,2,,,,,2,,2,,1200,2,,2,0
921594,2,,,1,1,2,,,,,,2,,,,,1,1,2,,1000,2,,1,1
921595,2,,,1,1,1,2,,,,,2,,,,,1,1,1,1,500,2,,1,1
921596,2,,,1,1,1,2,,,,,1,1,2,,,1,1,1,1,800,1,2,1,2
921603,2,,,1,1,1,2,,,,,2,,,,,1,1,1,1,800,2,,1,1
921623,2,,,1,1,1,2,,,,,2,,,,,1,1,2,,700,2,,1,1
921636,2,1,1,1,1,2,,,,,,1,1,3,1000,,1,1,1,1,1700,1,1,1,1
921639,,,,,,,,,,,,2,,,,,2,,2,,500,2,,1,1
921646,,,,,,,,,,,,2,,,,,2,,2,,500,2,,2,0
921657,,,,,,,,,,,,2,,,,,2,,2,,580,2,,2,0
921666,,,,1,1,,,,,,,2,,,,,2,,1,1,500,2,,1,1
921668,,,,,,,,,,,,2,,,,,2,,2,,400,2,,2,0
921671,2,,,1,1,3,,,,,,2,,,,,1,1,2,,1000,2,,1,1
921676,2,,,1,1,1,2,,,,,2,,,,,1,1,1,1,700,2,,1,1
921679,2,,,1,1,1,2,,,,,1,1,1,,,1,1,2,,900,1,2,1,1
921680,2,,,1,1,2,,,,,,2,,,,,1,1,2,,1400,2,,1,1
921681,2,,,1,1,2,,,,,,2,,,,,1,2,2,,1000,2,,1,2
921687,2,,,1,1,1,2,,,,,1,1,2,,,1,1,1,1,800,1,2,1,1
921691,2,,,1,1,1,2,,,,,2,,,,,1,1,2,,500,2,,1,1
921694,2,,,1,1,2,,,,,,2,,,,,1,1,2,,1300,2,,1,1
921701,2,,,1,1,2,,,,,,2,,,,,1,1,2,,1000,2,,1,1
921704,2,,,2,2,1,2,,,,,2,,,,,1,1,1,1,1000,2,,1,2
921717,2,,,1,1,1,2,,,,,1,1,2,,,1,1,1,1,700,1,2,1,1
921718,2,,,1,1,1,2,,,,,2,,,,,1,1,2,,600,2,,1,1
921721,,,,,,,,,,,,2,,,,,2,,2,,1000,2,,2,0
921723,2,,,1,1,2,,,,,,2,,,,,1,1,2,,1200,2,,1,1
921728,2,,,2,2,2,,,,,,2,,,,,1,2,1,1,1500,2,,1,2
921730,2,,,1,1,2,,,,,,2,,,,,2,,2,,450,2,,1,1
921733,,,,,,,,,,,,2,,,,,2,,2,,1100,2,,2,0
921737,,,,,,,,,,,,2,,,,,2,,2,,1000,2,,2,0
921740,,,,,,,,,,,,2,,,,,2,,2,,1200,2,,2,0
921742,,,,,,,,,,,,2,,,,,2,,2,,1000,2,,2,0
921743,,,,,,,,,,,,2,,,,,2,,2,,1200,2,,2,0
921750,,,,,,,,,,,,2,,,,,2,,2,,1000,2,,2,0
921752,,,,,,,,,,,,2,,,,,2,,2,,2000,2,,2,0
921755,,,,,,,,,,,,2,,,,,2,,2,,1000,2,,2,0
921758,,,,,,,,,,,,2,,,,,2,,2,,1000,2,,2,0
921761,,,,,,,,,,,,2,,,,,2,,2,,1000,2,,2,0
921766,,,,,,,,,,,,2,,,,,2,,2,,1200,2,,2,0
921773,2,,,2,2,2,,,,,,2,,,,,2,,2,,1500,2,,1,3
921777,2,,,1,1,3,,,,,,1,1,1,,,1,1,2,,1000,2,,1,1
921780,,,,,,,,,,,,2,,,,,2,,2,,500,2,,2,0
921784,2,,,1,1,2,,,,,,2,,,,,2,,2,,1300,2,,1,1
921785,2,,,1,1,2,,,,,,2,,,,,2,,2,,600,2,,1,1
921789,2,,,1,1,2,,,,,,2,,,,,2,,2,,1000,2,,1,1
921792,,,,,,,,,,,,2,,,,,2,,2,,700,2,,2,0
921800,,,,,,,,,,,,2,,,,,2,,2,,1150,2,,2,0
921804,,,,,,,,,,,,2,,,,,2,,2,,580,2,,2,0
921805,,,,,,,,,,,,2,,,,,2,,2,,700,2,,2,0
921806,,,,,,,,,,,,2,,,,,2,,2,,850,2,,2,0
921807,,,,,,,,,,,,2,,,,,2,,2,,300,2,,2,0
921809,,,,,,,,,,,,2,,,,,2,,2,,800,2,,2,0
921810,,,,,,,,,,,,2,,,,,2,,2,,1200,2,,2,0
921817,,,,1,1,,,,,,,2,,,,,2,,2,,750,2,,1,1
921827,2,,,1,1,2,,,,,,1,1,2,,,1,1,2,,1000,1,2,1,1
921828,,,,1,1,,,,,,,2,,,,,2,,2,,660,2,,1,1
921830,,,,1,1,,,,,,,2,,,,,2,,2,,1200,2,,1,1
921834,2,,,1,1,3,,,,,,2,,,,,1,1,2,,1200,2,,1,1
921837,2,,,1,1,3,,,,,,2,,,,,1,1,2,,800,2,,1,1
921840,,,,,,,,,,,,2,,,,,2,,2,,600,2,,2,0
921851,2,,,1,1,2,,,,,,2,,,,,2,,2,,600,2,,1,1
921860,2,,,2,2,3,,,,,,2,,,,,1,2,2,,1600,2,,1,3
921862,2,,,1,1,3,,,,,,2,,,,,1,2,2,,500,2,,1,1
921863,2,,,1,1,2,,,,,,2,,,,,1,1,2,,900,2,,1,1
921865,2,,,1,1,1,2,,,,,2,,,,,1,1,2,,1280,2,,1,1
921869,2,,,1,1,2,,,,,,2,,,,,2,,2,,800,2,,1,1
921871,2,,,1,1,2,,,,,,2,,,,,1,2,2,,1000,2,,1,2
921872,2,,,1,1,2,,,,,,2,,,,,1,1,2,,800,2,,1,1
921881,,,,,,,,,,,,2,,,,,2,,2,,1400,2,,2,0
921882,2,,,1,1,3,,,,,,2,,,,,1,1,2,,800,2,,1,1
921885,,,,1,1,,,,,,,2,,,,,2,,2,,700,2,,1,1
921886,2,,,1,1,2,,,,,,2,,,,,1,1,2,,1200,2,,1,1
921887,2,,,1,1,2,,,,,,2,,,,,1,1,2,,2150,2,,1,1
921897,2,1,1,1,1,4,,,,,,1,1,2,,,1,1,2,,1500,1,1,1,1
921904,2,,,1,1,1,2,,,,,1,1,2,,,1,2,1,1,1500,1,2,1,2
921905,2,,,1,1,1,2,,,,,1,1,1,,,1,1,2,,1000,2,,1,1
921910,2,,,2,2,2,,,,,,2,,,,,1,1,2,,1800,2,,1,3
921912,2,,,1,1,1,2,,,,,2,,,,,1,1,2,,1600,2,,1,1
921914,2,,,1,1,2,,,,,,2,,,,,1,1,2,,1200,2,,1,1
921917,2,1,1,2,2,1,1,5,2000,,1,1,2,2,,,1,2,2,,1500,1,2,1,2
921922,2,,,1,1,1,2,,,,,1,1,2,,,1,1,2,,1400,2,,1,1
921926,2,1,1,1,1,1,2,,,,,2,,,,,1,2,2,,1300,2,,1,1
921928,2,,,1,1,4,,,,,,2,,,,,1,1,2,,1000,2,,1,2
921929,2,,,1,1,3,,,,,,2,,,,,1,1,2,,1240,2,,1,1
921935,2,,,1,1,3,,,,,,2,,,,,1,1,2,,1200,2,,1,1
921939,,,,1,1,,,,,,,2,,,,,2,,2,,570,2,,1,1
921955,,,,,,,,,,,,2,,,,,2,,2,,700,2,,2,0
921960,2,1,1,1,1,3,,,,,,1,1,2,,,1,1,1,1,1200,2,,1,1
921969,2,,,1,1,2,,,,,,2,,,,,1,1,2,,1200,2,,1,1
921978,,,,,,,,,,,,2,,,,,2,,2,,1400,2,,2,0
921985,2,,,1,1,1,2,,,,,1,1,2,,,1,2,1,1,800,1,2,1,1
921987,2,,,1,1,1,2,,,,,2,,,,,1,1,1,1,500,2,,1,1
921990,,,,1,1,,,,,,,2,,,,,2,,2,,750,2,,1,1
922007,2,,,1,1,2,,,,,,1,1,2,,,1,2,2,,1500,2,,1,3
922022,2,,,1,1,2,,,,,,1,1,2,,,1,1,2,,1100,2,,1,1
922112,,,,,,,,,,,,2,,,,,2,,2,,900,2,,2,0
922117,,,,,,,,,,,,2,,,,,2,,2,,1100,2,,2,0
922122,,,,,,,,,,,,2,,,,,2,,2,,1000,2,,2,0
922125,2,,,1,1,2,,,,,,2,,,,,2,,2,,1200,2,,1,2
922126,2,,,1,1,2,,,,,,2,,,,,2,,2,,600,2,,1,1
922128,2,,,1,1,2,,,,,,2,,,,,2,,2,,1500,2,,1,1
922157,2,,,1,1,1,2,,,,,2,,,,,1,2,2,,1200,2,,1,2
922159,2,,,1,1,1,2,,,,,2,,,,,1,1,2,,500,2,,1,1
922162,,,,,,,,,,,,2,,,,,2,,1,1,650,2,,2,0
922164,2,,,1,1,1,2,,,,,1,1,2,,,1,1,2,,800,2,,1,2
922167,,,,,,,,,,,,2,,,,,2,,1,1,1000,2,,2,0
922181,2,,,1,1,1,2,,,,,1,1,1,,,1,1,2,,1200,2,,1,1
922185,2,,,1,1,3,,,,,,2,,,,,1,1,1,1,700,2,,1,1
922191,2,,,1,1,1,2,,,,,2,,,,,1,1,2,,500,2,,1,1
922198,2,,,1,1,1,2,,,,,2,,,,,1,1,2,,600,2,,1,1
922204,2,,,1,1,1,2,,,,,1,1,1,,,1,1,2,,2000,2,,1,1
922208,2,1,1,1,1,1,2,,,,,2,,,,,1,2,1,2,2000,2,,1,2
922210,,,,1,1,,,,,,,2,,,,,2,,2,,700,2,,1,1
922235,2,,,1,1,2,,,,,,2,,,,,2,,2,,850,2,,1,1
922237,2,,,1,1,1,2,,,,,1,1,2,,,1,1,1,1,800,2,,1,1
922240,2,,,1,1,1,2,,,,,1,2,2,,,1,1,2,,1000,1,2,1,1
922247,,,,,,,,,,,,2,,,,,2,,2,,800,2,,2,0
922248,2,,,2,2,2,,,,,,1,1,1,,,1,2,2,,1000,1,2,1,2
922255,,,,,,,,,,,,2,,,,,2,,2,,300,2,,2,0
922256,2,,,1,1,2,,,,,,2,,,,,1,1,2,,500,2,,1,1
922257,2,,,1,1,2,,,,,,2,,,,,1,1,2,,500,2,,1,1
922258,2,,,1,1,2,,,,,,1,1,1,,,1,1,2,,800,2,,1,1
922265,,,,,,,,,,,,2,,,,,2,,2,,1000,2,,2,0
922267,2,,,1,1,3,,,,,,2,,,,,1,1,2,,800,2,,1,1
922277,,,,,,,,,,,,2,,,,,2,,2,,500,2,,2,0
922278,,,,,,,,,,,,2,,,,,2,,2,,400,2,,2,0
922280,2,,,1,1,2,,,,,,1,1,1,,,1,1,1,1,1000,1,2,1,1
922281,,,,,,,,,,,,2,,,,,2,,2,,800,2,,2,0
922283,2,,,1,1,2,,,,,,1,1,1,,,1,1,1,1,800,1,2,1,1
922285,,,,,,,,,,,,2,,,,,2,,2,,800,2,,2,0
922287,2,,,1,1,3,,,,,,1,1,2,,,1,1,1,1,400,1,2,1,1
922288,,,,,,,,,,,,2,,,,,2,,2,,400,2,,2,0
922290,,,,,,,,,,,,2,,,,,2,,2,,500,2,,2,0
922291,2,,,1,1,2,,,,,,2,,,,,2,,2,,850,2,,1,1
922293,2,,,1,1,2,,,,,,2,,,,,2,,2,,690,2,,1,1
922296,,,,,,,,,,,,2,,,,,2,,2,,850,2,,2,0
922298,,,,,,,,,,,,2,,,,,2,,2,,790,2,,2,0
922299,2,,,1,1,2,,,,,,2,,,,,2,,2,,1200,2,,1,1
922304,2,,,1,1,2,,,,,,2,,,,,2,,2,,2000,2,,1,1
922306,2,,,1,1,2,,,,,,2,,,,,2,,2,,5500,2,,1,1
922311,,,,,,,,,,,,2,,,,,2,,2,,1200,2,,2,0
922336,,,,,,,,,,,,2,,,,,2,,2,,890,2,,2,0
922338,,1,1,1,1,,,,,,,2,,,,,1,1,2,,700,2,,1,1
922343,,,,,,,,,,,,2,,,,,2,,2,,1300,2,,2,0
922344,2,,,1,1,2,,,,,,2,,,,,2,,2,,1000,2,,1,2
922348,2,,,1,1,2,,,,,,2,,,,,2,,2,,600,2,,1,1
922350,2,,,1,1,2,,,,,,2,,,,,2,,2,,490,2,,1,1
922352,,,,,,,,,,,,2,,,,,2,,2,,500,2,,2,0
922353,2,,,1,1,2,,,,,,2,,,,,2,,2,,1000,2,,1,1
922354,,,,,,,,,,,,2,,,,,2,,2,,1250,2,,2,0
922357,2,,,1,1,2,,,,,,2,,,,,1,1,2,,1600,2,,1,1
922363,,,,,,,,,,,,2,,,,,2,,2,,600,2,,2,0
922367,2,,,1,1,2,,,,,,2,,,,,1,1,2,,2000,2,,1,1
922371,2,,,1,1,2,,,,,,2,,,,,2,,2,,1150,2,,1,1
922373,,,,,,,,,,,,2,,,,,2,,2,,700,2,,2,0
922376,,,,,,,,,,,,2,,,,,2,,2,,800,2,,2,0
922378,,,,,,,,,,,,2,,,,,2,,2,,600,2,,2,0
922380,,,,,,,,,,,,2,,,,,2,,2,,800,2,,2,0
922385,,,,,,,,,,,,2,,,,,2,,2,,450,2,,1,1
922386,,,,,,,,,,,,2,,,,,2,,2,,350,2,,2,0
922393,2,1,1,1,1,2,,,,,,2,,,,,1,2,2,,1000,2,,1,1
922406,,,,,,,,,,,,2,,,,,2,,2,,500,2,,1,1
922412,2,,,1,1,2,,,,,,2,,,,,2,,1,1,350,2,,1,1
922415,,,,,,,,,,,,2,,,,,2,,2,,800,2,,2,0
922416,,,,,,,,,,,,2,,,,,2,,2,,600,2,,2,0
922418,,,,,,,,,,,,2,,,,,2,,2,,600,2,,2,0
922428,,,,,,,,,,,,2,,,,,2,,2,,300,2,,2,0
922429,,,,,,,,,,,,2,,,,,2,,2,,800,2,,2,0
922432,2,,,1,1,2,,,,,,2,,,,,2,,2,,1200,2,,1,1
922434,,,,,,,,,,,,2,,,,,2,,2,,690,2,,2,0
922435,,,,,,,,,,,,2,,,,,2,,2,,490,2,,2,0
922440,2,,,1,1,2,,,,,,2,,,,,2,,2,,1200,2,,1,1
922449,2,,,1,1,2,,,,,,2,,,,,2,,2,,2500,2,,1,1
922450,2,,,1,1,2,,,,,,2,,,,,2,,2,,2000,2,,1,1
922475,2,,,1,1,2,,,,,,2,,,,,1,1,2,,1300,2,,1,1
922476,2,,,1,1,2,,,,,,2,,,,,1,1,2,,1500,2,,1,1
922477,,,,1,1,,,,,,,2,,,,,1,1,2,,1000,2,,1,1
922478,2,,,1,1,2,,,,,,2,,,,,1,1,2,,1000,2,,1,1
922480,2,,,1,1,1,1,5,10000,6000,,1,1,2,,,1,1,2,,1000,2,,1,1
922481,2,,,1,1,2,,,,,,2,,,,,2,,2,,1000,2,,1,1
922486,2,,,2,2,2,,,,,,2,,,,,1,2,2,,1500,2,,1,3
922487,2,,,1,1,2,,,,,,2,,,,,1,1,2,,700,2,,1,1
922493,,,,,,,,,,,,2,,,,,2,,2,,300,2,,1,1
922496,2,1,1,2,2,2,,,,,,1,1,1,,,1,1,2,,800,1,2,1,2
922504,2,,,2,2,2,,,,,,2,,,,,1,3,2,,500,1,2,1,3
922506,,,,,,,,,,,,2,,,,,2,,2,,800,2,,2,0
922508,2,,,1,1,2,,,,,,2,,,,,1,2,2,,1500,2,,1,1
922516,2,,,1,1,1,2,,,,,1,1,2,,,1,2,1,1,600,1,2,1,1
922517,2,,,1,1,2,,,,,,1,1,1,,,1,1,2,,600,2,,1,1
922521,,,,,,,,,,,,2,,,,,2,,2,,500,2,,2,0
922524,,,,,,,,,,,,2,,,,,2,,2,,700,2,,2,0
922527,,,,,,,,,,,,2,,,,,2,,2,,1000,2,,2,0
922535,2,,,1,1,2,,,,,,1,1,1,,,1,3,1,1,800,2,,1,1
922536,,,,,,,,,,,,2,,,,,2,,2,,1000,2,,2,0
922537,2,,,2,2,1,2,,,,,1,1,2,,,1,3,1,1,1200,1,2,1,2
922563,2,,,1,1,2,,,,,,2,,,,,1,1,2,,1000,2,,1,1
922564,,,,1,1,,,,,,,2,,,,,1,1,2,,650,2,,1,1
922565,,,,1,1,,,,,,,2,,,,,2,,2,,1500,2,,1,1
922566,,,,1,1,,,,,,,2,,,,,2,,2,,750,2,,1,1
922567,,,,1,1,,,,,,,2,,,,,2,,2,,1100,2,,1,1
922568,,,,1,1,,,,,,,2,,,,,1,1,2,,1500,2,,1,1
922569,2,,,1,1,1,2,,,,,2,,,,,1,1,2,,1100,2,,1,2
922572,2,,,1,1,2,,,,,,2,,,,,1,1,2,,1200,2,,1,1
922578,,,,1,1,,,,,,,2,,,,,1,1,2,,500,2,,1,1
922581,2,,,1,1,2,,,,,,2,,,,,1,1,2,,1000,2,,1,1
922588,,,,1,1,,,,,,,2,,,,,2,,2,,350,2,,1,1
922589,2,,,1,1,3,,,,,,2,,,,,2,,2,,1500,2,,1,1
922616,,,,1,1,,,,,,,2,,,,,2,,2,,1000,2,,1,1
922617,,,,1,1,,,,,,,2,,,,,2,,2,,1500,2,,1,1
922622,2,,,1,1,2,,,,,,2,,,,,1,1,2,,900,2,,1,1
922624,2,,,2,2,2,,,,,,2,,,,,1,1,2,,2000,2,,1,2
922628,2,,,1,1,1,1,5,1000,,1,1,1,2,,,1,2,1,1,1300,1,2,1,2
