nquest,nord,nesplav,dislav,disann,exlav,etalav,contrib,acontrib,mcontrib,occnow,problav1,cerc2,problav2,finelav,etalav2,etapen,coppu,coppmax,coppmin,prevcom,coppip
911932,3,0,,,,,,,,2,,2,,,,,,,,,
911932,4,,,,,,,,,,,,,,,,,,,,
911937,1,1,2,,,19,1,14,,1,100,2,,,,70,50,50,50,2,
911937,2,1,2,,,24,1,8,,1,100,2,,,,68,50,50,50,2,
911937,3,,,,,,,,,,,,,,,,,,,,
911938,1,1,2,,,25,1,15,,1,100,2,,,,67,60,65,60,2,
911938,2,8,2,,1,25,1,15,,1,100,2,,,29,67,60,65,60,1,70
911940,1,0,,,,,,,,2,,,,,,,,,,,
911947,1,4,2,,1,20,1,37,,2,,,,1996,,,,,,,
911947,2,3,2,,3,14,1,24,,2,,,,1984,,,,,,,
911950,1,2,2,,3,16,1,37,,2,,,,2003,,,,,,,
911950,2,1,2,,,17,1,40,,2,,,,2003,,,,,,,
911950,3,2,2,,3,17,1,40,,2,,,,1986,,,,,,,
911950,4,1,2,,,15,1,30,,2,,,,1974,,,,,,,
911952,1,4,2,,1,15,1,43,,2,,,,2008,,,,,,,
911952,2,5,1,1,3,15,1,40,,2,,,,2012,,,,,,,
911956,1,10,2,,1,14,1,37,,2,,,,2000,,,,,,,
911956,2,0,,,,,,,,2,,2,,,,,,,,,
911956,3,1,2,,,20,1,4,,1,,2,,,,,,,,3,
911960,1,1,2,,,26,1,35,,2,,,,1990,,,,,,,
911960,2,2,2,,3,14,1,15,,2,,,,2000,,,,,,,
911962,1,3,2,,1,27,1,42,,2,,,,1994,,,,,,,
911962,2,2,2,,1,20,1,24,,1,,2,,,24,,,,,3,
911963,1,1,2,,,19,2,,,2,,1,80,2015,,,,,,,
911963,2,4,2,,1,15,1,36,,2,,,,2014,,,,,,,
911966,1,3,,2,3,15,1,27,,2,,2,,2015,,,,,,,
911966,2,3,1,2,3,15,1,40,,2,,,,2011,,,,,,,
911972,1,7,1,1,3,18,1,5,,2,,1,90,2017,35,65,60,70,60,,
911972,2,,,,,,,,,,,,,,,,,,,,
911976,1,4,1,1,1,15,1,24,,2,,1,80,2016,40,67,50,60,50,2,
911976,2,2,1,2,1,15,1,24,,1,95,2,,,24,60,50,50,50,2,
911977,1,4,,3,1,13,1,10,,1,100,2,,,,,,,,,
911977,2,3,2,,3,15,1,18,,1,,2,,,45,,,,,2,
911977,3,0,,,,,,,,2,,2,,,,,,,,,
911983,1,5,2,,1,14,1,27,,1,100,2,,,48,67,70,75,60,1,75
911992,1,2,2,,3,17,1,40,,2,,,,2003,,,,,,,
911993,1,1,2,,,21,1,40,,2,,,,2001,,,,,,,
911993,2,0,,,,,,,,2,,2,,,,,,,,,
911994,1,1,2,,,30,1,30,,2,,,,1994,,,,,,,
911997,1,1,2,,,18,1,40,,2,,,,2001,,,,,,,
911997,2,1,2,,,26,1,30,,2,,,,2002,,,,,,,
911999,1,0,,,,,,,,2,,2,,,,,,,,,
912001,1,1,2,,,13,1,35,,2,,,,1998,,,,,,,
912001,2,0,,,,,,,,2,,2,,,,,,,,,
912001,3,1,1,2,,27,1,2,,2,,1,,2017,,,,,,2,
912017,1,2,2,,1,20,1,23,,1,90,2,,,30,67,60,65,60,2,
912020,1,1,2,,,19,1,30,,1,70,2,,,,68,70,70,70,2,
912020,2,1,2,,,23,1,,8,1,,1,,,,,,,,2,
912020,3,0,,,,,,,,2,,1,,,,,,,,,
912020,4,0,,,,,,,,2,,,,,,,,,,,
912022,1,2,2,,1,26,2,,,1,100,2,,,30,68,70,90,60,2,
912030,1,1,2,,,16,1,10,,1,50,1,50,,,60,50,100,50,,
912033,1,1,1,1,,18,2,,,2,,1,50,2016,,60,100,100,50,,
912042,1,1,2,,,15,1,40,,2,,,,2015,,,,,,,
912042,2,5,2,,1,18,1,39,,2,,,,2009,,,,,,,
912051,1,4,2,,3,18,1,36,,1,90,1,20,,54,68,40,60,40,2,
912051,2,2,2,,1,18,1,38,,1,,2,,,19,,,,,1,
912051,3,0,,,,,,,,1,0,1,50,,,,,,,,
912051,4,0,,,,,,,,2,,2,,,,,,,,,
912054,1,1,2,,,21,1,28,,1,100,2,,,,60,65,65,50,,
912054,2,3,2,,1,20,1,21,,1,,2,,,25,,,,,2,
912054,3,0,,,,,,,,2,,2,,,,,,,,,
912054,4,,,,,,,,,,,,,,,,,,,,
912087,1,2,2,,3,22,1,36,,2,,,,2008,,,,,,,
912087,2,2,2,,1,40,1,14,,1,,2,,,42,,,,,2,
912087,3,1,2,,,21,1,3,,1,,1,,,,,,,,1,
912087,4,2,2,,1,19,1,13,,1,,2,,,21,,,,,2,
912087,5,,,,,,,,,,,,,,,,,,,,
912087,6,,,,,,,,,,,,,,,,,,,,
912095,1,3,2,,1,22,1,37,,2,,,,2015,,,,,,,
912095,2,1,2,,,20,1,32,,1,100,2,,,,65,60,70,55,2,
912095,3,0,,,,,,,,2,,2,,,,,,,,,
912096,1,1,2,,,21,1,29,,1,100,2,,,,65,80,85,75,1,100
912096,2,4,2,,3,20,1,30,,1,,2,,,51,,,,,,
912096,3,0,,,,,,,,2,,2,,,,,,,,,
912096,4,0,,,,,,,,2,,2,,,,,,,,,
912104,1,6,2,,1,23,1,25,,1,100,2,,,38,65,70,75,70,1,80
912134,1,1,2,,,22,1,38,,2,,,,2002,,,,,,,
912142,1,1,2,,,23,1,34,,2,,,,2000,,,,,,,
912142,2,1,2,,,20,1,30,,2,,,,1979,,,,,,,
912146,1,2,2,,1,22,1,36,,1,100,2,,,27,66,70,70,55,1,90
912146,2,2,2,,1,20,1,35,,1,100,2,,,25,65,70,70,55,2,
912146,3,2,2,,1,20,1,5,,1,,2,,,25,,,,,3,
912147,1,3,2,,1,22,1,41,,2,,,,2008,,,,,,,
912147,2,2,2,,1,17,1,21,,2,,,,1993,,,,,,,
912148,1,1,2,,,21,1,32,,1,100,2,,,,65,100,100,80,,
912150,1,7,2,,1,20,1,28,,1,100,2,,,42,65,60,60,55,4,
912150,2,1,2,,,20,1,25,,1,,2,,,,,,,,3,
912150,3,0,,,,,,,,2,,2,,,,,,,,,
912150,4,0,,,,,,,,2,,2,,,,,,,,,
912150,5,,,,,,,,,,,,,,,,,,,,
912151,1,5,1,1,3,20,1,15,,1,100,2,,,30,70,50,50,45,,
912151,2,0,,,,,,,,2,,1,20,,,,,,,,
912151,3,,,,,,,,,,,,,,,,,,,,
912154,1,5,1,1,1,19,1,15,,1,100,2,,,28,70,65,65,50,2,
912165,1,1,2,,,30,1,15,,2,,,,1988,,,,,,,
912173,1,3,2,,3,15,1,47,,2,,,,2003,,,,,,,
912173,2,1,1,2,,15,1,32,,2,,,,1996,,,,,,,
912185,1,3,2,,1,19,1,43,,2,,,,2016,,,,,,,
912185,2,3,1,1,1,20,1,36,,1,100,2,,,22,64,75,75,70,,
912185,3,0,,,,,,,,2,,2,,,,,,,,,
912192,1,1,2,,,23,1,37,,1,80,2,,,,65,80,80,70,2,
912205,1,0,,,,,,,,2,,2,,,,,,,,,
912205,2,1,2,,,17,1,30,,1,,2,,,,,,,,,
912205,3,1,2,,,26,1,20,,1,,2,,,,,,,,2,
912209,1,1,2,,,23,1,3,,1,90,2,,,,65,90,90,80,2,
912210,1,1,2,,,20,1,20,,1,80,2,,,,67,80,80,70,2,
912210,2,1,2,,,25,1,7,,1,,2,,,,,,,,2,
912214,1,1,2,,,25,1,3,,1,80,2,,,,65,80,80,70,2,
912216,1,0,,,,,,,,2,,,,,,,,,,,
912220,1,2,2,,1,14,1,42,,2,,,,2010,,,,,,,
912220,2,1,2,,,14,1,42,,2,,,,2013,,,,,,,
912222,1,2,2,,3,12,1,67,,2,,,,2015,,,,,,,
912222,2,2,2,,1,14,1,46,,2,,,,1995,,,,,,,
912222,3,4,1,1,1,15,1,21,,1,,2,,,39,,,,,2,
912223,1,1,2,,,20,1,32,,2,,,,2002,,,,,,,
912223,2,1,2,,,25,1,34,,2,,,,2005,,,,,,,
912227,1,2,2,,1,20,1,35,,2,,,,2014,,,,,,,
912229,1,3,2,,1,15,1,40,,2,,,,2010,,,,,,,
912229,2,3,2,,1,15,1,40,,2,,,,2011,,,,,,,
912241,1,1,2,,,20,1,26,,1,80,2,,,,68,60,60,50,2,
912241,2,0,,,,,,,,2,,2,,,,,,,,,
912241,3,,,,,,,,,,,,,,,,,,,,
912258,1,2,2,,1,16,1,10,,1,80,2,,,47,65,70,70,60,2,
912261,1,1,2,,,22,1,55,,2,,,,2004,,,,,,,
912262,1,1,2,,,22,1,15,,2,,2,,1995,,,,,,,
912262,2,1,2,,,16,1,40,,2,,,,2007,,,,,,,
912266,1,2,2,,1,18,1,38,,2,,,,1991,,,,,,,
912267,1,3,2,,1,17,1,41,,2,,,,1990,,,,,,,
912270,1,1,2,,,16,1,42,,2,,,,1981,,,,,,,
912271,1,1,2,,,23,1,15,,2,,,,1968,,,,,,,
912273,1,3,2,,1,20,1,40,,2,,,,2012,,,,,,,
912274,1,6,1,1,1,15,1,51,,2,,,,2014,,,,,,,
912274,2,3,1,2,1,18,1,1,,2,,,,2006,,,,,,,
912281,1,5,2,,1,21,1,38,,1,100,2,,,34,63,60,65,50,2,
912290,1,3,2,,1,27,1,24,,1,90,2,,,38,67,0,0,0,2,
912292,1,0,,,,,,,,2,,,,,,,,,,,
912310,1,5,2,,1,16,1,26,,2,,1,80,2017,44,65,60,80,50,2,
912310,2,1,2,,,14,1,35,,2,,,,2001,,,,,,,
912310,3,1,1,20,,14,1,15,,2,,,,1993,,,,,,,
912313,1,1,2,,,15,1,50,,2,,,,2015,,,,,,,
912313,2,2,2,,1,18,1,22,,2,,,,1983,,,,,,,
912315,1,2,,10,2,20,1,23,,2,,1,100,2007,,,,,,,
912315,2,1,2,,,33,1,14,,2,,,,1984,,,,,,,
912335,1,4,2,,1,19,1,26,,1,100,2,,,23,60,60,60,50,1,75
912335,2,3,2,,1,20,1,23,,1,,2,,,23,,,,,1,
912335,3,,,,,,,,,,,,,,,,,,,,
912335,4,,,,,,,,,,,,,,,,,,,,
912336,1,2,,3,1,17,1,13,,2,,2,,2013,,,,,,,
912336,2,,,,,,,,,,,,,,,,,,,,
912336,3,,,,,,,,,,,,,,,,,,,,
912336,4,,,,,,,,,,,,,,,,,,,,
912338,1,2,2,,1,31,1,17,,1,100,2,,,31,65,50,60,45,2,
912338,2,3,1,4,1,20,1,4,,2,,2,,2016,28,65,50,60,45,2,
912338,3,,,,,,,,,,,,,,,,,,,,
912338,4,0,,,,,,,,2,,,,,,,,,,,
912342,1,2,1,7,3,18,1,3,,2,,2,,2011,,,,,,,
912342,2,4,2,,1,16,1,21,,1,,2,,,22,,,,,2,
912342,3,,,,,,,,,,,,,,,,,,,,
912342,4,,,,,,,,,,,,,,,,,,,,
912351,1,0,,,,,,,,2,,,,,,,,,,,
912360,1,2,2,,2,15,1,40,,2,,,,2008,,,,,,,
912362,1,2,1,2,1,16,1,40,,2,,,,1997,,,,,,,
912362,2,2,2,,3,18,1,20,,2,,,,1998,,,,,,,
912364,1,0,,,,,,,,2,,2,,,,,,,,,
912364,2,2,2,,1,14,1,40,,2,,,,2004,,,,,,,
912367,1,1,2,,,20,1,37,,2,,,,2007,,,,,,,
912367,2,2,2,,1,20,1,40,,2,,,,2006,,,,,,,
912368,1,4,2,,1,18,1,32,,1,0,2,,,22,62,90,100,80,2,
912368,2,3,2,,3,19,1,6,,1,,2,,,21,,,,,,
912372,1,2,2,,1,21,1,35,,2,,,,2006,,,,,,,
912372,2,1,2,,,19,1,41,,2,,,,2013,,,,,,,
912376,1,1,1,0,,21,1,29,,1,0,2,,,,63,90,100,80,2,
912376,2,2,2,,1,19,1,29,,1,0,1,0,,21,63,90,100,80,2,
912376,3,0,,,,,,,,2,,1,,,,,,,,,
912376,4,2,1,1,1,19,1,2,,1,,2,,,19,,,,,2,
912376,5,0,,,,,,,,2,,2,,,,,,,,,
912377,1,1,2,,,18,1,11,,2,,2,,2005,,,,,,,
912382,1,1,2,,,16,1,10,,1,100,2,,,,70,50,60,40,,
912382,2,1,2,,,23,1,14,,1,,2,,,,,,,,2,
912382,3,,,,,,,,,,,,,,,,,,,,
912382,4,,,,,,,,,,,,,,,,,,,,
912382,5,,,,,,,,,,,,,,,,,,,,
912385,1,1,2,,,24,1,31,,1,100,2,,,,67,80,80,80,1,90
912398,1,4,,10,1,16,1,3,,2,,2,,2007,,,,,,,
912400,1,4,2,,2,20,1,29,,1,100,2,,,27,67,90,99,70,,
912400,2,3,2,,1,19,1,20,,1,,2,,,41,,,,,1,
912400,3,1,1,1,,24,1,1,,2,,2,,2016,,,,,,2,
912400,4,0,,,,,,,,2,,2,,,,,,,,,
912400,5,0,,,,,,,,2,,2,,,,,,,,,
912409,1,2,2,,1,21,1,38,,2,,,,1994,,,,,,,
912411,1,3,1,2,3,19,1,27,,2,,2,,2016,43,67,60,70,50,,
912441,1,1,2,,,23,1,40,,2,,,,2016,,,,,,,
912441,2,3,2,,1,15,1,10,,2,,2,,1982,,,,,,,
912441,3,1,2,,,21,1,10,,1,,2,,,,,,,,2,
912444,1,1,2,,,15,1,39,,2,,,,2002,,,,,,,
912444,2,1,2,,,20,1,37,,1,,2,,,,,,,,2,
912444,3,1,2,,,25,1,3,,1,,2,,,,,,,,2,
912445,1,2,2,,1,16,1,37,,2,,,,1990,,,,,,,
912446,1,3,2,,1,15,1,35,,2,,,,1992,,,,,,,
912449,1,1,2,,,15,1,41,,2,,,,2010,,,,,,,
912451,1,4,2,,3,15,1,38,,2,,,,2004,,,,,,,
912451,2,1,2,,,19,1,42,,2,,,,2015,,,,,,,
912451,3,1,2,,,24,1,3,,1,,2,,,,,,,,2,
912452,1,2,2,,1,17,1,40,,2,,,,2014,,,,,,,
912453,1,1,2,,,14,1,40,,2,,,,1987,,,,,,,
912456,1,4,2,,1,15,1,38,,2,,,,1994,,,,,,,
912456,2,0,,,,,,,,2,,2,,,,,,,,,
912459,1,2,2,,1,15,1,35,,2,,,,2007,,,,,,,
912467,1,2,2,,1,22,1,22,,1,90,2,,,30,65,90,95,85,2,
912473,1,4,1,2,1,16,1,25,,1,80,2,,,30,68,80,100,80,2,
912473,2,0,,,,,,,,2,,2,,,,,,,,,
912473,3,,,,,,,,,,,,,,,,,,,,
912476,1,5,1,4,1,18,1,30,,1,70,2,,,43,67,80,85,75,2,
912476,2,1,1,5,,25,1,10,,1,30,1,30,,,70,70,75,65,,
912482,1,3,1,2,1,25,1,7,,1,80,1,50,,25,70,80,100,80,2,
912488,1,0,,,,,,,,2,,,,,,,,,,,
912493,1,4,2,,1,12,1,35,,2,,,,1991,,,,,,,
912493,2,2,2,,1,30,1,30,,2,,,,2001,,,,,,,
912494,1,4,2,,1,17,1,35,,2,,,,2007,,,,,,,
912495,1,2,2,,1,16,1,35,,2,,,,1994,,,,,,,
912495,2,2,2,,1,16,1,35,,2,,,,1994,,,,,,,
912497,1,4,2,,1,15,1,40,,2,,,,1994,,,,,,,
912497,2,3,2,,1,16,1,20,,2,,,,1990,,,,,,,
912500,1,5,2,,1,15,1,40,,2,,,,2008,,,,,,,
912500,2,2,2,,1,18,1,30,,2,,,,2000,,,,,,,
912501,1,5,2,,1,18,1,35,,1,100,2,,,32,65,70,75,65,1,75
912502,1,1,2,,,20,1,40,,1,100,2,,,,67,60,100,60,,
912504,1,3,2,,1,20,1,38,,1,100,2,,,45,64,85,85,80,2,
912504,2,2,1,2,1,20,1,25,,2,,,,2000,,,,,,,
912504,3,0,,,,,,,,2,,2,,,,,,,,,
912515,1,3,2,,1,21,1,17,,1,100,2,,,30,65,80,85,75,2,
912515,2,5,1,1,1,19,1,15,,1,,2,,,25,,,,,2,
912515,3,,,,,,,,,,,,,,,,,,,,
912535,1,0,,,,,,,,2,,,,,,,,,,,
912536,1,0,,,,,,,,2,,,,,,,,,,,
912536,2,6,,2,1,15,1,24,,2,,1,40,2013,,,,,,,
912538,1,3,2,,1,15,1,40,,2,,,,2000,,,,,,,
912540,1,2,2,,1,16,1,40,,2,,,,2013,,,,,,,
912540,2,1,2,,,15,1,37,,2,,,,2002,,,,,,,
912541,1,5,1,2,1,16,1,30,,1,70,2,,,38,67,80,85,75,2,
912541,2,0,,,,,,,,2,,2,,,,,,,,,
912543,1,5,2,,1,15,1,42,,2,,,,1995,,,,,,,
912552,1,1,2,,,27,1,35,,2,,,,2012,,,,,,,
912552,2,1,2,,,16,1,16,,2,,,,1971,,,,,,,
912555,1,3,2,,1,15,1,34,,1,80,2,,,40,67,80,82,79,2,
912555,2,1,1,2,,23,1,2,,1,,1,,,,,,,,2,
912555,3,0,,,,,,,,2,,1,,,,,,,,,
912560,1,4,1,4,1,16,1,15,,1,50,2,,,36,65,80,100,80,2,
912560,2,0,,,,,,,,2,,,,,,,,,,,
912561,1,3,,6,3,17,1,21,,2,,2,,2012,,,,,,,
912562,1,1,2,,,20,1,25,,1,90,2,,,,65,70,75,65,2,
912563,1,3,2,,1,22,1,10,,1,50,1,40,,25,70,70,75,65,2,
912565,1,1,2,,,18,1,10,,1,100,2,,,,70,70,75,65,2,
912566,1,3,1,2,1,23,1,20,,1,0,2,,,28,64,100,100,80,2,
912568,1,1,2,,,14,1,13,,1,100,2,,,,64,100,100,90,3,
912568,2,0,,,,,,,,2,,2,,,,,,,,,
912568,3,3,2,,1,14,1,42,,1,,2,,,40,,,,,3,
912571,1,3,1,2,1,20,1,6,,1,80,2,,,26,66,90,100,70,2,
912571,2,3,1,2,1,18,1,5,,1,,2,,,25,,,,,2,
912591,1,2,2,,1,15,1,37,,2,,,,2004,,,,,,,
912591,2,1,2,,,18,1,40,,2,,,,2009,,,,,,,
912593,1,4,2,,1,15,1,35,,2,,,,1979,,,,,,,
912594,1,3,1,1,1,23,1,28,,1,90,2,,,45,63,70,80,60,2,
912594,2,1,2,,,23,1,1,,1,,2,,,,,,,,2,
912594,3,0,,,,,,,,2,,1,,,,,,,,,
912597,1,2,2,,3,19,1,38,,2,,,,2013,,,,,,,
912597,2,1,2,,,16,1,37,,2,,,,2001,,,,,,,
912615,1,3,2,,1,19,1,21,,1,95,1,50,,34,65,40,80,40,2,
912615,2,,,,,,,,,,,,,,,,,,,,
912615,3,0,,,,,,,,2,,2,,,,,,,,,
912615,4,6,2,,1,22,1,43,,2,,,,2010,,,,,,,
912615,5,2,2,,1,20,1,18,,2,,,,1984,,,,,,,
912630,1,1,2,,,20,1,41,,2,,,,2003,,,,,,,
912630,2,3,2,,1,23,1,40,,2,,,,1995,,,,,,,
912631,1,1,2,,,29,1,27,,1,100,2,,,,67,80,85,75,2,
912631,2,1,2,,,19,1,15,,1,,2,,,,,,,,2,
912631,3,1,2,,,26,1,2,,1,,2,,,,,,,,2,
912634,1,4,2,,1,19,1,35,,1,100,2,,,60,66,80,100,80,2,
912634,2,4,2,,1,16,1,35,,2,,,,2012,,,,,,,
912635,1,1,2,,,21,1,20,,2,,,,1981,,,,,,,
912635,2,1,2,,,21,1,29,,1,,2,,,,,,,,2,
912637,1,2,2,,1,16,1,42,,2,,,,2011,,,,,,,
912638,1,5,2,,1,20,1,40,,1,100,2,,,40,62,80,90,80,3,
912639,1,5,2,,1,14,1,42,,2,,,,2002,,,,,,,
912640,1,3,2,,1,20,1,33,,1,100,2,,,30,70,70,75,65,2,
912640,2,3,2,,1,22,1,29,,1,,2,,,35,,,,,2,
912640,3,0,,,,,,,,2,,1,,,,,,,,,
912640,4,0,,,,,,,,2,,2,,,,,,,,,
912642,1,4,2,,1,16,1,36,,1,90,2,,,30,65,70,90,60,3,
912642,2,5,1,2,1,20,1,25,,1,,2,,,55,,,,,2,
912646,1,4,2,,1,15,1,40,,2,,,,2008,,,,,,,
912647,1,1,2,,,15,1,38,,2,,,,1979,,,,,,,
912647,2,1,2,,,15,1,30,,2,,,,1975,,,,,,,
912649,1,3,2,,1,18,1,30,,1,100,2,,,32,67,80,85,75,2,
912649,2,1,2,,,20,1,20,,1,100,2,,,,70,70,75,65,2,
912649,3,0,,,,,,,,2,,2,,,,,,,,,
912649,4,,,,,,,,,,,,,,,,,,,,
912649,5,,,,,,,,,,,,,,,,,,,,
912651,1,5,1,3,1,15,1,30,,1,80,2,,,46,67,70,80,65,2,
912651,2,0,,,,,,,,2,,1,,,,,,,,,
912652,1,1,2,,,15,1,40,,1,0,2,,,,63,70,100,70,,
912652,2,1,2,,,15,1,10,,1,,2,,,,,,,,2,
912653,1,3,2,,1,14,1,30,,2,,,,1993,,,,,,,
912656,1,4,2,,1,22,1,20,,1,100,2,,,23,68,100,100,60,2,
912656,2,4,2,,1,23,1,18,,1,,2,,,34,,,,,2,
912656,3,,,,,,,,,,,,,,,,,,,,
912661,1,1,2,,,24,1,18,,1,100,2,,,,65,90,95,85,2,
912662,1,5,,4,1,14,2,,,2,,1,50,2016,,,,,,,
912663,1,1,1,3,,20,1,4,,1,40,2,,,,65,70,75,65,2,
912663,2,0,,,,,,,,2,,1,,,,,,,,,
912664,1,1,2,,,16,1,42,,2,,,,2015,,,,,,,
912664,2,1,2,,,29,1,14,,1,,2,,,,,,,,,
912664,3,,,,,,,,,,,,,,,,,,,,
912664,4,,,,,,,,,,,,,,,,,,,,
912666,1,4,2,,1,15,1,40,,2,,,,2000,,,,,,,
912666,2,0,,,,,,,,2,,2,,,,,,,,,
912667,1,1,2,,,18,1,42,,2,,,,2016,,,,,,,
912667,2,4,2,,1,21,1,35,,2,,,,2015,,,,,,,
912673,1,0,,,,,,,,2,,2,,,,,,,,,
912673,2,3,2,,1,15,1,40,,2,,,,1996,,,,,,,
912680,1,3,2,,3,16,1,39,,1,100,2,,,30,66,80,100,80,,
912680,2,3,2,,1,18,1,5,,2,,,,1988,,,,,,,
912680,3,0,,,,,,,,2,,2,,,,,,,,,
912680,4,0,,,,,,,,2,,1,,,,,,,,,
912681,1,4,2,,1,15,1,42,,2,,,,2014,,,,,,,
912681,2,1,2,,,18,1,30,,1,,2,,,,,,,,2,
912681,3,1,2,,,20,1,5,,1,,2,,,,,,,,2,
912681,4,1,1,2,,24,1,4,,1,,2,,,,,,,,2,
912682,1,4,2,,1,15,1,34,,1,80,2,,,32,65,80,100,80,2,
912682,2,4,2,,1,16,1,35,,1,,2,,,28,,,,,2,
912682,3,0,,,,,,,,2,,2,,,,,,,,,
912682,4,0,,,,,,,,2,,2,,,,,,,,,
912686,1,5,2,,1,14,1,38,,2,,,,1982,,,,,,,
912689,1,1,2,,,15,1,40,,1,40,2,,,,64,60,65,55,,
912689,2,1,1,2,,26,1,6,,1,,2,,,,,,,,2,
912694,1,4,2,,1,20,1,20,,1,60,2,,,37,70,90,100,90,3,
912694,2,,,,,,,,,,,,,,,,,,,,
912696,1,4,2,,1,16,1,40,,2,,,,2009,,,,,,,
912696,2,5,2,,1,17,1,40,,2,,,,2003,,,,,,,
912699,1,5,2,,1,15,1,42,,2,,,,2015,,,,,,,
912700,1,4,2,,1,15,1,40,,2,,,,2001,,,,,,,
912701,1,1,2,,,18,1,29,,1,100,2,,,,65,80,85,75,2,
912716,1,1,2,,,18,1,38,,2,,,,2012,,,,,,,
912716,2,2,2,,1,15,1,37,,2,,,,2001,,,,,,,
912717,1,2,2,,1,14,1,35,,2,,,,1992,,,,,,,
912721,1,1,2,,,15,1,40,,2,,,,2008,,,,,,,
912721,2,4,2,,1,15,1,38,,2,,,,2004,,,,,,,
912731,1,3,2,,1,19,1,45,,2,,,,2013,,,,,,,
912731,2,1,2,,,19,1,3,,2,,2,,1975,,,,,,,
912737,1,8,2,,1,14,1,4,,1,10,1,100,,19,65,100,100,80,2,
912740,1,5,2,,1,22,1,4,,2,,2,,2012,,,,,,,
912740,2,4,2,,1,26,1,20,,1,,2,,,47,,,,,3,
912740,3,,,,,,,,,,,,,,,,,,,,
912740,4,,,,,,,,,,,,,,,,,,,,
912751,1,5,2,,1,26,1,19,,1,100,1,100,,38,65,80,80,60,2,
912751,2,0,,,,,,,,2,,2,,,,,,,,,
912751,3,,,,,,,,,,,,,,,,,,,,
912751,4,,,,,,,,,,,,,,,,,,,,
912751,5,,,,,,,,,,,,,,,,,,,,
912759,1,1,2,,,19,1,24,,1,100,2,,,,62,50,70,50,,
912759,2,0,,,,,,,,2,,1,,,,,,,,,
912761,1,1,2,,,10,1,40,,2,,,,1997,,,,,,,
912768,1,1,2,,,36,1,18,,1,100,2,,,,69,100,100,10,3,
912768,2,5,2,,1,25,1,35,,1,,2,,,42,,,,,3,
912773,1,4,2,,1,16,1,35,,2,,,,1991,,,,,,,
912773,2,1,2,,,18,1,2,,2,,2,,1960,,,,,,,
912773,3,3,2,,2,20,1,25,,1,,1,,,50,,,,,,
912778,1,1,2,,,21,1,37,,1,100,2,,,,61,70,75,60,2,
912778,2,1,1,2,,20,1,30,,1,,2,,,,,,,,,
912778,3,0,,,,,,,,2,,2,,,,,,,,,
912779,1,5,2,,1,24,1,16,,1,100,2,,,32,70,30,50,30,2,
912779,2,3,2,,1,24,1,27,,1,100,2,,,45,70,70,70,50,2,
912793,1,3,2,,3,21,1,35,,1,0,2,,,66,57,75,80,70,,
912793,2,2,2,,3,19,1,34,,2,,,,2008,,,,,,,
912798,1,1,2,,,27,1,35,,2,,,,2010,,,,,,,
912798,2,1,2,,,28,1,28,,1,,2,,,,,,,,2,
912798,3,1,1,2,,28,1,3,,1,,2,,,,,,,,2,
912799,1,1,2,,,27,1,38,,2,,,,2000,,,,,,,
912799,2,1,2,,,20,1,26,,2,,,,1984,,,,,,,
912810,1,5,,3,1,13,1,18,,2,,1,100,2014,,,,,,,
912810,2,3,,1,1,19,2,,,1,,2,,,,,,,,,
912813,1,2,2,,1,15,1,38,,2,,,,2001,,,,,,,
912815,1,1,2,,,19,1,20,,2,,,,1993,,,,,,,
912821,1,6,1,1,1,18,1,41,,2,,2,,2016,48,65,80,90,70,3,
