nquest,nord,nesplav,dislav,disann,exlav,etalav,contrib,acontrib,mcontrib,occnow,problav1,cerc2,problav2,finelav,etalav2,etapen,coppu,coppmax,coppmin,prevcom,coppip
920395,1,3,,6,1,17,1,1,,2,,1,50,2009,,,,,,,
920395,2,3,1,6,1,18,1,30,,1,,2,,,30,,,,,2,
920395,3,0,,,,,,,,2,,1,,,,,,,,,
920397,1,1,2,,,20,1,27,,1,100,2,,,,67,70,80,50,2,
920397,2,0,,,,,,,,2,,2,,,,,,,,,
920398,1,3,1,3,1,15,1,15,,1,100,2,,,40,67,80,100,50,2,
920398,2,2,1,6,1,30,1,7,,1,,2,,,47,,,,,2,
920398,3,0,,,,,,,,2,,2,,,,,,,,,
920398,4,,,,,,,,,,,,,,,,,,,,
920400,1,2,2,,1,18,1,42,,1,100,2,,,18,65,70,70,50,2,
920402,1,0,,,,,,,,2,,2,,,,,,,,,
920402,2,6,1,9,1,15,1,20,,1,,2,,,35,,,,,2,
920407,1,4,1,5,1,30,1,12,,1,80,2,,,48,65,80,100,50,2,
920434,1,0,,,,,,,,2,,,,,,,,,,,
920435,1,1,2,,,23,1,48,,2,,,,1998,,,,,,,
920435,2,0,,,,,,,,2,,2,,,,,,,,,
920437,1,0,,,,,,,,2,,2,,,,,,,,,
920437,2,3,2,,1,16,1,40,,2,,,,2007,,,,,,,
920438,1,2,2,,1,15,1,40,,2,,,,2005,,,,,,,
920438,2,0,,,,,,,,2,,2,,,,,,,,,
920441,1,1,2,,,21,1,35,,2,,,,2000,,,,,,,
920445,1,7,2,,3,13,1,38,,2,,,,2014,,,,,,,
920445,2,0,,,,,,,,2,,2,,,,,,,,,
920445,3,1,1,7,,20,1,1,,2,,1,,2015,,,,,,,
920445,4,2,1,11,1,18,1,4,,2,,1,,2013,,,,,,,
920447,1,4,2,,1,19,1,24,,1,100,2,,,45,65,80,90,70,2,
920449,1,2,2,,1,25,1,20,,1,80,2,,,32,67,80,85,75,2,
920452,1,1,,6,,18,1,20,,2,,1,70,2011,,,,,,,
920455,1,1,2,,,15,1,37,,2,,,,1992,,,,,,,
920455,2,0,,,,,,,,2,,2,,,,,,,,,
920458,1,2,2,,1,22,1,40,,2,,,,2007,,,,,,,
920458,2,3,2,,1,19,1,40,,2,,,,2008,,,,,,,
920469,1,0,,,,,,,,2,,,,,,,,,,,
920475,1,1,2,,,25,1,38,,2,,,,2005,,,,,,,
920475,2,0,,,,,,,,2,,2,,,,,,,,,
920475,3,1,1,4,,22,1,4,,2,,1,,2016,,,,,,,
920475,4,2,,6,1,24,1,4,,2,,1,,2011,,,,,,,
920490,1,1,2,,,29,1,20,,2,,,,2011,,,,,,,
920492,1,1,2,,,18,1,43,,2,,,,1997,,,,,,,
920493,1,1,2,,,25,1,40,,2,,,,2005,,,,,,,
920493,2,2,2,,1,26,1,40,,2,,,,2006,,,,,,,
920500,1,1,2,,,25,1,39,,2,,,,1997,,,,,,,
920502,1,3,2,,1,14,1,36,,2,,,,2003,,,,,,,
920502,2,3,2,,1,16,1,37,,2,,,,2000,,,,,,,
920502,3,3,2,,3,21,1,13,,1,,2,,,23,,,,,,
920502,4,,,,,,,,,,,,,,,,,,,,
920503,1,1,2,,,24,1,40,,2,,,,2000,,,,,,,
920505,1,1,2,,,25,1,40,,2,,,,2001,,,,,,,
920505,2,0,,,,,,,,2,,2,,,,,,,,,
920506,1,1,2,,,23,1,40,,2,,,,2015,,,,,,,
920510,1,0,,,,,,,,2,,,,,,,,,,,
920512,1,16,1,1,3,27,1,9,,2,,2,,2013,,,,,,,
920514,1,2,2,,3,19,1,4,,2,,2,,2010,,,,,,,
920514,2,2,2,,1,18,1,30,,2,,,,1992,,,,,,,
920515,1,8,2,,3,18,1,30,,1,100,2,,,59,70,60,62,55,2,
920515,2,1,2,,,20,1,2,,2,,2,,1979,,,,,,,
920515,3,4,2,,1,20,1,14,,1,,2,,,34,,,,,2,
920521,1,0,,,,,,,,2,,,,,,,,,,,
920522,1,1,2,,,16,1,37,,2,,,,2014,,,,,,,
920522,2,0,,,,,,,,2,,2,,,,,,,,,
920523,1,3,2,,1,16,1,30,,2,,,,2013,,,,,,,
920523,2,1,1,20,,35,1,12,,2,,,,2010,,,,,,,
920527,1,2,1,2,1,15,1,35,,2,,,,1994,,,,,,,
920527,2,1,2,,,20,1,20,,2,,,,1994,,,,,,,
920539,1,2,2,,1,15,1,40,,1,100,2,,,21,67,80,82,78,,
920539,2,1,2,,,16,1,36,,2,,2,,2016,,65,70,73,68,2,
920559,1,3,,4,3,14,2,,,2,,1,0,2013,,,,,,,
920559,2,4,,5,3,16,2,,,2,,2,,2012,,,,,,,
920566,1,3,2,,1,20,1,40,,2,,2,,2015,,,,,,,
920566,2,2,1,20,3,28,1,5,,2,,2,,2012,,,,,,,
920569,1,2,2,,3,17,1,20,,1,100,2,,,37,70,50,51,49,,
920569,2,0,,,,,,,,2,,2,,,,,,,,,
920569,3,0,,,,,,,,2,,2,,,,,,,,,
920579,1,1,2,,,29,1,21,,1,100,2,,,,67,100,100,90,2,
920579,2,1,2,,,28,1,13,,1,100,2,,,,67,70,80,60,2,
920599,1,0,,,,,,,,2,,,,,,,,,,,
920600,1,2,2,,3,25,1,19,,1,100,2,,,31,70,70,80,70,,
920600,2,2,2,,3,28,1,21,,1,,2,,,46,,,,,,
920600,3,,,,,,,,,,,,,,,,,,,,
920600,4,,,,,,,,,,,,,,,,,,,,
920617,1,1,2,,,20,1,13,,1,100,2,,,,65,80,85,75,2,
920630,1,1,2,,,23,1,12,,1,100,2,,,,67,85,90,80,2,
920632,1,1,2,,,24,1,34,,2,,,,1988,,,,,,,
920647,1,2,2,,1,19,1,14,,1,100,2,,,25,67,45,50,40,1,80
920647,2,1,2,,,22,2,,,1,15,2,,,,67,45,50,40,1,80
920647,3,,,,,,,,,,,,,,,,,,,,
920647,4,,,,,,,,,,,,,,,,,,,,
920648,1,2,,1,1,28,1,5,,2,,1,80,2016,,,,,,,
920654,1,2,2,,1,20,1,30,,1,100,2,,,40,66,60,70,50,2,
920660,1,1,2,,,26,1,13,,1,100,2,,,,70,80,85,75,,
920660,2,,,,,,,,,,,,,,,,,,,,
920668,1,1,2,,,25,1,11,,1,100,2,,,,65,70,80,65,4,
920668,2,2,2,,1,20,1,20,,1,,2,,,23,,,,,1,
920669,1,2,2,,1,21,1,18,,1,80,2,,,34,66,60,70,50,2,
920669,2,0,,,,,,,,2,,2,,,,,,,,,
920669,3,,,,,,,,,,,,,,,,,,,,
920682,1,2,2,,1,25,1,13,,1,80,2,,,33,65,80,85,70,2,
920688,1,2,2,,1,25,1,9,,1,100,2,,,33,74,70,80,60,,
920688,2,2,2,,1,25,1,15,,1,,2,,,33,,,,,1,
920688,3,,,,,,,,,,,,,,,,,,,,
920688,4,,,,,,,,,,,,,,,,,,,,
920689,1,3,1,1,1,18,1,6,,1,100,2,,,30,67,60,70,40,2,
920693,1,3,2,,3,24,1,4,,1,60,1,50,,30,70,50,60,45,,
920709,1,1,2,,,24,1,6,,1,100,2,,,,67,85,90,80,2,
920709,2,2,2,,1,27,1,7,,1,,2,,,30,,,,,3,
920710,1,2,2,,1,27,1,15,,1,100,2,,,30,67,50,60,40,2,
920715,1,2,2,,1,23,1,5,,1,100,2,,,24,67,50,60,40,2,
920716,1,2,2,,1,19,1,9,,1,60,1,40,,29,67,30,40,20,1,35
920730,1,3,2,,1,15,1,20,,2,,,,1996,,,,,,,
920730,2,0,,,,,,,,2,,2,,,,,,,,,
920730,3,2,,1,1,22,1,6,,2,,1,,2015,,,,,,,
920733,1,1,2,,,24,1,38,,1,100,2,,,,67,100,100,90,,
920733,2,1,2,,,22,1,20,,2,,,,2001,,,,,,,
920733,3,1,2,,,30,1,5,,1,,2,,,,,,,,2,
920738,1,1,2,,,29,1,28,,1,100,2,,,,67,70,75,65,2,
920741,1,2,2,,1,15,1,37,,2,,,,1995,,,,,,,
920741,2,1,2,,,18,1,8,,2,,2,,1970,,,,,,,
920743,1,2,2,,1,22,1,33,,1,100,2,,,28,67,98,100,80,2,
920743,2,2,2,,1,21,1,14,,1,,2,,,42,,,,,2,
920743,3,0,,,,,,,,2,,2,,,,,,,,,
920743,4,0,,,,,,,,2,,2,,,,,,,,,
920745,1,2,2,,1,20,1,26,,1,100,2,,,35,65,80,90,60,2,
920745,2,1,2,,,18,1,1,,1,,2,,,,,,,,2,
920747,1,1,2,,,16,1,28,,2,,,,1998,,,,,,,
920749,1,2,2,,1,17,1,4,,1,0,1,0,,41,67,40,60,40,2,
920749,2,1,2,,,20,1,9,,1,0,2,,,,67,60,70,50,2,
920749,3,,,,,,,,,,,,,,,,,,,,
920749,4,,,,,,,,,,,,,,,,,,,,
920752,1,1,2,,,48,1,6,,1,100,2,,,,67,50,60,50,2,
920752,2,0,,,,,,,,2,,2,,,,,,,,,
920776,1,0,,,,,,,,2,,,,,,,,,,,
920778,1,0,,,,,,,,2,,,,,,,,,,,
920781,1,1,2,,,20,1,40,,2,,,,2009,,,,,,,
920781,2,0,,,,,,,,2,,2,,,,,,,,,
920784,1,1,,4,,16,1,25,,2,,2,,2014,,,,,,,
920788,1,0,,,,,,,,2,,,,,,,,,,,
920794,1,0,,,,,,,,2,,2,,,,,,,,,
920796,1,1,2,,,20,1,30,,2,,,,2016,,,,,,,
920796,2,1,2,,,24,1,3,,1,,2,,,,,,,,2,
920801,1,1,2,,,18,1,15,,1,40,2,,,,70,40,40,20,,
920809,1,1,2,,,18,1,20,,1,80,2,,,,70,60,60,30,3,
920810,1,1,,2,,15,1,5,,2,,1,50,2016,,,,,,,
920810,2,0,,,,,,,,2,,2,,,,,,,,,
920812,1,1,2,,,20,1,15,,1,60,2,,,,70,40,50,20,,
920814,1,0,,,,,,,,2,,2,,,,,,,,,
920815,1,1,1,1,,18,1,15,,1,50,1,30,,,70,50,50,20,2,
920816,1,1,1,1,,20,1,5,,1,30,1,30,,,60,30,30,10,2,
920817,1,1,1,5,,20,1,5,,1,90,2,,,,70,50,51,49,4,
920818,1,1,2,,,20,2,,,1,60,2,,,,70,50,50,30,,
920819,1,1,2,,,15,1,2,,1,90,2,,,,65,80,81,79,2,
920822,1,1,2,,,19,1,35,,2,,2,,2017,,55,70,75,68,,
920822,2,0,,,,,,,,2,,2,,,,,,,,,
920822,3,1,1,7,,21,1,1,,1,,2,,,,,,,,2,
920822,4,0,,,,,,,,2,,1,,,,,,,,,
920822,5,0,,,,,,,,2,,1,,,,,,,,,
920822,6,,,,,,,,,,,,,,,,,,,,
920825,1,2,1,1,3,16,1,43,,1,70,2,,,38,67,100,100,90,,
920825,2,2,1,1,1,16,1,32,,2,,2,,2010,,,,,,,
920826,1,2,2,,2,14,1,14,,2,,,,2004,,,,,,,
920826,2,3,2,,1,20,2,,,2,,2,,2005,,,,,,,
920826,3,0,,,,,,,,2,,2,,,,,,,,,
920826,4,4,2,,1,16,1,28,,2,,,,2000,,,,,,,
920827,1,5,2,,1,16,1,26,,1,100,2,,,50,70,60,65,50,2,
920827,2,0,,,,,,,,2,,1,0,,,,,,,,
920827,3,0,,,,,,,,1,,2,,,,,,,,,
920827,4,0,,,,,,,,2,,2,,,,,,,,,
920829,1,1,2,,,15,1,13,,1,0,2,,,,70,50,55,45,,
920829,2,3,2,,1,15,1,20,,1,0,2,,,40,65,50,52,48,2,
920829,3,0,,,,,,,,2,,2,,,,,,,,,
920829,4,,,,,,,,,,,,,,,,,,,,
920839,1,1,2,,,21,1,21,,1,0,2,,,,70,55,60,50,,
920839,2,3,2,,1,25,1,12,,1,0,2,,,32,67,55,60,50,2,
920839,3,,,,,,,,,,,,,,,,,,,,
920839,4,,,,,,,,,,,,,,,,,,,,
920840,1,1,2,,,17,1,41,,2,,,,2011,,,,,,,
920840,2,2,2,,1,24,1,17,,1,100,2,,,24,70,60,70,50,1,80
920842,1,1,2,,,25,1,15,,1,100,2,,,,70,60,65,55,,
920842,2,0,,,,,,,,2,,2,,,,,,,,,
920842,3,,,,,,,,,,,,,,,,,,,,
920842,4,,,,,,,,,,,,,,,,,,,,
920845,1,6,1,2,1,18,1,15,,1,100,2,,,40,65,70,75,65,2,
920847,1,4,2,,1,17,1,10,,1,50,2,,,45,70,60,70,58,2,
920847,2,,,,,,,,,,,,,,,,,,,,
920849,1,3,1,1,1,18,1,10,,1,80,2,,,55,70,40,50,39,2,
920855,1,2,2,,1,16,1,38,,2,,,,1997,,,,,,,
920858,1,4,1,2,1,18,1,27,,1,70,2,,,40,65,80,85,70,2,
920864,1,6,1,2,1,21,1,10,,1,50,2,,,50,70,70,75,60,2,
920865,1,0,,,,,,,,2,,2,,,,,,,,,
920866,1,0,,,,,,,,2,,,,,,,,,,,
920866,2,1,2,,,14,1,25,,2,,,,2007,,,,,,,
920867,1,1,,1,,19,2,,,2,,1,5,2016,,,,,,,
920867,2,1,2,,,25,1,2,,1,,2,,,,,,,,2,
920867,3,,,,,,,,,,,,,,,,,,,,
920867,4,,,,,,,,,,,,,,,,,,,,
920868,1,1,2,,,16,1,35,,2,,,,2002,,,,,,,
920868,2,0,,,,,,,,2,,2,,,,,,,,,
920869,1,1,2,,,18,1,30,,1,100,2,,,,70,50,70,45,3,
920869,2,1,2,,,29,1,20,,1,,2,,,,,,,,2,
920871,1,0,,,,,,,,2,,,,,,,,,,,
920872,1,0,,,,,,,,2,,2,,,,,,,,,
920872,2,,,,,,,,,,,,,,,,,,,,
920872,3,,,,,,,,,,,,,,,,,,,,
920874,1,1,2,,,16,1,35,,2,,,,1992,,,,,,,
920874,2,0,,,,,,,,2,,2,,,,,,,,,
920875,1,1,1,5,,15,1,10,,2,,2,,2016,,70,50,50,30,,
920911,1,1,2,,,16,2,,,2,,2,,2015,,,,,,,
920911,2,1,2,,,27,1,29,,1,,2,,,,,,,,,
920911,3,1,2,,,20,1,2,,1,,2,,,,,,,,2,
920912,1,2,2,,1,20,1,35,,2,,,,2006,,,,,,,
920912,2,0,,,,,,,,2,,2,,,,,,,,,
920913,1,1,2,,,13,1,45,,2,,,,2015,,,,,,,
920913,2,0,,,,,,,,2,,2,,,,,,,,,
920916,1,2,2,,1,16,1,35,,1,100,2,,,21,65,70,80,60,1,85
920916,2,0,,,,,,,,2,,2,,,,,,,,,
920916,3,0,,,,,,,,2,,1,,,,,,,,,
920922,1,1,2,,,17,1,40,,2,,,,1994,,,,,,,
920922,2,0,,,,,,,,2,,2,,,,,,,,,
920925,1,2,,7,3,30,1,8,,2,,1,60,2010,,,,,,,
920925,2,1,1,2,,23,1,30,,1,,2,,,,,,,,2,
920925,3,3,1,2,1,22,1,3,,1,,2,,,23,,,,,2,
920925,4,0,,,,,,,,2,,2,,,,,,,,,
920925,5,,,,,,,,,,,,,,,,,,,,
920928,1,2,2,,1,23,1,35,,2,,,,2014,,,,,,,
920933,1,1,2,,,28,1,16,,1,100,2,,,,67,80,80,60,1,90
920935,1,0,,,,,,,,2,,2,,,,,,,,,
920935,2,2,2,,1,22,1,18,,1,,2,,,22,,,,,1,
920935,3,,,,,,,,,,,,,,,,,,,,
920937,1,0,,,,,,,,2,,,,,,,,,,,
920937,2,2,2,,1,23,1,19,,1,100,2,,,35,67,50,60,40,1,70
920938,1,3,2,,1,24,1,17,,1,100,2,,,35,65,60,70,50,2,
920938,2,2,2,,1,25,1,10,,1,,2,,,30,,,,,2,
920938,3,,,,,,,,,,,,,,,,,,,,
920938,4,,,,,,,,,,,,,,,,,,,,
920942,1,1,2,,,23,1,9,,1,100,2,,,,67,80,90,70,1,100
920942,2,1,2,,,22,2,,,1,70,2,,,,67,70,80,60,1,100
920942,3,,,,,,,,,,,,,,,,,,,,
920946,1,1,2,,,22,1,25,,1,0,2,,,,60,100,100,90,,
920948,1,1,2,,,30,1,6,,1,0,2,,,,67,50,60,40,2,
920949,1,2,2,,1,18,1,30,,1,100,2,,,30,65,60,70,50,2,
920949,2,0,,,,,,,,2,,2,,,,,,,,,
920951,1,2,2,,2,20,1,31,,1,100,2,,,25,67,100,100,80,,
920951,2,1,2,,,23,2,,,2,,2,,1998,,,,,,,
920953,1,1,2,,,24,1,15,,1,50,1,50,,,67,60,70,50,2,
920953,2,,,,,,,,,,,,,,,,,,,,
920955,1,3,1,1,1,19,2,,,1,50,1,40,,36,67,50,60,40,2,
920956,1,2,1,5,1,15,1,10,,2,,,,2005,,,,,,,
920960,1,1,2,,,13,1,40,,2,,,,2002,,,,,,,
920981,1,2,2,,1,14,1,40,,2,,,,2002,,,,,,,
920988,1,5,1,3,3,16,1,5,,1,50,1,30,,54,70,50,50,30,,
921001,1,1,2,,,12,1,58,,1,0,2,,,,50,50,60,50,,
921001,2,2,2,,2,15,1,38,,2,,,,2013,,,,,,,
921001,3,2,1,3,3,17,1,21,,1,,2,,,36,,,,,2,
921001,4,0,,,,,,,,2,,1,,,,,,,,,
921001,5,0,,,,,,,,2,,2,,,,,,,,,
921003,1,2,1,5,1,30,1,14,,2,,,,1994,,,,,,,
921004,1,4,2,,1,21,1,8,,1,100,2,,,31,70,50,60,50,2,
921004,2,0,,,,,,,,2,,,,,,,,,,,
921005,1,9,1,1,3,21,1,16,,1,0,1,100,,43,70,50,70,50,2,
921005,2,3,2,,1,28,1,16,,1,100,2,,,28,68,50,60,40,2,
921005,3,,,,,,,,,,,,,,,,,,,,
921006,1,3,2,,3,14,1,42,,2,,,,2015,,,,,,,
921006,2,0,,,,,,,,2,,2,,,,,,,,,
921006,3,2,2,,1,17,1,30,,1,,2,,,32,,,,,2,
921008,1,3,2,,1,16,1,45,,2,,,,2009,,,,,,,
921008,2,2,2,,1,16,1,8,,2,,2,,1979,,,,,,,
921009,1,5,1,1,3,18,1,41,,1,100,2,,,37,64,80,80,80,2,
921009,2,3,1,2,1,18,1,36,,1,,2,,,55,,,,,2,
921009,3,0,,,,,,,,2,,2,,,,,,,,,
921010,1,3,2,,1,21,1,45,,2,,,,2011,,,,,,,
921010,2,2,2,,3,20,1,20,,1,,2,,,35,,,,,,
921011,1,1,2,,,25,1,42,,2,,,,2000,,,,,,,
921011,2,1,2,,,24,1,39,,1,,2,,,,,,,,2,
921011,3,0,,,,,,,,2,,1,,,,,,,,,
921011,4,0,,,,,,,,2,,1,,,,,,,,,
921047,1,2,2,,1,22,1,35,,1,100,2,,,30,67,70,75,60,2,
921047,2,1,2,,,20,1,5,,2,,2,,2000,,,,,,,
921047,3,0,,,,,,,,2,,1,,,,,,,,,
921047,4,0,,,,,,,,2,,1,,,,,,,,,
921055,1,4,2,,1,12,1,40,,2,,,,2000,,,,,,,
921057,1,1,2,,,12,1,10,,2,,,,1980,,,,,,,
921058,1,5,2,,1,13,1,20,,2,,,,1985,,,,,,,
921070,1,3,2,,1,12,1,40,,2,,,,1995,,,,,,,
921094,1,0,,,,,,,,2,,,,,,,,,,,
921099,1,0,,,,,,,,2,,2,,,,,,,,,
921099,2,1,2,,,15,1,10,,2,,,,2003,,,,,,,
921101,1,1,2,,,16,1,15,,1,100,2,,,,70,30,100,25,3,
921101,2,0,,,,,,,,2,,1,,,,,,,,,
921101,3,0,,,,,,,,2,,1,,,,,,,,,
921101,4,0,,,,,,,,2,,1,10,,,,,,,,
921102,1,1,2,,,25,1,38,,2,,,,1998,,,,,,,
921103,1,0,,,,,,,,2,,,,,,,,,,,
921104,1,1,2,,,19,1,25,,2,,,,1980,,,,,,,
921104,2,0,,,,,,,,2,,2,,,,,,,,,
921104,3,0,,,,,,,,2,,2,,,,,,,,,
921110,1,1,2,,,22,1,30,,2,,,,2010,,,,,,,
921110,2,0,,,,,,,,2,,2,,,,,,,,,
921110,3,1,,3,,21,1,,6,2,,1,,2015,,,,,,,
921113,1,0,,,,,,,,2,,,,,,,,,,,
921140,1,0,,,,,,,,2,,2,,,,,,,,,
921147,1,0,,,,,,,,2,,2,,,,,,,,,
921147,2,1,2,,,18,1,5,,1,10,2,,,,70,20,20,10,,
921151,1,1,2,,,20,1,8,,1,10,2,,,,65,10,10,10,,
921152,1,1,2,,,18,1,10,,2,,,,2000,,,,,,,
921177,1,1,2,,,20,1,8,,1,10,2,,,,70,10,10,10,,
921179,1,1,1,2,,20,1,8,,1,10,2,,,,76,10,10,10,3,
921180,1,0,,,,,,,,2,,,,,,,,,,,
921227,1,1,2,,,19,1,39,,1,100,2,,,,60,70,70,60,4,
921227,2,1,2,,,27,1,35,,2,,,,2011,,,,,,,
921227,3,0,,,,,,,,2,,1,,,,,,,,,
921229,1,2,2,,1,19,1,40,,2,,,,2012,,,,,,,
921230,1,0,,,,,,,,2,,,,,,,,,,,
921234,1,3,1,2,1,20,1,21,,1,100,2,,,32,70,80,85,70,2,
921234,2,1,2,,,25,1,26,,1,,2,,,,,,,,2,
921234,3,0,,,,,,,,2,,2,,,,,,,,,
921234,4,0,,,,,,,,2,,2,,,,,,,,,
921234,5,0,,,,,,,,2,,2,,,,,,,,,
921234,6,0,,,,,,,,2,,2,,,,,,,,,
921235,1,4,1,2,1,19,1,36,,2,,,,2016,,,,,,,
921235,2,1,1,1,,20,1,15,,2,,2,,1990,,,,,,,
921238,1,1,1,5,,26,1,35,,2,,,,2000,,,,,,,
921238,2,1,2,,,23,1,38,,2,,,,2007,,,,,,,
921239,1,1,2,,,30,1,10,,1,90,2,,,,65,70,90,60,2,
921240,1,0,,,,,,,,2,,2,,,,,,,,,
921240,2,1,2,,,24,1,42,,2,,,,2015,,,,,,,
921240,3,1,2,,,27,1,3,,1,,2,,,,,,,,2,
921244,1,1,2,,,54,1,4,,1,80,1,30,,,67,50,55,40,2,
921244,2,0,,,,,,,,2,,1,,,,,,,,,
921244,3,,,,,,,,,,,,,,,,,,,,
921246,1,1,,6,,25,1,15,,2,,2,,2011,,,,,,,
921246,2,0,,,,,,,,2,,1,,,,,,,,,
921246,3,0,,,,,,,,2,,1,,,,,,,,,
921247,1,1,2,,,16,1,32,,2,,,,1996,,,,,,,
921247,2,1,2,,,17,1,17,,2,,2,,1989,,,,,,,
921247,3,0,,,,,,,,2,,,,,,,,,,,
921247,4,3,1,3,3,20,1,13,,1,,2,,,34,,,,,,
921254,1,0,,,,,,,,2,,2,,,,,,,,,
921254,2,2,1,3,1,24,1,30,,1,8,2,,,29,70,60,65,55,4,
921255,1,1,2,,,20,1,31,,1,80,2,,,,60,70,80,65,,
921255,2,0,,,,,,,,2,,2,,,,,,,,,
921255,3,0,,,,,,,,2,,2,,,,,,,,,
921255,4,0,,,,,,,,2,,2,,,,,,,,,
921255,5,,,,,,,,,,,,,,,,,,,,
921269,1,2,2,,1,21,1,16,,1,8,2,,,30,65,60,70,50,3,
921270,1,4,,10,3,30,1,5,,2,,1,50,2017,,,,,,,
921270,2,,,,,,,,,,,,,,,,,,,,
921270,3,,,,,,,,,,,,,,,,,,,,
921272,1,2,2,,3,16,1,40,,2,,,,1998,,,,,,,
921273,1,0,,,,,,,,2,,2,,,,,,,,,
921273,2,1,2,,,18,1,18,,1,,2,,,,,,,,2,
921273,3,0,,,,,,,,2,,1,,,,,,,,,
921273,4,0,,,,,,,,2,,2,,,,,,,,,
921273,5,0,,,,,,,,2,,1,,,,,,,,,
921275,1,1,2,,,20,1,28,,1,100,2,,,,67,80,85,60,3,
921275,2,1,2,,,30,1,11,,1,,2,,,,,,,,3,
921275,3,1,2,,,22,1,2,,1,10,1,100,,,70,70,80,30,,
921275,4,0,,,,,,,,2,,2,,,,,,,,,
921277,1,1,2,,,20,1,38,,2,,,,2010,,,,,,,
921278,1,1,,20,,16,1,10,,2,,2,,1995,,,,,,,
921278,2,1,2,,,19,1,40,,2,,,,2014,,,,,,,
921278,3,0,,,,,,,,2,,1,,,,,,,,,
921278,4,2,,5,1,24,1,6,,2,,1,,2014,,,,,,,
921278,5,0,,,,,,,,2,,1,,,,,,,,,
921279,1,0,,,,,,,,2,,,,,,,,,,,
921281,1,0,,,,,,,,2,,2,,,,,,,,,
921291,1,2,,9,1,18,1,20,,2,,1,0,2006,,,,,,,
921291,2,0,,,,,,,,2,,1,0,,,,,,,,
921299,1,0,,,,,,,,2,,,,,,,,,,,
921316,1,2,2,,3,18,1,37,,2,,,,2004,,,,,,,
921316,2,1,2,,,15,1,30,,2,,,,2002,,,,,,,
921316,3,1,,7,,27,1,2,,2,,1,20,2014,,,,,,,
921319,1,2,2,,3,16,1,40,,2,,,,1999,,,,,,,
921319,2,0,,,,,,,,2,,,,,,,,,,,
921320,1,1,2,,,30,1,37,,2,,,,2005,,,,,,,
921321,1,2,,10,1,15,1,15,,2,,1,20,2006,,,,,,,
921321,2,2,1,3,1,16,1,10,,1,,2,,,43,,,,,2,
921321,3,0,,,,,,,,2,,1,,,,,,,,,
921322,1,4,2,,3,22,1,41,,2,,,,2009,,,,,,,
921322,2,2,2,,1,19,1,37,,2,,,,2009,,,,,,,
921323,1,2,2,,1,32,1,35,,2,,,,2014,,,,,,,
921326,1,1,2,,,16,2,,,2,,,,1992,,,,,,,
921326,2,2,2,,3,18,1,37,,2,,,,1997,,,,,,,
921333,1,1,2,,,15,1,30,,2,,,,2005,,,,,,,
921334,1,1,2,,,30,1,3,,1,100,2,,,,67,70,80,60,2,
921334,2,1,2,,,14,1,40,,2,,,,2000,,,,,,,
921334,3,2,2,,3,14,1,40,,2,,,,2004,,,,,,,
921334,4,1,2,,,29,1,15,,1,,2,,,,,,,,,
921334,5,1,2,,,24,1,16,,1,,2,,,,,,,,2,
921336,1,3,2,,1,15,1,35,,2,,,,1985,,,,,,,
921364,1,1,,5,,16,1,10,,2,,1,20,2012,,,,,,,
921364,2,1,1,10,,20,1,5,,1,,1,,,,,,,,2,
921365,1,1,2,,,25,1,35,,2,,,,2002,,,,,,,
921365,2,1,2,,,16,1,40,,2,,,,2002,,,,,,,
921365,3,2,1,2,1,31,1,5,,1,,2,,,35,,,,,3,
921370,1,1,2,,,21,1,30,,2,,,,1994,,,,,,,
921370,2,2,,5,3,31,1,2,,2,,2,,2016,,,,,,,
921373,1,2,2,,1,16,1,35,,2,,,,2006,,,,,,,
921373,2,1,1,5,,20,1,13,,2,,2,,1983,,,,,,,
921387,1,2,1,3,3,20,1,20,,1,100,2,,,40,67,60,65,60,2,
921387,2,0,,,,,,,,2,,2,,,,,,,,,
921388,1,2,2,,1,27,1,34,,2,,2,,2017,33,66,70,70,60,,
921388,2,1,2,,,31,1,5,,2,,2,,2001,,,,,,,
921388,3,0,,,,,,,,2,,2,,,,,,,,,
921389,1,1,2,,,18,1,35,,2,,,,1994,,,,,,,
921391,1,2,2,,1,25,1,25,,1,80,2,,,25,66,70,75,65,2,
921391,2,0,,,,,,,,2,,2,,,,,,,,,
921391,3,0,,,,,,,,2,,2,,,,,,,,,
921391,4,0,,,,,,,,2,,2,,,,,,,,,
921407,1,25,2,,1,20,1,30,,2,,,,2002,,,,,,,
921407,2,0,,,,,,,,2,,2,,,,,,,,,
921410,1,1,2,,,20,1,40,,2,,,,2013,,,,,,,
921410,2,0,,,,,,,,2,,2,,,,,,,,,
921411,1,1,2,,,25,1,25,,1,60,2,,,,67,90,90,80,2,
921411,2,0,,,,,,,,2,,2,,,,,,,,,
921411,3,0,,,,,,,,2,,2,,,,,,,,,
921412,1,0,,,,,,,,2,,2,,,,,,,,,
921414,1,0,,,,,,,,2,,,,,,,,,,,
921424,1,1,2,,,25,1,30,,1,70,2,,,,65,80,90,70,2,
921432,1,1,2,,,20,1,20,,1,90,2,,,,65,90,90,80,,
921432,2,0,,,,,,,,2,,2,,,,,,,,,
921432,3,,,,,,,,,,,,,,,,,,,,
921432,4,,,,,,,,,,,,,,,,,,,,
921452,1,2,1,3,1,20,1,6,,1,70,2,,,31,70,60,62,40,2,
921455,1,1,2,,,16,1,30,,2,,,,2008,,,,,,,
921455,2,0,,,,,,,,2,,2,,,,,,,,,
