nquest,NCOMP,nord,sex,parent,anasc,cit,aningr,motiv,staciv,studio,tipolau,votoedu,suedu,selode,annoedu,tipodip,univer,apqual,asnonoc,nace,nordp,motent,annoenus,NASCREG,NASCAREA,ireg,ETA,isco,CLETA5,QUAL,Q,SETT,CFRED,PERC,PERL,NPERL,NPERC,AREA3,AREA5,ACOM4C,ACOM5,PESOFIT
921278,5,4,2,6,1982,1,,,2,5,,90,100,0,2002,2,2,12,1,7,,,,15,3,15,34,,1,7,3,5,0,0,0,0,1,3,4,1,3,1.3283272961
921278,5,5,1,6,1989,1,,,2,3,,,,,,,,11,,,,,,15,3,15,27,,1,7,3,5,0,0,0,0,1,3,4,1,3,1.3283272961
921279,1,1,2,1,1938,1,,,4,2,,,,,,,,16,,,,,,15,3,15,78,,5,6,3,5,1,1,0,0,1,3,4,1,3,0.8090574801
921281,1,1,2,1,1945,1,,,4,2,,,,,,,,13,,,,,,15,3,15,71,,5,7,3,5,1,1,0,0,1,3,4,1,3,0.8090574801
921291,2,1,1,1,1956,1,,,1,3,,,,,,,,12,1,3,,,,15,3,15,60,,4,7,3,5,1,1,0,0,1,3,4,1,3,0.7146671043
921291,2,2,2,2,1955,1,,,1,3,,,,,,,,13,,,,,,15,3,15,61,,4,7,3,5,0,0,0,0,1,3,4,1,3,0.7146671043
921299,1,1,1,1,1965,1,,,2,4,,,,,,,,16,,,,,,15,3,15,51,,3,6,3,5,1,1,0,0,1,3,4,1,3,0.6885633518
921316,3,1,1,1,1943,1,,,1,4,,,,,,,,15,8,1,,,,15,3,15,73,,5,6,3,5,1,1,0,0,2,3,4,0,1,1.8876537642
921316,3,2,2,2,1946,1,,,1,2,,,,,,,,15,8,1,,,,15,3,15,70,,5,6,3,5,0,1,0,0,2,3,4,0,1,1.8876537642
921316,3,3,1,6,1974,1,,,2,5,,48,60,0,1993,2,2,12,1,7,,,,15,3,15,42,,2,7,3,5,0,0,0,0,2,3,4,0,1,1.8876537642
921319,2,1,1,1,1933,1,,,1,2,,,,,,,,15,8,7,,,,15,3,15,83,,5,6,3,5,1,1,0,0,2,3,4,0,1,1.5543843781
921319,2,2,2,2,1937,1,,,1,1,,,,,,,,16,,,,,,15,3,15,79,,5,6,3,5,0,1,0,0,2,3,4,0,1,1.5543843781
921320,1,1,1,1,1941,1,,,4,7,8,101,110,0,1971,3,,15,5,15,,,,15,3,15,75,,5,6,3,5,1,1,0,0,1,3,4,0,1,1.4976093218
921321,3,1,1,1,1958,1,,,1,2,,,,,,,,12,1,3,,,,15,3,15,58,,4,7,3,5,0,0,0,1,1,3,4,0,1,1.9207510516
921321,3,2,2,2,1959,1,,,1,3,,,,,,,,1,,19,,,,15,3,15,57,91,4,1,1,4,1,1,1,1,1,3,4,0,1,1.9207510516
921321,3,3,2,6,1989,1,,,2,5,,70,100,0,2009,2,2,11,,,,,,15,3,15,27,,1,7,3,5,0,0,0,1,1,3,4,0,1,1.9207510516
921322,2,1,1,1,1947,1,,,1,5,,7,10,0,1966,2,1,15,5,15,,,,15,3,15,69,,5,6,3,5,1,1,0,0,2,3,4,0,1,1.5543843781
921322,2,2,2,2,1950,1,,,1,5,,7,10,0,1969,2,2,15,5,15,,,,15,3,15,66,,5,6,3,5,0,1,0,0,2,3,4,0,1,1.5543843781
921323,1,1,1,1,1947,1,,,2,7,9,108,110,0,1973,3,,15,3,15,,,,15,3,15,69,,5,6,3,5,1,1,0,0,1,3,4,0,1,1.4976093218
921326,2,1,2,1,1953,1,,,4,2,,,,,,,,16,,,,,,19,3,15,63,,4,6,3,5,0,1,0,0,2,3,4,0,1,1.4891602651
921326,2,2,1,3,1937,1,,,4,2,,,,,,,,15,1,3,,,,15,3,15,79,,5,6,3,5,1,1,0,0,2,3,4,0,1,1.4891602651
921333,1,1,2,1,1941,1,,,2,2,,,,,,,,15,8,1,,,,15,3,15,75,,5,6,3,5,1,1,0,0,1,3,4,0,1,1.6127504544
921334,5,1,1,1,1979,1,,,2,5,,58,60,0,1998,2,1,1,,1,,,,15,3,15,37,92,2,1,1,1,0,1,1,3,5,3,4,0,1,2.6070990053
921334,5,2,1,4,1945,1,,,1,3,,,,,,,,15,8,1,,,,15,3,15,71,,5,6,3,5,0,1,0,3,5,3,4,0,1,2.6070990053
921334,5,3,2,4,1947,1,,,1,2,,,,,,,,15,8,1,,,,1,1,15,69,,5,6,3,5,0,1,0,3,5,3,4,0,1,2.6070990053
921334,5,4,1,11,1972,1,,,2,3,,,,,,,,8,,1,,,,1,1,15,44,61,2,5,2,1,0,1,1,3,5,3,4,0,1,2.6070990053
921334,5,5,2,11,1976,1,,,2,5,,56,60,0,1995,2,2,2,,7,,,,15,3,15,40,41,2,2,1,4,1,1,1,3,5,3,4,0,1,2.6070990053
921336,1,1,2,1,1933,1,,,4,2,,,,,,,,15,1,3,,,,15,3,15,83,,5,6,3,5,1,1,0,0,1,3,4,0,1,1.6127504544
921364,2,1,1,1,1962,1,,,1,2,,,,,,,,12,1,6,,,,15,3,15,54,,3,7,3,5,0,0,0,1,1,3,4,2,4,0.2980619198
921364,2,2,2,2,1969,1,,,1,3,,,,,,,,1,,19,,,,15,3,15,47,91,3,1,1,4,1,1,1,1,1,3,4,2,4,0.2980619198
921365,3,1,2,1,1941,1,,,1,5,,58,60,0,1959,5,2,15,3,16,,,,15,3,15,75,,5,6,3,5,1,1,0,1,3,3,4,2,4,0.2896330559
921365,3,2,1,2,1936,1,,,1,3,,,,,,,,15,8,7,,,,15,3,15,80,,5,6,3,5,0,1,0,1,3,3,4,2,4,0.2896330559
921365,3,3,2,6,1968,1,,,2,7,6,105,110,0,1997,3,,2,,10,,,,15,3,15,48,53,3,2,1,4,0,1,1,1,3,3,4,2,4,0.2896330559
921370,2,1,2,1,1943,1,,,4,5,,37,60,0,1961,5,2,15,3,16,,,,15,3,15,73,,5,6,3,5,1,1,0,0,1,3,4,2,4,0.3922385359
921370,2,2,1,6,1978,1,,,2,5,,80,100,0,1997,2,2,12,6,11,,,,15,3,15,38,,2,7,3,5,0,0,0,0,1,3,4,2,4,0.3922385359
921373,2,1,1,1,1946,1,,,1,1,,,,,,,,15,1,3,,,,15,3,15,70,,5,6,3,5,1,1,0,0,1,3,4,2,4,0.2328959409
921373,2,2,2,2,1943,1,,,1,2,,,,,,,,13,,,,,,15,3,15,73,,5,7,3,5,0,0,0,0,1,3,4,2,4,0.2328959409
921387,2,1,1,1,1961,1,,,3,5,,46,60,0,1980,2,2,2,,16,,,,15,3,15,55,32,4,2,1,3,1,1,1,1,1,3,4,2,4,0.3259728995
921387,2,2,2,6,1987,1,,,2,7,9,96,100,0,2016,2,,17,,,,,,15,3,15,29,,1,7,3,5,0,0,0,1,1,3,4,2,4,0.3259728995
921388,3,1,1,1,1950,1,,,1,7,1,108,110,0,2006,3,,4,,15,,,,15,3,15,66,11,5,3,1,3,1,1,1,1,1,3,4,2,4,0.3100909675
921388,3,2,2,2,1966,1,2004,2,1,7,9,100,110,0,1999,3,,13,,,,,,,,15,50,,3,7,3,5,0,0,0,1,1,3,4,2,4,0.3100909675
921388,3,3,1,7,1999,1,2004,1,2,3,,,,,,,,17,,,,,,,,15,17,,1,7,3,5,0,0,0,1,1,3,4,2,4,0.3100909675
921389,1,1,1,1,1942,1,,,4,3,,,,,,,,15,5,15,,,,15,3,15,74,,5,6,3,5,1,1,0,0,1,3,4,2,4,0.2243892418
921391,4,1,1,1,1966,1,,,1,5,,40,60,0,1986,2,2,1,,17,,,,15,3,15,50,22,3,1,1,3,1,1,1,1,1,3,4,2,4,0.3617456865
921391,4,2,2,2,1971,1,,,1,3,,,,,,,,13,,,,,,15,3,15,45,,3,7,3,5,0,0,0,1,1,3,4,2,4,0.3617456865
921391,4,3,2,6,1997,1,,,2,5,,80,100,0,2016,3,1,17,,,,,,15,3,15,19,,1,7,3,5,0,0,0,1,1,3,4,2,4,0.3617456865
921391,4,4,2,6,1999,1,,,2,3,,,,,,,,17,,,,,,15,3,15,17,,1,7,3,5,0,0,0,1,1,3,4,2,4,0.3617456865
921407,2,1,1,1,1946,1,,,1,3,,,,,,,,15,1,3,,,,15,3,15,70,,5,6,3,5,1,1,0,0,1,3,4,2,4,0.2077813959
921407,2,2,2,2,1956,1,,,1,3,,,,,,,,13,,,,,,19,3,15,60,,4,7,3,5,0,0,0,0,1,3,4,2,4,0.2077813959
921410,2,1,1,1,1948,1,,,1,2,,,,,,,,15,1,6,,,,15,3,15,68,,5,6,3,5,1,1,0,0,1,3,4,2,4,0.2077813959
921410,2,2,2,2,1955,1,,,1,2,,,,,,,,13,,,,,,15,3,15,61,,4,7,3,5,0,0,0,0,1,3,4,2,4,0.2077813959
921411,3,1,2,1,1966,1,,,3,3,,,,,,,,1,,9,,,,15,3,15,50,93,3,1,1,4,1,1,1,1,1,3,4,3,5,0.8365286647
921411,3,2,2,6,1994,1,,,2,4,,,,,,,,11,,,,,,15,3,15,22,,1,7,3,5,0,0,0,1,1,3,4,3,5,0.8365286647
921411,3,3,2,6,1998,1,,,2,4,,,,,,,,11,,,,,,3,1,15,18,,1,7,3,5,0,0,0,1,1,3,4,3,5,0.8365286647
921412,1,1,2,1,1953,1,,,2,2,,,,,,,,13,,,,,,15,3,15,63,,4,7,3,5,1,1,0,0,1,3,4,2,4,0.2062365134
921414,1,1,2,1,1938,1,,,2,2,,,,,,,,16,,,,,,15,3,15,78,,5,6,3,5,1,1,0,0,1,3,4,2,4,0.2250258408
921424,1,1,1,1,1958,1,,,2,3,,,,,,,,1,,6,,,,15,3,15,58,71,4,1,1,4,1,1,1,1,1,3,4,2,4,0.1915124092
921432,4,1,1,1,1976,1,,,1,5,,44,60,0,1997,3,2,2,,15,,,,15,3,15,40,01,2,2,1,3,1,1,1,1,1,3,4,2,4,0.5687945863
921432,4,2,2,2,1977,1,,,1,5,,44,60,0,1998,3,2,13,,,,,,15,3,15,39,,2,7,3,5,0,0,0,1,1,3,4,2,4,0.5687945863
921432,4,3,1,6,2007,1,,,2,1,,,,,,,,17,,,,,,15,3,15,9,,1,7,3,5,0,0,0,1,1,3,4,2,4,0.5687945863
921432,4,4,1,6,2004,1,,,2,2,,,,,,,,17,,,,,,15,3,15,12,,1,7,3,5,0,0,0,1,1,3,4,2,4,0.5687945863
921452,1,1,1,1,1979,1,,,2,3,,,,,,,,1,,7,,,,15,3,15,37,54,2,1,1,4,1,1,1,1,1,3,4,2,4,0.6825050931
921455,4,1,1,1,1946,1,,,1,3,,,,,,,,15,1,6,,,,15,3,15,70,,5,6,3,5,1,1,0,1,2,3,4,2,4,0.4756298581
921455,4,2,2,2,1945,1,,,1,2,,,,,,,,13,,,,,,15,3,15,71,,5,7,3,5,0,0,0,1,2,3,4,2,4,0.4756298581
921455,4,3,1,6,1977,1,,,2,5,,60,100,0,2008,2,2,12,1,7,,,,15,3,15,39,,2,7,3,5,0,0,0,1,2,3,4,2,4,0.4756298581
921455,4,4,2,6,1985,1,,,2,5,,80,100,0,2004,3,2,1,,7,,,,15,3,15,31,52,1,1,1,4,0,1,1,1,2,3,4,2,4,0.4756298581
921471,5,1,1,1,1966,1,,,1,3,,,,,,,,12,96,6,,,,15,3,15,50,,3,7,3,5,0,0,0,0,1,3,4,2,4,0.446931634
921471,5,2,2,2,1964,1,,,1,2,,,,,,,,11,,,,,,15,3,15,52,,3,7,3,5,0,0,0,0,1,3,4,2,4,0.446931634
921471,5,3,1,6,1990,1,,,2,3,,,,,,,,11,,,,,,15,3,15,26,,1,7,3,5,0,0,0,0,1,3,4,2,4,0.446931634
921471,5,4,2,6,1991,1,,,2,3,,,,,,,,11,,,,,,15,3,15,25,,1,7,3,5,0,0,0,0,1,3,4,2,4,0.446931634
921471,5,5,2,7,2000,1,,,2,3,,,,,,,,13,,,,,,15,3,15,16,,1,7,3,5,1,1,0,0,1,3,4,2,4,0.446931634
921473,4,1,1,1,1965,1,,,1,3,,,,,,,,1,,6,,,,15,3,15,51,71,3,1,1,4,1,1,1,2,2,3,4,2,4,0.3716026159
921473,4,2,2,2,1975,1,,,1,3,,,,,,,,13,,,,,,15,3,15,41,,2,7,3,5,0,0,0,2,2,3,4,2,4,0.3716026159
921473,4,3,1,6,1996,1,,,2,4,,,,,,,,1,,7,,,,15,3,15,20,75,1,1,1,4,0,1,1,2,2,3,4,2,4,0.3716026159
921473,4,4,2,6,2000,1,,,2,3,,,,,,,,17,,,,,,15,3,15,16,,1,7,3,5,0,0,0,2,2,3,4,2,4,0.3716026159
921476,2,1,2,1,1958,1,,,3,2,,,,,,,,16,,,,,,15,3,15,58,,4,6,3,5,1,1,0,0,1,3,4,2,4,0.468152963
921476,2,2,2,6,1985,1,,,2,5,,75,100,0,2004,3,2,13,,,,,,15,3,15,31,,1,7,3,5,0,0,0,0,1,3,4,2,4,0.468152963
921510,2,1,2,1,1955,1,,,1,2,,,,,,,,13,,,,,,15,3,15,61,,4,7,3,5,1,1,0,0,1,3,4,1,3,0.9307292521
921510,2,2,1,2,1957,1,,,1,3,,,,,,,,11,,,,,,15,3,15,59,,4,7,3,5,0,0,0,0,1,3,4,1,3,0.9307292521
921511,3,1,1,1,1964,1,,,1,4,,,,,,,,11,,,,,,15,3,15,52,,3,7,3,5,1,1,0,0,1,3,4,1,3,1.3071558444
921511,3,2,2,2,1970,1,,,1,3,,,,,,,,13,,,,,,15,3,15,46,,3,7,3,5,0,0,0,0,1,3,4,1,3,1.3071558444
921511,3,3,1,6,1999,1,,,2,3,,,,,,,,17,,,,,,15,3,15,17,,1,7,3,5,0,0,0,0,1,3,4,1,3,1.3071558444
921523,3,1,2,1,1972,1,,,4,3,,,,,,,,13,,,,,,15,3,15,44,,2,7,3,5,1,1,0,0,1,3,4,1,3,2.0059737629
921523,3,2,2,6,1998,1,,,2,3,,,,,,,,11,,,,,,15,3,15,18,,1,7,3,5,0,0,0,0,1,3,4,1,3,2.0059737629
921523,3,3,2,6,2006,1,,,2,2,,,,,,,,17,,,,,,15,3,15,10,,1,7,3,5,0,0,0,0,1,3,4,1,3,2.0059737629
921526,1,1,2,1,1970,2,,,2,3,,,,,,,,13,,,,,,15,3,15,46,,3,7,3,5,1,1,0,0,1,3,4,1,3,1.8021403185
921527,2,1,1,1,1966,1,,,1,3,,,,,,,,11,,,,,,15,3,15,50,,3,7,3,5,1,1,0,0,1,3,4,1,3,1.7369201482
921527,2,2,2,2,1966,1,,,1,4,,,,,,,,13,,,,,,15,3,15,50,,3,7,3,5,0,0,0,0,1,3,4,1,3,1.7369201482
921537,1,1,1,1,1967,1,,,2,3,,,,,,,,11,,,,,,15,3,15,49,,3,7,3,5,1,1,0,0,1,3,4,1,3,1.6734778359
921541,3,1,1,1,1955,1,,,1,3,,,,,,,,12,8,3,,,,15,3,15,61,,4,7,3,5,1,1,0,0,1,3,4,2,3,0.1899401506
921541,3,2,2,2,1955,1,,,1,2,,,,,,,,13,,,,,,15,3,15,61,,4,7,3,5,0,0,0,0,1,3,4,2,3,0.1899401506
921541,3,3,2,6,1990,1,,,2,4,,,,,,,,11,,,,,,15,3,15,26,,1,7,3,5,0,0,0,0,1,3,4,2,3,0.1899401506
921543,3,1,1,1,1959,1,,,1,5,,42,60,0,1977,2,2,1,,3,,,,15,3,15,57,72,4,1,1,2,1,1,1,1,1,3,4,2,3,0.1851015478
921543,3,2,2,2,1960,1,,,1,5,,44,60,0,1978,3,2,13,,,,,,15,3,15,56,,4,7,3,5,0,0,0,1,1,3,4,2,3,0.1851015478
921543,3,3,1,6,1988,1,,,2,4,,,,,,,,11,,,,,,15,3,15,28,,1,7,3,5,0,0,0,1,1,3,4,2,3,0.1851015478
921549,2,1,1,1,1951,1,,,4,3,,,,,,,,15,1,3,,,,15,3,15,65,,5,6,3,5,1,1,0,0,1,3,4,2,3,0.2364616484
921549,2,2,1,6,1984,1,,,2,3,,,,,,,,11,,,,,,15,3,15,32,,1,7,3,5,0,0,0,0,1,3,4,2,3,0.2364616484
921552,2,1,1,1,1946,1,,,1,3,,,,,,,,15,2,8,,,,15,3,16,70,,5,6,3,5,1,1,0,0,1,3,4,0,1,1.2984856925
921552,2,2,2,2,1952,1,,,1,3,,,,,,,,13,,,,,,15,3,16,64,,4,7,3,5,0,0,0,0,1,3,4,0,1,1.2984856925
921554,3,1,2,1,1939,1,,,4,1,,,,,,,,16,,,,,,15,3,15,77,,5,6,3,5,0,1,0,1,2,3,4,2,3,0.2227087982
921554,3,2,1,6,1967,1,,,2,4,,,,,,,,11,,,,,,15,3,15,49,,3,7,3,5,0,0,0,1,2,3,4,2,3,0.2227087982
921554,3,3,1,6,1969,1,,,2,4,,,,,,,,1,,6,,,,15,3,15,47,71,3,1,1,4,1,1,1,1,2,3,4,2,3,0.2227087982
921560,1,1,2,1,1940,1,,,4,2,,,,,,,,16,,,,,,15,3,15,76,,5,6,3,5,1,1,0,0,1,3,4,2,3,0.1594824399
921561,4,1,1,1,1960,1,,,1,4,,,,,,,,6,,7,,,,15,3,15,56,26,4,4,2,4,1,1,1,2,2,3,4,2,3,0.1925780457
921561,4,2,2,2,1964,1,,,1,7,9,100,110,0,1994,3,,1,,16,,,,15,3,15,52,91,3,1,1,3,0,1,1,2,2,3,4,2,3,0.1925780457
921561,4,3,2,6,1998,1,,,2,3,,,,,,,,17,,,,,,15,3,15,18,,1,7,3,5,0,0,0,2,2,3,4,2,3,0.1925780457
921561,4,4,1,6,1990,1,,,2,5,,48,60,0,2010,2,1,17,,,,,,15,3,15,26,,1,7,3,5,0,0,0,2,2,3,4,2,3,0.1925780457
921569,5,1,1,1,1969,1,,,1,3,,,,,,,,1,,8,,,,15,3,15,47,83,3,1,1,4,1,1,1,1,1,3,4,2,3,0.2703201812
921569,5,2,2,2,1973,1,,,1,3,,,,,,,,13,,,,,,15,3,15,43,,2,7,3,5,0,0,0,1,1,3,4,2,3,0.2703201812
921569,5,3,1,6,1997,1,,,2,3,,,,,,,,11,,,,,,15,3,15,19,,1,7,3,5,0,0,0,1,1,3,4,2,3,0.2703201812
921569,5,4,2,6,2002,1,,,2,4,,,,,,,,17,,,,,,15,3,15,14,,1,7,3,5,0,0,0,1,1,3,4,2,3,0.2703201812
921569,5,5,2,6,2008,1,,,2,1,,,,,,,,17,,,,,,15,3,15,8,,1,7,3,5,0,0,0,1,1,3,4,2,3,0.2703201812
921594,2,1,2,1,1970,1,,,2,5,,36,60,0,1988,3,1,20,,16,,,,15,3,15,46,23,3,5,2,3,0,1,1,1,2,3,4,2,4,0.3904912913
921594,2,2,2,4,1931,1,,,4,2,,,,,,,,15,1,3,,,,15,3,15,85,,5,6,3,5,1,1,0,1,2,3,4,2,4,0.3904912913
921595,2,1,2,1,1948,1,,,3,3,,,,,,,,15,2,17,,,,15,3,15,68,,5,6,3,5,1,1,0,0,1,3,4,2,4,0.3904912913
921595,2,2,2,7,1975,1,,,2,4,,,,,,,,12,20,10,,,,15,3,15,41,,2,7,3,5,0,0,0,0,1,3,4,2,4,0.3904912913
921596,2,1,1,1,1932,1,,,4,2,,,,,,,,15,2,10,,,,15,3,15,84,,5,6,3,5,0,1,0,1,2,3,4,2,4,0.2582555568
921596,2,2,1,7,1961,1,,,2,3,,,,,,,,2,,15,,,,15,3,15,55,41,4,2,1,3,1,1,1,1,2,3,4,2,4,0.2582555568
921603,1,1,1,1,1966,1,,,3,4,,,,,,,,8,,5,,,,15,3,15,50,71,3,5,2,2,1,1,1,1,1,3,4,2,4,0.4606342545
921623,3,1,1,1,1982,1,,,1,4,,,,,,,,2,,15,,,,15,3,15,34,54,1,2,1,3,1,1,1,1,1,3,4,2,4,0.6842208336
921623,3,2,2,2,1986,1,,,1,3,,,,,,,,13,,,,,,15,3,15,30,,1,7,3,5,0,0,0,1,1,3,4,2,4,0.6842208336
921623,3,3,1,6,2012,1,,,2,1,,,,,,,,18,,,,,,15,3,15,4,,1,7,3,5,0,0,0,1,1,3,4,2,4,0.6842208336
921636,3,1,1,1,1964,1,,,1,5,,55,60,0,1983,1,2,2,,17,,,,15,3,15,52,32,3,2,1,3,1,1,1,1,1,3,4,2,4,0.4049622261
921636,3,2,2,2,1966,1,,,1,5,,50,60,0,1985,5,2,13,,,,,,15,3,15,50,,3,7,3,5,0,0,0,1,1,3,4,2,4,0.4049622261
921636,3,3,1,6,1989,1,,,2,6,1,75,100,0,2012,1,,11,,,,,,15,3,15,27,,1,7,3,5,0,0,0,1,1,3,4,2,4,0.4049622261
921639,1,1,2,1,1962,1,,,2,3,,,,,,,,11,,,,,,15,3,15,54,,3,7,3,5,1,1,0,0,1,3,4,2,4,0.2592188506
921646,1,1,1,1,1942,1,,,2,2,,,,,,,,16,,,,,,15,3,15,74,,5,6,3,5,1,1,0,0,1,3,4,2,4,0.2626423632
921657,1,1,2,1,1945,1,,,4,1,,,,,,,,15,1,7,,,,15,3,15,71,,5,6,3,5,1,1,0,0,1,3,4,2,4,0.2828351723
921666,1,1,2,1,1970,2,2002,3,3,4,,,,,,,,12,1,9,,,,,,15,46,,3,7,3,5,1,1,0,0,1,3,4,2,4,0.48375233
921668,1,1,1,1,1973,1,,,3,3,,,,,,,,1,,1,,,,15,3,15,43,92,2,1,1,1,1,1,1,1,1,3,4,2,4,0.4492151882
921671,2,1,1,1,1953,1,,,1,3,,,,,,,,15,1,3,,,,15,3,15,63,,4,6,3,5,1,1,0,0,1,3,4,2,4,0.2498376179
921671,2,2,2,2,1954,1,,,1,2,,,,,,,,13,,,,,,15,3,15,62,,4,7,3,5,0,0,0,0,1,3,4,2,4,0.2498376179
921676,2,1,1,1,1949,1,,,1,3,,,,,,,,15,1,4,,,,15,3,15,67,,5,6,3,5,1,1,0,0,1,3,4,2,4,0.3735519567
921676,2,2,2,2,1957,1,,,1,3,,,,,,,,13,,,,,,15,3,15,59,,4,7,3,5,0,0,0,0,1,3,4,2,4,0.3735519567
921679,2,1,1,1,1949,1,,,1,4,,,,,,,,15,2,15,,,,17,3,15,67,,5,6,3,5,1,1,0,0,2,3,4,2,4,0.3735519567
921679,2,2,2,2,1954,1,,,1,3,,,,,,,,15,2,15,,,,15,3,15,62,,4,6,3,5,0,1,0,0,2,3,4,2,4,0.3735519567
921680,2,1,2,1,1972,1,,,2,4,,,,,,,,2,,7,,,,15,3,15,44,41,2,2,1,4,1,1,1,1,2,3,4,2,4,0.5446943708
921680,2,2,2,4,1943,1,,,4,2,,,,,,,,16,,,,,,15,3,15,73,,5,6,3,5,0,1,0,1,2,3,4,2,4,0.5446943708
921681,3,1,2,1,1948,1,,,4,2,,,,,,,,16,,,,,,15,3,15,68,,5,6,3,5,0,1,0,1,2,3,4,2,4,0.6525878503
921681,3,2,1,6,1974,1,,,2,3,,,,,,,,7,,9,,,,15,3,15,42,52,2,4,2,4,1,1,1,1,2,3,4,2,4,0.6525878503
921681,3,3,1,6,1977,1,,,2,3,,,,,,,,12,1,3,,,,15,3,15,39,,2,7,3,5,0,0,0,1,2,3,4,2,4,0.6525878503
921687,4,1,1,1,1959,1,,,1,4,,,,,,,,8,,7,,,,15,3,15,57,52,4,5,2,4,1,1,1,2,2,3,4,2,4,0.4891644821
921687,4,2,2,2,1961,1,,,1,3,,,,,,,,13,,,,,,15,3,15,55,,4,7,3,5,0,0,0,2,2,3,4,2,4,0.4891644821
921687,4,3,2,6,1991,1,,,2,4,,,,,,,,1,,10,,,,15,3,15,25,93,1,1,1,4,0,1,1,2,2,3,4,2,4,0.4891644821
921687,4,4,1,6,1998,1,,,2,3,,,,,,,,11,,,,,,15,3,15,18,,1,7,3,5,0,0,0,2,2,3,4,2,4,0.4891644821
921691,1,1,2,1,1944,1,,,4,3,,,,,,,,16,,,,,,15,3,15,72,,5,6,3,5,1,1,0,0,1,3,4,2,4,0.4045542324
921694,4,1,1,1,1961,1,,,1,2,,,,,,,,1,,3,,,,15,3,15,55,93,4,1,1,2,1,1,1,1,1,3,4,2,4,0.5716637177
921694,4,2,2,2,1967,1,,,1,2,,,,,,,,13,,,,,,15,3,15,49,,3,7,3,5,0,0,0,1,1,3,4,2,4,0.5716637177
921694,4,3,2,6,1992,1,,,2,5,,98,100,0,2010,2,1,11,,,,,,15,3,15,24,,1,7,3,5,0,0,0,1,1,3,4,2,4,0.5716637177
921694,4,4,1,6,2000,1,,,2,3,,,,,,,,17,,,,,,15,3,15,16,,1,7,3,5,0,0,0,1,1,3,4,2,4,0.5716637177
921701,3,1,1,1,1960,1,,,1,3,,,,,,,,12,2,7,,,,15,3,15,56,,4,7,3,5,1,1,0,0,2,3,4,2,4,0.4818153764
921701,3,2,2,2,1960,1,,,1,3,,,,,,,,13,,,,,,15,3,15,56,,4,7,3,5,0,1,0,0,2,3,4,2,4,0.4818153764
921701,3,3,2,6,1987,1,,,2,3,,,,,,,,11,,,,,,15,3,15,29,,1,7,3,5,0,0,0,0,2,3,4,2,4,0.4818153764
921704,2,1,1,1,1976,1,,,1,4,,,,,,,,1,,8,,,,15,3,15,40,72,2,1,1,4,1,1,1,2,2,3,4,2,4,0.9773975298
921704,2,2,2,2,1978,1,,,1,3,,,,,,,,1,,7,,,,15,3,15,38,52,2,1,1,4,0,1,1,2,2,3,4,2,4,0.9773975298
921717,1,1,1,1,1986,1,,,2,6,6,109,110,0,2012,6,,4,,11,,,,15,3,15,30,24,1,3,1,4,1,1,1,1,1,3,4,2,4,0.7722065269
921718,1,1,2,1,1965,1,,,2,4,,,,,,,,1,,13,,,,15,3,15,51,75,3,1,1,4,1,1,1,1,1,3,4,2,4,0.3707745478
921721,5,1,1,1,1965,1,,,3,3,,,,,,,,1,,3,,,,15,3,15,51,75,3,1,1,2,1,1,1,1,1,3,4,0,2,2.1248020385
921721,5,2,1,6,1999,1,,,2,3,,,,,,,,11,,,,,,15,3,15,17,,1,7,3,5,0,0,0,1,1,3,4,0,2,2.1248020385
921721,5,3,1,6,1999,1,,,2,3,,,,,,,,11,,,,,,15,3,15,17,,1,7,3,5,0,0,0,1,1,3,4,0,2,2.1248020385
921721,5,4,1,6,1997,1,,,2,3,,,,,,,,11,,,,,,15,3,15,19,,1,7,3,5,0,0,0,1,1,3,4,0,2,2.1248020385
921721,5,5,2,6,2003,1,,,2,2,,,,,,,,17,,,,,,15,3,15,13,,1,7,3,5,0,0,0,1,1,3,4,0,2,2.1248020385
921723,2,1,1,1,1962,1,,,1,4,,,,,,,,1,,19,,,,15,3,15,54,54,3,1,1,4,1,1,1,1,1,3,4,0,2,1.8675177985
921723,2,2,2,2,1968,1,,,1,2,,,,,,,,13,,,,,,15,3,15,48,,3,7,3,5,0,0,0,1,1,3,4,0,2,1.8675177985
921728,2,1,1,1,1945,1,,,1,3,,,,,,,,15,2,11,,,,15,3,15,71,,5,6,3,5,1,1,0,0,2,3,4,0,2,1.4592179876
921728,2,2,2,2,1950,1,,,1,3,,,,,,,,15,2,17,,,,15,3,15,66,,5,6,3,5,0,1,0,0,2,3,4,0,2,1.4592179876
921730,1,1,2,1,1947,1,,,2,2,,,,,,,,16,,,,,,15,3,15,69,,5,6,3,5,1,1,0,0,1,3,4,0,2,1.5140106306
921733,2,1,2,1,1956,1,,,1,3,,,,,,,,13,,,,,,15,3,15,60,,4,7,3,5,0,0,0,1,1,3,4,0,2,1.3373754275
921733,2,2,1,2,1956,1,,,1,2,,,,,,,,1,,3,,,,15,3,15,60,93,4,1,1,2,1,1,1,1,1,3,4,0,2,1.3373754275
921737,2,1,1,1,1949,1,,,4,3,,,,,,,,12,1,2,,,,15,3,15,67,,5,7,3,5,1,1,0,0,1,3,4,0,2,2.1379053199
921737,2,2,2,6,1992,1,,,2,5,,60,100,0,2011,1,2,13,,,,,,15,3,15,24,,1,7,3,5,0,0,0,0,1,3,4,0,2,2.1379053199
