nquest,anabit,godabit,unipro,quopro,anposs,pro1,pro2,pro3,pro4,pro5,pro6,pro7,pro8,pro9,poss,impacq,fittonop,tfittonop,tfitto,tipoaff,dfittom,tfittom,propriet,tfitimp,tfitimp2,ritaff,supab,ancostr,bagni,valabit,aspvalabit1_1,aspvalabit1_2,aspvalabit1_3,aspvalabit1_4,aspvalabit1_5,aspvalabit2_1,aspvalabit2_2,aspvalabit2_3,aspvalabit2_4,aspvalabit2_5,altrab,naltrab,altrfab,naltrfab,teragr,nteragr,ternagr,nternagr,antic,anticipi,manstra11,tmanstra11,manstra12,tmanstra12,manstra21,tmanstra21,manstra22,tmanstra22,energia,tenergia,tenergian,ristrut,tristrut,tristrutn,debita1,ndebita1,debita2,ndebita2,debitc,ndebitc,debitd,ndebitd,debite,ndebite,debitf,ndebitf,debitg,ndebitg,chifinmut,chifincons,ritardo,credit,tcredit,debit,tdebit,mutuor,fmutrif,mutuoe,mutuorif,reapmut,mutuor3,mutuoe3,reapmut3,mutuoric,mutuoric3,casafut,ncasafut,cla_ered,cla_ered2,intpersezd,docsezd,ROTAZIONE
864138,2000,1,1,100,2000,1,,,,,,,,,4,,,,,,,,,600,,,100,1960,2,210000,20,20,20,20,20,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2,,,,1,2,1
864156,1972,1,1,100,1977,1,,,,,,,,,6,,,,,,,,,,800,,150,1972,2,600000,,,,,,50,10,20,10,10,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,2
864213,2000,1,1,100,2000,1,,,,,,,,,2,85000,,,,,,,,500,,,70,1998,1,200000,10,60,10,10,10,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,1,1,2,,2,,2,,2,,2,,2,,1,,2,2,,2,,2,,,,,2,,,2,2,1,1,2,,1,2,1
864395,1995,2,,,,,,,,,,,,,,,,,120,6,1,600,7,,,2,70,1980,2,250000,,,,,,0,100,0,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,2
864441,1970,1,1,100,1970,1,,,,,,,,,2,40000,,,,,,,,600,,,58,1970,1,260000,30,20,30,10,10,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,1
864452,1986,1,1,100,1986,1,2,,,,,,,,1,60000,,,,,,,,,900,,65,1973,1,360000,,,,,,30,30,20,10,10,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,2
864456,2009,1,1,100,2009,1,,,,,,,,,4,,,,,,,,,,1000,,55,1971,1,300000,,,,,,60,30,10,0,0,2,,1,1,2,,2,,2,,2,,2,,2,,1,10000,2,,,2,,,2,,1,1,2,,2,,2,,2,,2,,1,,2,2,,2,,2,,,,,2,,,2,2,1,1,,4,1,2,2
864457,2006,1,1,100,2006,1,,,,,,,,,1,180000,,,,,,,,,500,,55,1990,1,150000,,,,,,5,25,50,10,10,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,1,1,2,,2,,2,,2,,2,,2,,3,,2,2,,2,,2,,,,,2,,,2,2,1,1,,3,1,2,2
864458,2003,1,1,100,2003,1,,,,,,,,,4,,,,,,,,,,700,,50,1966,1,260000,,,,,,5,10,60,10,15,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,1,1,,4,1,2,2
864473,2000,2,,,,,,,,,,,,,,,,,700,1,1,800,4,,,2,60,1950,1,150000,,,,,,80,20,0,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2,,,,1,2,2
864477,1998,1,1,100,1998,1,,,,,,,,,1,225000,,,,,,,,,1500,,140,1950,2,600000,,,,,,10,70,20,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,1,1,,3,2,2,2
864482,1991,1,1,100,1991,1,,,,,,,,,1,90000,,,,,,,,,800,,70,1958,1,170000,,,,,,0,10,60,20,10,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,2
864754,1985,2,,,,,,,,,,,,,,,,,100,6,1,550,7,,,2,100,1970,2,250000,15,20,50,15,0,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,1
864809,1989,1,1,100,1989,1,2,,,,,,,,1,90000,,,,,,,,,500,,200,1950,2,130000,,,,,,0,0,0,50,50,2,,2,,2,,2,,2,,2,,1,5000,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,1,1,,1,1,2,2
865142,2009,1,1,100,2009,1,,,,,,,,,6,,,,,,,,,500,,,100,2009,2,180000,100,0,0,0,0,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2,,,,1,2,1
865155,1986,2,,,,,,,,,,,,,,,,,230,5,1,550,7,,,2,60,1970,1,120000,,,,,,0,100,0,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,2
865192,1999,2,,,,,,,,,,,,,,,,,45,2,1,400,7,,,2,60,1997,1,100000,,,,,,0,0,100,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,2
865202,1998,1,1,100,2007,1,2,,,,,,,,1,200000,,,,,,,,600,,,90,1990,2,220000,0,0,100,0,0,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,1,4,4,,1,2,1
865323,1969,1,1,100,1968,2,,,,,,,,,2,5000,,,,,,,,650,,,100,1968,1,200000,50,50,0,0,0,,,,,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,1,1,2,,2,,2,,2,,2,,1,,2,2,,2,,2,,,,,2,,,2,2,,,,,1,2,1
865357,1995,1,2,50,2016,1,2,,,,,,,,4,,1,500,,,2,,,500,,2,90,1967,1,100000,0,0,0,100,0,,,,,,2,,2,,2,,2,,2,,1,500,2,,2,,2,,1,,1,2,,,2,,2,,1,1,2,,2,,2,,2,,,2,2,2,,2,,2,,,,,1,1,,,,,,,,1,2,1
865481,1995,1,1,100,1996,2,,,,,,,,,4,,,,,,,,,300,,,50,1940,1,110000,0,0,70,30,0,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,1,,,,,,1,2,1
865483,2013,2,,,,,,,,,,,,,,,,,300,1,2,,4,,,2,100,1970,2,150000,,,,,,0,30,50,20,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,1,2,3,3,2,,,,,,2,,,,2,2,2
865491,1987,1,1,100,2014,2,,,,,,,,,4,,,,,,,,,,150,,110,1950,2,160000,,,,,,0,0,100,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2,,,,1,2,2
865494,1990,1,1,100,1990,1,,,,,,,,,4,,,,,,,,,350,,,100,1950,2,120000,0,90,10,0,0,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2,,,,1,2,1
865498,1968,1,1,100,1983,1,,,,,,,,,4,,,,,,,,,300,,,80,1967,2,350000,0,0,100,0,0,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,2,2,1
865500,1995,1,1,100,1995,1,2,,,,,,,,4,,,,,,,,,150,,,80,1980,2,90000,0,0,100,0,0,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2,,,,2,2,1
865504,1998,1,1,100,1990,1,,,,,,,,,5,60000,,,,,,,,400,,,110,1940,2,280000,0,0,100,0,0,,,,,,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2,,,,1,2,1
865515,1990,5,,,,,,,,,,,,,,,,,,,,,3,,100,,70,1800,1,50000,,,,,,100,0,0,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,2
865680,1967,1,1,100,1967,1,,,,,,,,,7,10000,,,,,,,,700,,,120,1967,2,250000,0,0,100,0,0,,,,,,1,1,2,,1,1,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,1
865764,1928,1,2,60,1960,1,,,,,,,,,4,,2,,,,,,,400,,,50,1925,1,70000,20,80,0,0,0,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,1
865780,1957,1,2,60,2005,1,2,,,,,,,,4,,2,,,,,,,600,,,180,1955,2,400000,40,50,10,0,0,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,1,1,2,,,4,2,2,,2,,1,2,1,,,,,,,,,,,,1,2,1
865806,2002,1,1,100,2002,1,2,,,,,,,,1,95000,,,,,,,,750,,,75,1958,1,270000,0,0,100,0,0,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,1,2,4,,1,2,1
865882,1969,1,2,50,1969,1,,,,,,,,,1,5000,2,,,,,,,500,,,100,1969,1,300000,10,10,80,0,0,,,,,,1,1,1,2,2,,2,,2,,1,600,2,,2,,2,,1,,1,1,1500,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,1
866028,1979,1,1,100,1979,1,2,,,,,,,,2,22500,,,,,,,,,700,,100,1977,2,140000,,,,,,10,10,80,0,0,1,1,2,,1,1,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,2
866035,1986,2,,,,,,,,,,,,,,,,,115,6,1,450,7,,,2,95,1980,1,130000,,,,,,20,15,40,15,10,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,,,2,,2,,2,,2,,2,,2,,,,,1,10000,2,,2,,,,,2,,,2,1,,,,,1,2,2
866041,1985,1,1,100,1985,1,,,,,,,,,6,,,,,,,,,,450,,90,1974,2,90000,,,,,,30,20,10,20,20,2,,2,,1,1,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,1,1,,1,1,2,2
866071,1998,1,1,100,1997,1,,,,,,,,,2,150000,,,,,,,,1500,,,120,1997,2,200000,0,0,10,30,60,,,,,,2,,1,1,1,1,2,,2,,2,,2,,2,,2,,2,,,1,7000,,1,1,2,,2,,2,,2,,2,,2,,1,,2,2,,2,,2,,,,,2,,,2,2,1,1,2,,1,2,1
866106,1968,1,1,100,1968,1,,,,,,,,,4,,,,,,,,,500,,,65,1965,1,150000,0,0,100,0,0,,,,,,2,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,1
866220,1983,1,1,100,1983,1,2,,,,,,,,1,45000,,,,,,,,,200,,135,1980,2,160000,,,,,,20,30,20,10,20,2,,2,,2,,2,,2,,1,1000,1,2000,2,,2,,1,,1,1,,1,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,1,2
866382,1998,1,1,100,1998,1,,,,,,,,,1,60000,,,,,,,,,350,,100,1990,2,115000,,,,,,20,20,30,20,10,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,1,2,,4,1,2,2
866386,1976,1,1,100,2002,1,2,,,,,,,,3,45000,,,,,,,,400,,,96,1974,2,180000,10,10,50,10,20,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,1,1
866387,1996,1,1,100,1996,1,,,,,,,,,1,80000,,,,,,,,,400,,100,1990,2,130000,,,,,,50,20,10,10,10,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,1,1,1,,,,,,,,2,,,,1,2,2
866452,1948,2,,,,,,,,,,,,,,,,,150,2,1,200,4,,,2,60,1930,1,40000,20,20,20,20,20,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,1
866489,1961,1,1,100,2011,1,,,,,,,,,3,30000,,,,,,,,,150,,45,1959,1,70000,,,,,,100,0,0,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,2
866507,2001,1,1,100,2000,1,2,,,,,,,,2,100000,,,,,,,,650,,,100,1999,2,200000,100,0,0,0,0,,,,,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2,,,,1,2,1
866541,2005,2,,,,,,,,,,,,,,,,,350,1,2,,4,,,2,110,1960,1,70000,,,,,,0,0,100,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,2
866855,2000,1,1,100,2000,1,,,,,,,,,1,50000,,,,,,,,,580,,65,1975,1,70000,,,,,,5,25,65,5,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2,,,,1,2,2
866960,1988,1,1,100,1988,2,,,,,,,,,4,,,,,,,,,800,,,300,1900,2,700000,0,0,0,40,60,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,1
866985,1960,1,1,100,1960,1,,,,,,,,,1,100000,,,,,,,,,400,,70,1960,1,150000,,,,,,30,20,10,30,10,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,2
867003,2010,1,1,100,2010,1,,,,,,,,,4,,,,,,,,,,500,,100,2000,2,400000,,,,,,20,10,20,20,30,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,2
867008,2002,1,1,100,2002,1,,,,,,,,,1,100000,,,,,,,,500,,,80,2000,2,200000,20,10,20,20,30,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,1
867019,1970,1,1,100,1970,1,,,,,,,,,4,,,,,,,,,,300,,90,1950,1,300000,,,,,,10,10,30,25,25,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,2
867025,2014,2,,,,,,,,,,,,,,,,,400,1,2,,4,,,2,80,1970,2,130000,,,,,,30,20,10,20,20,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,2
867090,1987,1,1,100,1987,1,,,,,,,,,1,60000,,,,,,,,,400,,80,1980,2,140000,,,,,,0,0,0,100,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,2
867104,2013,2,,,,,,,,,,,,,,,,,350,1,2,,4,,,2,70,1970,1,110000,,,,,,0,20,50,30,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,2
867114,1980,2,,,,,,,,,,,,,,,,,75,6,1,350,7,,,2,83,1979,1,100000,20,20,40,20,0,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,1
867201,1978,1,1,100,2006,1,,,,,,,,,4,,,,,,,,,,600,,90,1967,1,180000,,,,,,0,0,100,0,0,2,,2,,1,1,2,,2,,2,,2,,2,,2,,2,,,2,,,1,1,2,,2,,2,,2,,2,,2,,1,,2,2,,2,,1,2,1,,,,,,,,,,,,2,2,2
867205,2003,1,1,100,2002,1,2,,,,,,,,2,90000,,,,,,,,600,,,120,2001,2,200000,0,50,50,0,0,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,1,1,2,,2,,2,,2,,2,,2,,4,,2,2,,2,,2,,,,,2,,,2,2,1,2,3,,2,2,1
867275,2005,2,,,,,,,,,,,,,,,,,600,2,2,,4,,,2,90,1960,2,70000,,,,,,0,20,70,10,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2,,,,2,2,2
867318,2005,2,,,,,,,,,,,,,,,,,300,1,2,,4,,,2,130,1850,1,100000,,,,,,0,10,70,20,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,2
867344,1986,1,1,100,1986,1,2,,,,,,,,2,60000,,,,,,,,1000,,,150,1835,2,230000,0,0,100,0,0,,,,,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,,1,,1,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2,,,,1,2,1
867373,2005,4,,,,,,,,,,,,,,,,,,,,,2,1000,,,100,2005,2,280000,0,5,90,5,0,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,1
867433,1922,1,1,100,1951,1,,,,,,,,,4,,,,,,,,,200,,,100,1911,1,60000,100,0,0,0,0,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,1
867462,1995,1,1,100,1995,1,2,,,,,,,,2,70000,,,,,,,,,700,,147,1995,2,200000,,,,,,0,90,10,0,0,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,1,1,1,3,2,,2,,2,,2,,4,4,2,2,,2,,1,2,1,,,,,,,,1,1,,2,1,2,2
867498,1993,1,1,100,1993,1,2,,,,,,,,1,70000,,,,,,,,400,,,100,1960,1,80000,0,10,90,0,0,,,,,,1,1,2,,1,1,2,,2,,1,595,2,,2,,2,,1,297,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,1,1,2,,2,2,1
867505,1973,2,,,,,,,,,,,,,,,,,300,1,2,,4,,,2,120,1800,2,400000,0,0,100,0,0,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2,,,,1,2,1
867522,1975,2,,,,,,,,,,,,,,,,,345,1,2,,4,,,2,80,1970,1,80000,,,,,,0,0,100,0,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,2
867653,1998,5,,,,,,,,,,,,,,,,,,,,,4,300,,,35,1960,1,80000,0,0,100,0,0,,,,,,1,2,2,,1,1,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,1,1000,2,,2,,,,,2,,,2,2,1,1,1,,1,2,1
867674,2010,2,,,,,,,,,,,,,,,,,350,2,1,500,4,,,2,60,1960,1,90000,10,0,0,50,40,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,1,1,1,,1,2,1
867686,1996,1,1,100,1996,1,,,,,,,,,1,20000,,,,,,,,700,,,100,1990,2,200000,0,0,100,0,0,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,1
867784,1971,1,1,100,1967,1,2,,,,,,,,4,,,,,,,,,,600,,160,1965,1,140000,,,,,,20,40,35,5,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,2
867799,2006,1,1,100,2006,1,,,,,,,,,1,170000,,,,,,,,450,,,90,1990,2,150000,0,0,100,0,0,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,1,1,3,,1,2,1
867801,1987,1,1,100,1987,1,,,,,,,,,1,90000,,,,,,,,,600,,95,1980,1,110000,,,,,,0,40,40,20,0,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,2
867914,2005,2,,,,,,,,,,,,,,,,,329,2,2,,4,,,2,70,1990,1,70000,,,,,,50,20,10,10,10,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,,,2,,2,,2,,2,,2,,2,,,,,2,,1,15000,2,,,,,2,,,2,2,2,,,,1,2,2
867925,1970,1,1,100,1970,1,,,,,,,,,4,,,,,,,,,300,,,80,1970,1,70000,40,30,20,5,5,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,1
867929,2005,1,1,100,2005,1,,,,,,,,,1,90000,,,,,,,,450,,,100,1970,2,85000,100,0,0,0,0,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,1,1,1,,1,2,1
867993,1999,1,1,100,1999,1,,,,,,,,,1,35000,,,,,,,,,300,,80,1980,1,135000,,,,,,5,95,0,0,0,1,1,2,,2,,2,,2,,1,400,2,,2,,2,,1,400,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,1,2,,2,1,2,2
868013,1996,4,,,,,,,,,,,,,,,,,,,,,2,320,,,80,1950,1,140000,100,0,0,0,0,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,1
868093,2009,2,,,,,,,,,,,,,,,,,500,1,2,,7,,,2,180,1940,1,200000,10,90,0,0,0,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2,,,,1,1,1
868098,2006,1,1,100,2006,1,,,,,,,,,2,200000,,,,,,,,600,,,62,2006,2,220000,0,0,100,0,0,,,,,,1,1,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,1,4,5,,1,2,1
868165,1986,2,,,,,,,,,,,,,,,,,270,6,2,,7,,,2,85,1984,2,150000,0,0,0,100,0,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,1
868231,2010,2,,,,,,,,,,,,,,,,,600,1,2,,4,,,1,70,1980,2,190000,,,,,,20,20,20,20,20,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2,,,,1,2,2
868264,2004,1,1,100,2004,1,2,,,,,,,,1,170000,,,,,,,,500,,,120,1968,2,240000,0,0,30,30,40,,,,,,1,1,2,,1,1,2,,2,,1,6000,2,,2,,2,,1,,1,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,,,,,1,2,1
868280,1995,1,1,100,1995,1,2,,,,,,,,1,30000,,,,,,,,200,,,70,1950,1,40000,100,0,0,0,0,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,2,,2,,2,,2,,2,,2,,2,,,,,2,,2,,2,,,,,2,,,2,2,2,,,,1,2,1
868283,1987,1,1,100,2008,2,,,,,,,,,4,,,,,,,,,300,,,80,1975,2,200000,0,0,100,0,0,,,,,,2,,2,,2,,2,,2,,2,,1,2500,2,,2,,2,,,2,,,1,1,2,,2,,2,,2,,2,,2,,1,,2,2,,2,,2,,,,,2,,,2,2,2,,,,2,2,1
868294,2016,2,,,,,,,,,,,,,,,,,280,1,2,,4,,,1,100,1930,1,40000,100,0,0,0,0,,,,,,2,,2,,2,,2,,2,,2,,2,,2,,2,,2,,,2,,,,,2,,2,,2,,2,,2,,2,,,,,2,,1,1800,2,,,,,2,,,2,2,2,,,,1,2,1
